household_id,household_weight,household_size,number_of_vehicles,number_of_bikes,departement_id,income_class,consumption_units,commune_id,zone_fine_id
1130,80.88396,1,0,0,59,0,1.0,59350,00112010
1131,80.88396,1,1,0,59,0,1.0,59350,00112010
1132,80.88396,1,1,0,59,0,1.0,59350,00112010
1133,105.8773,3,1,1,59,0,1.8,59350,00112010
1134,80.88396,1,1,1,59,0,1.0,59350,00112011
1135,113.3635,4,1,1,59,0,2.3,59350,00112011
1136,85.17249,2,1,0,59,0,1.5,59350,00112011
1137,165.2063,5,1,1,59,0,2.4,59350,00112011
1139,85.17249,2,2,1,59,0,1.5,59350,00112011
1140,85.17249,2,2,2,59,0,1.5,59350,00112011
1141,113.3635,4,1,0,59,0,2.1,59350,00112011
1142,105.8773,3,2,0,59,0,1.8,59350,00112011
1143,113.3635,4,3,2,59,0,2.5,59350,00112012
1144,85.17249,2,0,0,59,0,1.5,59350,00112012
1145,80.88396,1,1,2,59,0,1.0,59350,00112012
1146,80.88396,1,1,1,59,0,1.0,59350,00112012
1147,85.17249,2,0,3,59,0,1.5,59350,00112012
1148,80.88396,1,1,0,59,0,1.0,59350,00112012
1149,165.2063,5,2,0,59,0,2.4,59350,00112012
1150,105.8773,3,1,0,59,0,1.8,59350,00112014
1151,105.8773,3,1,2,59,0,2.0,59350,00112014
1152,105.8773,3,2,0,59,0,2.0,59350,00112014
1153,113.3635,4,1,1,59,0,2.3,59350,00112014
1154,85.17249,2,0,0,59,0,1.5,59350,00112014
1155,80.88396,1,0,0,59,0,1.0,59350,00112014
1156,80.88396,1,1,0,59,0,1.0,59350,00112014
1157,80.88396,1,1,1,59,0,1.0,59350,00112014
1158,80.88396,1,1,0,59,0,1.0,59350,00112014
1159,85.17249,2,1,0,59,0,1.5,59350,00112014
1160,80.88396,1,0,0,59,0,1.0,59350,00112014
1161,165.2063,5,1,1,59,0,3.0,59350,00112014
1162,80.88396,1,1,0,59,0,1.0,59350,00112014
1163,85.17249,2,1,0,59,0,1.5,59350,00112014
1164,80.88396,1,0,0,59,0,1.0,59350,00112014
1165,165.2063,5,2,1,59,0,2.4,59350,00112016
1166,85.17249,2,1,0,59,0,1.5,59350,00112016
1167,85.17249,2,1,0,59,0,1.5,59350,00112016
1168,85.17249,2,1,0,59,0,1.5,59350,00112016
1169,85.17249,2,2,0,59,0,1.5,59350,00112016
1170,80.88396,1,0,0,59,0,1.0,59350,00112016
1172,80.88396,1,0,0,59,0,1.0,59350,00112016
1173,105.8773,3,0,0,59,0,1.6,59350,00112016
1174,85.17249,2,1,2,59,0,1.5,59350,00112016
1176,58.24621,2,2,5,59,0,1.5,59350,00113001
1177,85.16096999999999,6,4,5,59,0,3.5,59350,00113001
1178,84.15512,3,0,1,59,0,2.0,59350,00113001
1179,112.1334,1,1,0,59,0,1.0,59350,00113001
1180,112.1334,1,1,0,59,0,1.0,59350,00113001
1181,58.24621,2,0,0,59,0,1.5,59350,00113001
1182,84.15512,3,1,2,59,0,1.6,59350,00113001
1183,112.1334,1,1,0,59,0,1.0,59350,00113001
1184,112.1334,1,0,0,59,0,1.0,59350,00113001
1185,58.24621,2,0,3,59,0,1.5,59350,00113001
1186,78.92763000000001,4,1,2,59,0,2.1,59350,00113001
1187,112.1334,1,1,2,59,0,1.0,59350,00113001
1188,78.92763000000001,4,2,3,59,0,2.1,59350,00113001
1189,78.92763000000001,4,1,2,59,0,2.1,59350,00113002
1190,78.92763000000001,4,0,0,59,0,2.5,59350,00113002
1191,58.24621,2,1,0,59,0,1.5,59350,00113002
1192,58.24621,2,2,0,59,0,1.5,59350,00113002
1193,112.1334,1,1,0,59,0,1.0,59350,00113002
1194,58.24621,2,1,2,59,0,1.5,59350,00113002
1195,58.24621,2,1,1,59,0,1.3,59350,00113002
1196,58.24621,2,2,1,59,0,1.5,59350,00113002
1197,58.24621,2,3,2,59,0,1.5,59350,00113004
1198,112.1334,1,1,0,59,0,1.0,59350,00113004
1199,58.24621,2,1,0,59,0,1.5,59350,00113005
1200,58.24621,2,1,2,59,0,1.5,59350,00113005
1201,112.1334,1,1,3,59,0,1.0,59350,00113005
1202,58.24621,2,1,1,59,0,1.3,59350,00113005
1203,84.15512,3,1,0,59,0,1.8,59350,00113007
1204,112.1334,1,0,0,59,0,1.0,59350,00113007
1205,84.15512,3,1,3,59,0,1.8,59350,00113007
1206,58.24621,2,1,0,59,0,1.5,59350,00113007
1207,58.24621,2,1,0,59,0,1.5,59350,00113007
1208,58.24621,2,0,0,59,0,1.5,59350,00113007
1209,85.16096999999999,6,1,0,59,0,2.7,59350,00113007
1210,85.16096999999999,6,1,2,59,0,2.7,59350,00113007
1211,58.24621,2,1,0,59,0,1.5,59350,00113007
1212,58.24621,2,0,0,59,0,1.5,59350,00113007
1213,84.15512,3,1,0,59,0,2.0,59350,00113007
1214,58.24621,2,1,0,59,0,1.5,59350,00113007
1215,112.1334,1,0,0,59,0,1.0,59350,00113008
1216,112.1334,1,1,0,59,0,1.0,59350,00113008
1217,112.1334,1,1,0,59,0,1.0,59350,00113008
1218,58.24621,2,0,1,59,0,1.5,59350,00113008
1219,112.1334,1,1,1,59,0,1.0,59350,00113008
1220,112.1334,1,0,0,59,0,1.0,59350,00113008
1221,112.1334,1,1,3,59,0,1.0,59350,00113008
1222,78.92763000000001,4,2,0,59,0,2.5,59350,00113008
1223,84.15512,3,1,3,59,0,1.8,59350,00113008
1224,85.16096999999999,5,0,0,59,0,3.0,59350,00113008
1225,112.1334,1,1,0,59,0,1.0,59350,00113008
1226,58.24621,2,1,0,59,0,1.5,59350,00113008
1227,112.1334,1,0,0,59,0,1.0,59350,00113008
1228,58.24621,2,0,1,59,0,1.5,59350,00113008
1229,58.24621,2,1,0,59,0,1.5,59350,00113008
1230,84.15512,3,2,0,59,0,1.8,59350,00113008
1231,58.24621,2,1,0,59,0,1.5,59350,00113008
1232,112.1334,1,1,0,59,0,1.0,59350,00113008
1233,84.15512,3,1,3,59,0,1.8,59350,00113009
1234,78.92763000000001,4,2,4,59,0,2.3,59350,00113009
1235,112.1334,1,0,0,59,0,1.0,59350,00113009
1236,58.24621,2,2,1,59,0,1.5,59350,00113009
1237,58.24621,2,1,1,59,0,1.5,59350,00113009
1238,84.15512,3,0,2,59,0,1.8,59350,00113009
1239,58.24621,2,1,0,59,0,1.5,59350,00113009
1240,78.92763000000001,4,2,0,59,0,2.5,59350,00113009
1241,78.92763000000001,4,2,0,59,0,2.3,59350,00113009
1242,78.92763000000001,4,3,0,59,0,2.5,59350,00113009
1243,58.24621,2,1,1,59,0,1.5,59350,00113009
1244,58.24621,2,0,0,59,0,1.5,59350,00113010
1245,85.16096999999999,6,1,5,59,0,2.9,59350,00113011
1246,58.24621,2,1,3,59,0,1.5,59350,00113011
1247,112.1334,1,1,0,59,0,1.0,59350,00113011
1248,112.1334,1,1,0,59,0,1.0,59350,00113801
1249,84.15512,3,1,1,59,0,1.8,59350,00113801
1250,58.24621,2,0,0,59,0,1.5,59350,00113801
1251,84.15512,3,1,0,59,0,1.8,59350,00113801
1252,123.1875,1,0,0,59,0,1.0,59350,00114001
1253,123.1875,1,1,1,59,0,1.0,59350,00114001
1254,57.420790000000004,2,2,0,59,0,1.5,59350,00114002
1255,57.420790000000004,2,2,3,59,0,1.5,59350,00114002
1256,91.96880999999999,4,2,4,59,0,2.3,59350,00114002
1257,123.1875,1,1,0,59,0,1.0,59350,00114002
1258,91.96880999999999,4,2,4,59,0,2.5,59350,00114002
1259,123.1875,1,1,0,59,0,1.0,59350,00114002
1260,57.420790000000004,2,2,0,59,0,1.5,59350,00114002
1261,123.1875,1,2,1,59,0,1.0,59350,00114002
1262,91.96880999999999,4,2,3,59,0,2.1,59350,00114002
1263,123.1875,1,1,0,59,0,1.0,59350,00114002
1264,121.0,1,0,0,59,0,1.0,59350,00114002
1266,57.420790000000004,2,1,0,59,0,1.5,59350,00114002
1267,57.420790000000004,2,1,2,59,0,1.5,59350,00114002
1268,59.60475,3,1,4,59,0,1.8,59350,00114002
1269,57.420790000000004,2,3,3,59,0,1.5,59350,00114002
1270,57.420790000000004,2,2,0,59,0,1.5,59350,00114003
1271,57.420790000000004,2,3,0,59,0,1.5,59350,00114003
1272,57.420790000000004,2,3,1,59,0,1.5,59350,00114003
1274,57.420790000000004,2,2,1,59,0,1.5,59350,00114003
1275,123.1875,1,1,0,59,0,1.0,59350,00114003
1277,57.420790000000004,2,2,2,59,0,1.5,59350,00114003
1278,57.420790000000004,2,1,0,59,0,1.5,59350,00114003
1279,59.60475,3,1,0,59,0,1.8,59350,00114003
1280,91.96880999999999,4,2,4,59,0,2.3,59350,00114003
1281,57.420790000000004,2,2,1,59,0,1.5,59350,00114004
1282,91.96880999999999,4,1,0,59,0,2.5,59350,00114005
1283,57.420790000000004,2,0,0,59,0,1.5,59350,00114005
1284,59.60475,3,3,3,59,0,1.8,59350,00114005
1285,57.420790000000004,2,2,1,59,0,1.5,59350,00114005
1286,59.60475,3,2,3,59,0,1.8,59350,00114005
1287,91.96880999999999,4,1,3,59,0,2.1,59350,00114005
1288,59.60475,3,1,0,59,0,1.8,59350,00114005
1289,57.420790000000004,2,1,1,59,0,1.3,59350,00114005
1290,59.60475,3,0,3,59,0,1.6,59350,00114006
1291,57.420790000000004,2,1,4,59,0,1.5,59350,00114006
1292,57.420790000000004,2,2,1,59,0,1.5,59350,00114007
1293,57.420790000000004,2,2,1,59,0,1.5,59350,00114007
1294,59.60475,3,2,3,59,0,1.8,59350,00114007
1295,91.96880999999999,4,2,0,59,0,2.3,59350,00114007
1296,57.420790000000004,2,1,3,59,0,1.5,59350,00114007
1297,91.96880999999999,4,3,4,59,0,2.1,59350,00114007
1299,59.60475,3,1,2,59,0,1.8,59350,00114007
1300,57.420790000000004,2,2,2,59,0,1.5,59350,00114008
1301,123.1875,1,1,0,59,0,1.0,59350,00114008
1302,57.420790000000004,2,1,0,59,0,1.5,59350,00114008
1303,123.1875,1,0,0,59,0,1.0,59350,00114008
1304,57.420790000000004,2,1,1,59,0,1.5,59350,00114008
1305,123.1875,1,1,0,59,0,1.0,59350,00114008
1306,59.60475,3,2,2,59,0,1.8,59350,00114010
1307,123.1875,1,1,0,59,0,1.0,59350,00114011
1308,123.1875,1,1,0,59,0,1.0,59350,00114011
1309,59.60475,3,0,0,59,0,2.0,59350,00114011
1310,59.60475,3,3,3,59,0,2.0,59350,00114011
1311,91.96880999999999,5,2,0,59,0,2.4,59350,00114011
1312,57.420790000000004,2,2,4,59,0,1.5,59350,00114011
1313,57.420790000000004,2,0,0,59,0,1.5,59350,00114011
1314,91.96880999999999,4,1,0,59,0,2.3,59350,00114011
1315,59.60475,3,2,1,59,0,1.8,59350,00114011
1316,57.420790000000004,2,0,1,59,0,1.5,59350,00114011
1317,59.60475,3,1,3,59,0,1.8,59350,00114011
1318,59.60475,3,1,1,59,0,1.8,59350,00114011
1319,91.96880999999999,5,1,4,59,0,2.8,59350,00114011
1320,91.96880999999999,4,1,2,59,0,2.3,59350,00114011
1321,91.96880999999999,4,2,4,59,0,2.1,59350,00114012
1322,57.420790000000004,2,1,0,59,0,1.5,59350,00114012
1323,123.1875,1,1,1,59,0,1.0,59350,00114012
1324,73.27719,1,1,1,59,0,1.0,59350,00115001
1325,73.27719,1,0,1,59,0,1.0,59350,00115001
1326,83.65482,2,1,2,59,0,1.5,59350,00115001
1327,73.27719,1,0,0,59,0,1.0,59350,00115001
1328,48.09948,4,1,4,59,0,2.1,59350,00115002
1329,48.09948,4,3,4,59,0,2.1,59350,00115003
1330,83.65482,2,2,0,59,0,1.5,59350,00115003
1331,73.27719,1,1,0,59,0,1.0,59350,00115004
1332,48.09948,4,2,4,59,0,2.1,59350,00115004
1333,56.74921,3,1,2,59,0,2.0,59350,00115004
1334,56.74921,3,1,0,59,0,1.8,59350,00115004
1335,48.09948,4,3,4,59,0,2.5,59350,00115004
1336,73.27719,1,1,0,59,0,1.0,59350,00115004
1337,56.74921,3,2,1,59,0,2.0,59350,00115005
1338,83.65482,2,2,0,59,0,1.5,59350,00115005
1339,48.09948,4,2,5,59,0,2.1,59350,00115005
1340,48.09948,5,2,2,59,0,2.4,59350,00115005
1341,48.09948,4,2,1,59,0,2.1,59350,00115005
1342,48.09948,4,2,2,59,0,2.3,59350,00115005
1343,83.65482,2,1,0,59,0,1.5,59350,00115005
1344,83.65482,2,2,3,59,0,1.5,59350,00115005
1345,73.27719,1,1,2,59,0,1.0,59350,00115005
1346,83.65482,2,1,0,59,0,1.3,59350,00115005
1347,56.74921,3,0,3,59,0,1.8,59350,00115006
1348,73.27719,1,0,0,59,0,1.0,59350,00115006
1349,56.74921,3,1,0,59,0,2.0,59350,00115006
1350,56.74921,3,2,5,59,0,1.8,59350,00115006
1352,48.09948,4,2,2,59,0,2.1,59350,00115006
1353,83.65482,2,1,0,59,0,1.5,59350,00115006
1354,83.65482,2,2,0,59,0,1.5,59350,00115006
1355,83.65482,2,2,2,59,0,1.5,59350,00115006
1356,73.27719,1,1,1,59,0,1.0,59350,00115006
1357,73.27719,1,1,0,59,0,1.0,59350,00115006
1358,73.27719,1,1,0,59,0,1.0,59350,00115006
1359,56.74921,3,2,1,59,0,1.8,59350,00115007
1360,73.27719,1,1,0,59,0,1.0,59350,00115007
1361,83.65482,2,1,2,59,0,1.5,59350,00115007
1362,56.74921,3,2,2,59,0,1.8,59350,00115007
1363,48.09948,4,2,8,59,0,2.3,59350,00115007
1364,83.65482,2,1,2,59,0,1.5,59350,00115007
1366,83.65482,2,1,0,59,0,1.3,59350,00115008
1367,48.09948,4,1,0,59,0,2.1,59350,00115008
1368,48.09948,4,2,4,59,0,2.5,59350,00115008
1369,73.27719,1,2,1,59,0,1.0,59350,00115008
1370,73.27719,1,1,0,59,0,1.0,59350,00115008
1371,83.65482,2,0,0,59,0,1.5,59350,00115008
1372,73.27719,1,0,0,59,0,1.0,59350,00115008
1373,56.74921,3,1,1,59,0,2.0,59350,00115008
1374,73.27719,1,1,0,59,0,1.0,59350,00115008
1375,83.65482,2,0,0,59,0,1.5,59350,00115008
1376,73.27719,1,1,0,59,0,1.0,59350,00115008
1377,48.09948,4,1,1,59,0,2.5,59350,00115008
1378,48.09948,4,2,4,59,0,2.1,59350,00115008
1379,56.74921,3,0,2,59,0,1.6,59350,00115008
1380,48.09948,4,2,1,59,0,2.1,59350,00115008
1381,56.74921,3,1,2,59,0,1.6,59350,00115008
1382,73.27719,1,0,0,59,0,1.0,59350,00115008
1383,56.74921,3,1,2,59,0,2.0,59350,00115008
1384,73.27719,1,1,0,59,0,1.0,59350,00115008
1385,83.65482,2,1,2,59,0,1.5,59350,00115008
1386,83.65482,2,2,0,59,0,1.5,59350,00115008
1387,48.09948,4,1,1,59,0,2.1,59350,00115008
1388,48.09948,4,2,1,59,0,2.3,59350,00115008
1389,48.09948,4,2,2,59,0,2.1,59350,00115008
1390,56.74921,3,2,3,59,0,1.8,59350,00115008
1391,56.74921,3,4,1,59,0,2.0,59350,00115009
1392,48.09948,4,2,4,59,0,2.3,59350,00115009
1393,83.65482,2,2,2,59,0,1.5,59350,00115009
1394,73.27719,1,1,0,59,0,1.0,59350,00115009
1395,83.65482,2,2,1,59,0,1.5,59350,00115010
1396,48.09948,4,2,3,59,0,2.1,59350,00115010
1397,73.27719,1,1,1,59,0,1.0,59350,00115010
1398,73.27719,1,1,0,59,0,1.0,59350,00115016
1399,83.65482,2,2,3,59,0,1.5,59350,00115016
1400,73.27719,1,1,0,59,0,1.0,59350,00115016
1401,73.27719,1,1,0,59,0,1.0,59350,00115016
1402,73.27719,1,1,0,59,0,1.0,59350,00115016
1403,73.27719,1,1,0,59,0,1.0,59350,00115016
1404,83.65482,2,2,3,59,0,1.5,59350,00115016
1405,116.2542,1,1,1,59,0,1.0,59350,00116001
1406,85.43759,2,1,1,59,0,1.5,59350,00116001
1407,93.52289,4,3,3,59,0,2.5,59350,00116001
1408,116.2542,1,1,0,59,0,1.0,59350,00116001
1409,93.52289,4,2,4,59,0,2.1,59350,00116001
1410,85.43759,2,2,2,59,0,1.5,59350,00116001
1411,116.2542,1,1,0,59,0,1.0,59350,00116001
1412,93.52289,4,2,3,59,0,2.1,59350,00116001
1413,85.43759,2,2,0,59,0,1.5,59350,00116001
1414,85.43759,2,2,4,59,0,1.5,59350,00116002
1415,85.43759,2,3,0,59,0,1.5,59350,00116002
1416,97.41771999999999,3,1,1,59,0,2.0,59350,00116002
1417,116.2542,1,2,0,59,0,1.0,59350,00116002
1418,93.52289,4,2,4,59,0,2.1,59350,00116003
1419,85.43759,2,1,0,59,0,1.5,59350,00116003
1420,116.2542,1,0,0,59,0,1.0,59350,00116003
1421,97.41771999999999,3,2,3,59,0,1.8,59350,00116003
1422,85.43759,2,2,3,59,0,1.5,59350,00116003
1423,97.41771999999999,3,1,2,59,0,2.0,59350,00116003
1424,93.52289,4,4,3,59,0,2.5,59350,00116003
1425,116.2542,1,1,0,59,0,1.0,59350,00116003
1426,93.52289,4,2,2,59,0,2.1,59350,00116004
1427,116.2542,1,1,1,59,0,1.0,59350,00116005
1428,93.52289,4,1,2,59,0,2.1,59350,00116006
1429,97.41771999999999,3,1,1,59,0,2.0,59350,00116006
1430,93.52289,5,2,0,59,0,3.0,59350,00116006
1431,93.52289,4,2,0,59,0,2.1,59350,00116006
1432,116.2542,1,0,0,59,0,1.0,59350,00116006
1433,93.52289,6,0,0,59,0,3.1,59350,00116007
1434,85.43759,2,1,0,59,0,1.5,59350,00116008
1437,85.43759,2,1,1,59,0,1.5,59350,00116008
1438,93.52289,6,5,6,59,0,3.3,59350,00116008
1439,85.43759,2,1,0,59,0,1.5,59350,00116009
1440,116.2542,1,1,0,59,0,1.0,59350,00116009
1441,85.43759,2,1,1,59,0,1.5,59350,00116009
1442,85.43759,2,2,1,59,0,1.5,59350,00116009
1443,97.41771999999999,3,1,0,59,0,1.6,59350,00116009
1444,93.52289,4,3,4,59,0,2.3,59350,00116010
1445,97.41771999999999,3,2,0,59,0,1.8,59350,00116011
1446,116.2542,1,1,0,59,0,1.0,59350,00116011
1447,97.41771999999999,3,1,4,59,0,2.0,59350,00116011
1448,85.43759,2,1,0,59,0,1.5,59350,00116011
1449,116.2542,1,1,1,59,0,1.0,59350,00116012
1450,85.43759,2,2,1,59,0,1.5,59350,00116012
1451,85.43759,2,2,2,59,0,1.5,59350,00116012
1452,116.2542,1,1,0,59,0,1.0,59350,00116013
1453,93.52289,4,2,7,59,0,2.1,59350,00116013
1454,85.43759,2,1,3,59,0,1.5,59350,00116013
1455,97.41771999999999,3,2,5,59,0,1.8,59350,00116013
1456,116.2542,1,0,0,59,0,1.0,59350,00116013
1457,93.52289,4,1,3,59,0,2.1,59350,00116013
1458,93.52289,4,2,3,59,0,2.1,59350,00116013
1459,85.43759,2,1,2,59,0,1.5,59350,00116013
1460,85.43759,2,1,0,59,0,1.5,59350,00116013
1461,85.43759,2,2,0,59,0,1.5,59350,00116013
1462,97.41771999999999,3,2,3,59,0,1.8,59350,00116013
1463,116.2542,1,1,1,59,0,1.0,59350,00116013
1464,116.2542,1,1,1,59,0,1.0,59350,00116013
1465,85.43759,2,2,2,59,0,1.5,59350,00116013
1466,116.2542,1,2,2,59,0,1.0,59350,00116013
1467,93.52289,4,2,2,59,0,2.1,59350,00116013
1468,85.43759,2,1,0,59,0,1.3,59350,00116014
1469,85.43759,2,1,0,59,0,1.5,59350,00116014
1470,116.2542,1,1,0,59,0,1.0,59350,00116014
1471,85.43759,2,3,7,59,0,1.5,59350,00116014
1473,93.52289,4,2,4,59,0,2.3,59350,00116015
1476,97.41771999999999,3,2,4,59,0,1.8,59350,00116015
1477,85.43759,2,2,2,59,0,1.5,59350,00116017
1478,85.43759,2,2,2,59,0,1.5,59350,00116017
1479,100.7985,4,2,2,59,0,2.1,59350,00117001
1481,188.8371,3,3,4,59,0,1.8,59350,00117001
1482,100.7985,4,2,4,59,0,2.1,59350,00117001
1483,124.3705,1,1,2,59,0,1.0,59350,00117001
1484,92.20429,2,2,0,59,0,1.5,59350,00117001
1485,92.20429,2,2,2,59,0,1.5,59350,00117002
1486,100.7985,4,2,3,59,0,2.1,59350,00117002
1487,100.7985,4,2,4,59,0,2.1,59350,00117002
1488,100.7985,4,2,1,59,0,2.1,59350,00117002
1489,92.20429,2,1,2,59,0,1.5,59350,00117002
1490,188.8371,3,3,1,59,0,2.0,59350,00117002
1491,92.20429,2,2,2,59,0,1.5,59350,00117002
1492,100.7985,4,2,4,59,0,2.1,59350,00117002
1493,188.8371,3,2,1,59,0,2.0,59350,00117002
1494,124.3705,1,1,1,59,0,1.0,59350,00117003
1495,92.20429,2,0,1,59,0,1.5,59350,00117004
1496,124.3705,1,1,0,59,0,1.0,59350,00117004
1497,92.20429,2,0,1,59,0,1.5,59350,00117005
1498,124.3705,1,1,4,59,0,1.0,59350,00117005
1499,124.3705,1,1,0,59,0,1.0,59350,00117005
1500,100.7985,4,2,2,59,0,2.5,59350,00117005
1501,92.20429,2,2,0,59,0,1.5,59350,00117005
1502,124.3705,1,0,1,59,0,1.0,59350,00117005
1503,124.3705,1,0,0,59,0,1.0,59350,00117005
1504,92.20429,2,1,2,59,0,1.3,59350,00117005
1505,124.3705,1,1,1,59,0,1.0,59350,00117005
1506,92.20429,2,0,0,59,0,1.5,59350,00117005
1507,124.3705,1,1,0,59,0,1.0,59350,00117005
1508,124.3705,1,0,1,59,0,1.0,59350,00117005
1509,166.3773,5,1,2,59,0,2.8,59350,00117005
1510,166.3773,5,2,5,59,0,2.4,59350,00117006
1511,188.8371,3,2,1,59,0,2.0,59350,00117007
1512,92.20429,2,1,0,59,0,1.5,59350,00117007
1513,92.20429,2,1,2,59,0,1.5,59350,00117007
1514,92.20429,2,2,4,59,0,1.5,59350,00117007
1515,100.7985,4,2,1,59,0,2.1,59350,00117008
1516,100.7985,4,0,2,59,0,2.5,59350,00117008
1517,92.20429,2,1,1,59,0,1.5,59350,00117008
1518,124.3705,1,0,1,59,0,1.0,59350,00117008
1519,124.3705,1,0,0,59,0,1.0,59350,00117008
1520,92.20429,2,1,3,59,0,1.5,59350,00117008
1521,92.20429,2,1,1,59,0,1.5,59350,00117008
1522,92.20429,2,2,2,59,0,1.5,59350,00117008
1523,166.3773,5,0,0,59,0,2.2,59350,00117011
1524,124.3705,1,1,0,59,0,1.0,59350,00117011
1525,124.3705,1,0,0,59,0,1.0,59350,00117011
1526,92.20429,2,2,2,59,0,1.5,59350,00117011
1527,124.3705,1,0,0,59,0,1.0,59350,00117013
1528,92.20429,2,0,1,59,0,1.5,59350,00117013
1529,188.8371,3,1,0,59,0,1.8,59350,00117013
1530,124.3705,1,1,0,59,0,1.0,59350,00117013
1531,188.8371,3,2,2,59,0,1.8,59350,00117014
1532,124.3705,1,1,0,59,0,1.0,59350,00117015
1533,100.7985,4,3,4,59,0,2.5,59350,00117015
1534,188.8371,3,2,2,59,0,1.8,59350,00117016
1535,124.3705,1,0,0,59,0,1.0,59350,00117016
1536,92.20429,2,2,1,59,0,1.5,59350,00117016
1537,124.3705,1,1,0,59,0,1.0,59350,00117016
1538,92.20429,2,1,3,59,0,1.5,59350,00117016
1539,166.3773,5,3,4,59,0,2.8,59350,00117017
1540,188.8371,3,1,1,59,0,2.0,59350,00117017
1541,92.20429,2,1,0,59,0,1.5,59350,00117018
1542,124.3705,1,0,0,59,0,1.0,59350,00117018
1543,92.20429,2,1,1,59,0,1.5,59350,00117018
1544,124.3705,1,1,1,59,0,1.0,59350,00117018
1545,92.20429,2,1,1,59,0,1.3,59350,00117019
1546,100.7985,4,2,0,59,0,2.1,59350,00117019
1547,92.20429,2,1,1,59,0,1.3,59350,00117019
1548,92.20429,2,2,1,59,0,1.5,59350,00117019
1549,100.7985,4,1,0,59,0,2.1,59350,00117019
1550,92.20429,2,2,0,59,0,1.5,59350,00117020
1551,92.20429,2,1,0,59,0,1.5,59350,00117020
1552,92.20429,2,1,3,59,0,1.5,59350,00117020
1553,92.20429,2,2,3,59,0,1.5,59350,00117020
1554,115.2667,1,0,0,59,0,1.0,59350,00118001
1555,115.2667,1,2,1,59,0,1.0,59350,00118002
1557,153.8336,4,1,1,59,0,2.5,59350,00118002
1558,111.7133,2,2,1,59,0,1.5,59350,00118003
1559,112.84899999999999,5,2,6,59,0,2.4,59350,00118003
1560,153.8855,3,1,0,59,0,2.0,59350,00118004
1561,115.2667,1,0,2,59,0,1.0,59350,00118004
1562,153.8336,4,2,2,59,0,2.1,59350,00118004
1563,115.2667,1,1,1,59,0,1.0,59350,00118004
1564,111.7133,2,2,2,59,0,1.5,59350,00118004
1565,111.7133,2,7,2,59,0,1.5,59350,00118004
1566,115.2667,1,1,1,59,0,1.0,59350,00118004
1567,111.7133,2,2,2,59,0,1.5,59350,00118004
1568,111.7133,2,1,1,59,0,1.3,59350,00118005
1569,112.84899999999999,5,0,0,59,0,2.6,59350,00118005
1570,115.2667,1,1,0,59,0,1.0,59350,00118005
1571,115.2667,1,0,1,59,0,1.0,59350,00118005
1572,115.2667,1,1,0,59,0,1.0,59350,00118005
1573,153.8855,3,2,2,59,0,1.8,59350,00118005
1574,153.8855,3,2,0,59,0,1.8,59350,00118005
1575,115.2667,1,1,1,59,0,1.0,59350,00118006
1576,111.7133,2,0,2,59,0,1.5,59350,00118006
1577,111.7133,2,0,0,59,0,1.5,59350,00118006
1578,115.2667,1,2,0,59,0,1.0,59350,00118006
1579,111.7133,2,2,0,59,0,1.5,59350,00118006
1580,111.7133,2,1,0,59,0,1.5,59350,00118006
1581,115.2667,1,0,0,59,0,1.0,59350,00118006
1582,115.2667,1,1,0,59,0,1.0,59350,00118006
1583,153.8855,3,1,3,59,0,1.8,59350,00118006
1585,115.2667,1,0,0,59,0,1.0,59350,00118006
1586,111.7133,2,2,2,59,0,1.5,59350,00118006
1587,115.2667,1,0,0,59,0,1.0,59350,00118006
1588,111.7133,2,1,3,59,0,1.5,59350,00118006
1589,115.2667,1,1,1,59,0,1.0,59350,00118006
1590,111.7133,2,2,0,59,0,1.5,59350,00118006
1591,112.84899999999999,5,2,5,59,0,2.4,59350,00118007
1592,115.2667,1,0,0,59,0,1.0,59350,00118008
1593,115.2667,1,1,0,59,0,1.0,59350,00118008
1594,115.2667,1,0,1,59,0,1.0,59350,00118008
1595,153.8855,3,1,2,59,0,2.0,59350,00118008
1596,153.8336,4,1,1,59,0,2.1,59350,00118008
1597,115.2667,1,1,1,59,0,1.0,59350,00118008
1598,111.7133,2,0,0,59,0,1.5,59350,00118008
1599,115.2667,1,0,0,59,0,1.0,59350,00118008
1600,115.2667,1,0,0,59,0,1.0,59350,00118008
1601,115.2667,1,1,0,59,0,1.0,59350,00118008
1602,112.84899999999999,6,0,0,59,0,3.1,59350,00118008
1603,153.8855,3,0,0,59,0,1.6,59350,00118008
1605,115.2667,1,1,0,59,0,1.0,59350,00118009
1607,111.7133,2,1,0,59,0,1.5,59350,00118009
1608,111.7133,2,1,0,59,0,1.5,59350,00118009
1609,111.7133,2,0,1,59,0,1.5,59350,00118009
1610,111.7133,2,0,1,59,0,1.5,59350,00118009
1611,115.2667,1,1,0,59,0,1.0,59350,00118009
1612,111.7133,2,0,0,59,0,1.5,59350,00118009
1613,111.7133,2,1,1,59,0,1.5,59350,00118010
1614,115.2667,1,1,0,59,0,1.0,59350,00118010
1615,153.8855,3,0,1,59,0,1.8,59350,00118011
1616,115.2667,1,1,1,59,0,1.0,59350,00118011
1617,153.8336,4,1,2,59,0,2.1,59350,00118011
1618,111.7133,2,0,0,59,0,1.5,59350,00118011
1619,115.2667,1,0,0,59,0,1.0,59350,00118011
1620,112.84899999999999,5,1,3,59,0,2.4,59350,00118011
1621,111.7133,2,1,2,59,0,1.5,59350,00118012
