TP1;TP2;ECH;PER;NDEP;T1;T2;T3;T4;T5;T6;T7;T8;T8B;T8C;T9;T10;T11;TOIS;TDIS;TDIP;TDMO;TDMD;TFIN
4;1030;0040;01;02;1;05;33;1015;1045;10;;;;;;;;2431;3646;3646;333;667;0
4;1030;0040;03;01;1;10;33;1045;1025;05;;;;;;;;2251;3377;3377;667;333;0
4;1030;0040;03;02;1;05;33;1025;1045;10;;;;;;;;2251;3377;3377;333;667;0
4;1030;0047;01;01;1;03;21;1030;1468;04;1;1;0;0;3;2;00;11827;15762;15762;200;267;0
4;1030;0047;01;02;1;04;21;1468;1190;00;1;1;0;0;3;2;00;5754;6723;6723;267;0;0
4;1030;0047;01;03;1;00;21;1190;1050;05;1;1;0;0;2;3;01;5536;9184;9184;0;333;0
4;1030;0047;01;04;1;05;21;1050;1030;00;1;1;0;0;2;3;00;533;699;699;333;0;0
4;1030;0047;01;05;1;00;21;1030;1030;00;1;1;0;0;2;2;00;564;1340;1340;0;0;0
4;1030;0047;01;06;1;00;21;1030;1030;03;1;1;0;0;3;2;00;481;828;828;0;200;0
4;1030;0133;01;03;1;05;33;1015;1035;15;;;;;;;;1747;2621;2621;333;1000;0
4;1030;0004;01;01;1;10;33;1025;1015;20;;;;;;;;910;1366;1366;667;1333;0
4;1030;0004;01;02;1;15;31;1015;1050;05;;;;;;;;1630;2445;2445;1000;333;0
4;1030;0024;02;03;1;05;21;1030;1030;02;1;1;0;0;2;3;00;311;1079;1079;333;133;0
4;1030;0024;02;05;1;02;21;1030;1030;05;1;1;0;0;1;2;00;311;721;721;133;333;0
4;1030;0032;01;01;1;07;33;1095;1045;00;;;;;;;;855;1283;1283;467;0;0
4;1030;0032;01;01;2;00;33;1045;1105;05;;;;;;;;1128;1692;1692;0;333;0
4;1030;0032;01;02;1;05;33;1105;1045;00;;;;;;;;1128;1692;1692;333;0;0
4;1030;0032;01;02;2;00;33;1045;1095;07;;;;;;;;855;1283;1283;0;467;0
4;1030;0032;01;03;1;00;21;1090;1030;00;1;1;0;0;0;;00;684;1253;1253;0;0;0
4;1030;0032;01;04;1;00;21;1030;1031;00;1;1;0;0;3;2;00;955;1231;1231;0;0;0
4;1030;0032;01;05;1;00;21;1031;1030;00;1;1;0;0;2;2;00;428;1145;1145;0;0;0
4;1030;0032;01;06;1;00;21;1030;1120;02;1;1;0;0;2;2;02;4144;5266;5266;0;133;0
4;1030;0032;01;07;1;02;21;1120;1030;00;1;1;0;0;2;2;00;4144;9420;9420;133;0;0
4;1030;0055;01;02;1;00;22;1090;1550;00;;;;;;;;9472;16332;16332;0;0;0
4;1030;0055;01;03;1;00;22;1550;1093;00;;;;;;;;10044;16564;16564;0;0;0
4;1030;0058;01;05;1;00;21;1030;1281;00;1;1;0;0;3;2;00;5745;9362;9362;0;0;0
4;1030;0058;01;06;1;00;21;1281;9590;00;1;1;0;0;2;2;00;4739;7291;5810;0;0;0
4;1030;0058;01;07;1;00;21;9590;1030;00;1;1;0;0;1;3;00;10301;15092;13611;0;0;0
4;1030;0058;02;01;1;02;10;1030;1010;01;0;1;0;0;1;2;00;1491;1763;1763;133;67;0
4;1030;0058;02;03;1;07;22;1060;1030;00;;;;;;;;985;1293;1293;467;0;0
4;1030;0063;01;01;1;15;33;1035;1015;00;;;;;;;;1246;1869;1869;1000;0;0
4;1030;0097;01;01;1;00;21;1030;1102;00;1;1;0;0;1;2;00;2462;3187;3187;0;0;0
4;1030;0097;01;02;1;00;21;1102;1030;00;1;1;0;0;1;2;00;2462;4065;4065;0;0;0
4;1030;0097;01;03;1;00;21;1030;1118;00;1;1;0;0;3;2;02;1408;1955;1955;0;0;0
4;1030;0097;01;04;1;00;21;1118;1030;00;1;1;0;0;1;2;00;1408;2077;2077;0;0;0
4;1030;0148;01;01;1;01;21;1030;1141;10;1;1;0;0;3;2;00;5499;11161;11161;67;667;0
4;1030;0148;01;03;1;00;21;1141;1030;01;1;1;0;0;1;2;00;5499;11449;11449;0;67;0
4;1030;0086;01;01;1;00;22;9594;9594;00;;;;;;;;644;1160;0;0;0;0
4;1030;0086;01;01;2;00;51;9594;1015;00;;;;;;;;31064;46596;14814;0;0;0
4;1030;0086;01;01;3;00;33;1015;1025;05;;;;;;;;910;1366;1366;0;333;0
4;1030;0086;01;07;1;05;33;1025;1105;01;;;;;;;;3054;4581;4581;333;67;0
4;1030;0086;01;08;1;01;33;1105;1025;05;;;;;;;;3054;4581;4581;67;333;0
4;1030;0086;02;01;1;00;21;9621;9621;00;8;2;1;0;0;;00;663;1193;0;0;0;0
4;1030;0086;02;02;1;00;21;9621;9621;00;8;1;0;0;1;2;00;663;1193;0;0;0;0
4;1030;0086;02;03;1;00;21;9621;9620;00;8;1;0;0;2;2;00;25571;49618;0;0;0;0
4;1030;0086;02;04;1;00;21;9620;9620;00;8;1;0;0;2;3;05;3883;4637;0;0;0;0
4;1030;0086;02;05;1;00;21;9620;9620;00;8;1;0;0;3;2;00;955;1719;0;0;0;0
4;1030;0086;02;06;1;00;21;9620;9621;00;8;1;0;0;2;2;00;21768;32188;0;0;0;0
4;1030;0086;02;07;1;00;21;9621;9621;00;8;2;1;0;0;;00;663;1193;0;0;0;0
4;1030;0086;02;08;1;00;22;9621;9620;00;;;;;;;;19116;20072;0;0;0;0
4;1030;0086;02;08;2;00;22;9620;1020;05;;;;;;;;45258;56514;16021;0;333;0
4;1030;0093;01;01;1;02;21;1030;1060;05;1;1;0;0;2;3;05;2068;2834;2834;133;333;0
4;1030;0093;01;02;1;05;21;1060;1030;02;1;1;0;0;2;2;03;2068;4249;4249;333;133;0
4;1030;0142;01;01;1;05;33;1035;1045;00;;;;;;;;902;1353;1353;333;0;0
4;1030;0142;01;01;2;00;33;1045;1095;05;;;;;;;;1548;2322;2322;0;333;0
4;1030;0142;01;02;1;05;33;1095;1045;00;;;;;;;;1548;2322;2322;333;0;0
4;1030;0142;01;02;2;00;33;1045;1035;05;;;;;;;;902;1353;1353;0;333;0
4;1030;0010;01;05;1;05;21;1030;1020;01;1;2;1;0;2;1;00;925;1333;1333;333;67;0
4;1030;0010;01;06;1;01;21;1020;3024;00;1;4;3;0;3;2;01;16250;23735;20686;67;0;0
4;1030;0010;01;07;1;01;21;3024;1030;00;1;4;3;0;0;;00;17026;24734;21685;67;0;0
4;1030;0010;01;08;1;00;21;1030;1020;00;1;3;2;0;0;;00;833;1490;1490;0;0;0
4;1030;0010;01;09;1;00;21;1020;1170;00;1;2;1;0;2;2;01;3648;5153;5153;0;0;0
4;1030;0010;01;10;1;00;21;1170;1030;05;1;1;0;0;1;2;00;3270;4432;4432;0;333;0
4;1030;0115;01;01;1;05;33;1075;1015;00;;;;;;;;1401;2101;2101;333;0;0
4;1030;0115;01;01;2;00;33;1015;1025;05;;;;;;;;910;1366;1366;0;333;0
4;1030;0115;01;09;1;05;33;1025;1015;00;;;;;;;;910;1366;1366;333;0;0
4;1030;0115;01;09;2;00;33;1015;1075;05;;;;;;;;1401;2101;2101;0;333;0
4;1030;0003;01;01;1;10;22;9750;1030;00;;;;;;;;205492;227069;15001;667;0;0
4;1030;0003;02;01;1;00;22;1030;1560;01;;;;;;;;8615;17688;17688;0;67;0
4;1030;0003;02;02;1;01;22;1560;1560;00;;;;;;;;354;575;575;67;0;0
4;1030;0003;02;03;1;00;22;1560;1030;00;;;;;;;;8830;17661;17661;0;0;0
4;1030;0015;01;01;1;00;21;1030;9591;01;1;1;0;0;2;2;00;36307;41367;18795;0;67;0
4;1030;0015;01;02;1;01;21;9591;9592;00;1;1;0;0;3;2;00;4190;4967;0;67;0;0
4;1030;0015;01;03;1;00;21;9592;9591;01;1;1;0;0;2;2;00;4190;4890;0;0;67;0
4;1030;0015;01;04;1;01;21;9591;1110;03;1;1;0;0;2;2;05;34239;38796;17327;67;200;0
4;1030;0015;01;07;1;03;21;1110;1030;00;1;1;0;0;1;2;00;2125;2994;2994;200;0;0
4;1030;0061;01;04;1;05;33;1025;1015;15;;;;;;;;440;659;659;333;1000;0
4;1030;0061;01;05;1;15;33;1015;1025;05;;;;;;;;440;659;659;1000;333;0
4;1030;0061;02;01;1;03;31;1025;1090;00;;;;;;;;1534;2300;2300;200;0;0
4;1030;0061;02;02;1;00;31;1090;1025;03;;;;;;;;1534;2300;2300;0;200;0
4;1030;0061;02;05;1;05;33;1025;1015;15;;;;;;;;440;659;659;333;1000;0
4;1030;0061;02;06;1;15;33;1015;1025;05;;;;;;;;440;659;659;1000;333;0
4;1030;0111;02;01;1;00;21;1030;1050;00;1;3;0;2;0;;00;1426;2022;2022;0;0;0
4;1030;0111;02;02;1;00;21;1050;1050;00;1;2;0;1;0;;00;707;1219;1219;0;0;0
4;1030;0111;02;03;1;00;21;1050;1050;02;1;1;0;0;2;2;10;95;172;172;0;133;0
4;1030;0111;02;04;1;00;21;1050;1340;00;7;1;0;0;2;2;00;18472;23397;23397;0;0;0
4;1030;0111;02;05;1;00;21;1340;1080;00;7;1;0;0;2;2;00;21096;27425;27425;0;0;0
4;1030;0111;02;06;1;00;21;1080;1030;00;7;1;0;0;1;2;00;2462;3150;3150;0;0;0
4;1030;0111;02;07;1;00;21;1030;1030;00;7;1;0;0;2;2;00;951;1593;1593;0;0;0
4;1030;0111;02;09;1;05;21;1030;1050;00;7;1;0;0;1;2;00;1724;2363;2363;333;0;0
4;1030;0111;02;10;1;02;21;1050;1050;00;1;1;0;0;2;2;00;95;172;172;133;0;0
4;1030;0111;02;11;1;00;21;1050;1050;00;1;2;0;1;0;;00;707;1109;1109;0;0;0
4;1030;0111;02;12;1;00;21;1050;1030;00;1;3;0;2;1;2;00;1426;2122;2122;0;0;0
4;1030;0111;03;01;1;00;22;1030;1050;00;;;;;;;;1426;2022;2022;0;0;0
4;1030;0111;03;02;1;00;22;1050;1030;00;;;;;;;;1426;2122;2122;0;0;0
4;1030;0111;04;01;1;00;22;1030;1050;00;;;;;;;;1426;2022;2022;0;0;0
4;1030;0111;04;02;1;00;22;1050;1050;00;;;;;;;;707;1219;1219;0;0;0
4;1030;0111;04;03;1;00;22;1050;1050;00;;;;;;;;707;1109;1109;0;0;0
4;1030;0111;04;04;1;00;22;1050;1030;00;;;;;;;;1426;2122;2122;0;0;0
4;1030;0041;01;01;1;05;33;1035;1015;00;;;;;;;;1747;2621;2621;333;0;0
4;1030;0041;01;01;2;00;33;1015;1515;10;;;;;;;;8951;13426;13426;0;667;0
4;1030;0041;01;02;1;10;33;1515;1015;00;;;;;;;;8402;12602;12602;667;0;0
4;1030;0041;01;02;2;00;33;1015;1025;08;;;;;;;;910;1366;1366;0;533;0
4;1030;0041;02;01;1;05;33;1035;1125;10;;;;;;;;4519;6778;6778;333;667;0
4;1030;0041;02;02;1;10;33;1125;1035;00;;;;;;;;4519;6778;6778;667;0;0
4;1030;0064;01;01;1;03;33;1035;1115;07;;;;;;;;1731;2597;2597;200;467;0
4;1030;0064;01;02;1;07;33;1115;1035;03;;;;;;;;1731;2597;2597;467;200;0
4;1030;0064;01;03;1;03;33;1035;1045;00;;;;;;;;902;1353;1353;200;0;0
4;1030;0064;01;03;2;00;22;1040;1350;00;;;;;;;;14069;20102;18713;0;0;0
4;1030;0064;01;04;1;00;22;1350;1040;00;;;;;;;;14069;20605;19216;0;0;0
4;1030;0064;01;04;2;00;33;1045;1035;03;;;;;;;;902;1353;1353;0;200;0
4;1030;0105;01;01;1;02;33;1035;1105;10;;;;;;;;2259;3388;3388;133;667;0
4;1030;0105;01;02;1;10;33;1105;1035;02;;;;;;;;2259;3388;3388;667;133;0
4;1030;0119;01;03;1;03;33;1035;1015;05;;;;;;;;1747;2621;2621;200;333;0
4;1030;0119;01;05;1;01;33;1015;1035;03;;;;;;;;1747;2621;2621;67;200;0
4;1030;0119;02;01;1;03;33;1035;1105;10;;;;;;;;2259;3388;3388;200;667;0
4;1030;0119;02;02;1;10;33;1105;1035;03;;;;;;;;2259;3388;3388;667;200;0
4;1030;0119;02;03;1;03;33;1035;1015;05;;;;;;;;1747;2621;2621;200;333;0
4;1030;0119;02;05;1;01;33;1015;1035;03;;;;;;;;1747;2621;2621;67;200;0
4;1030;0127;01;01;1;00;21;1030;9621;00;2;1;0;0;3;2;00;31280;37727;21793;0;0;0
4;1030;0127;01;04;1;00;21;9621;1030;00;2;1;0;0;2;2;00;31280;38671;22180;0;0;0
4;1030;0022;01;01;1;01;21;1030;9624;00;2;1;0;0;1;2;00;23895;31487;14426;67;0;0
4;1030;0022;01;02;1;00;21;9624;9624;00;2;5;4;0;3;2;00;1262;2272;0;0;0;0
4;1030;0022;01;03;1;00;21;9624;9624;00;2;5;4;0;1;2;00;1262;2272;0;0;0;0
4;1030;0022;01;04;1;00;21;9624;1030;00;2;1;0;0;2;2;00;23895;30985;14487;0;0;0
4;1030;0022;01;05;1;00;21;1030;1030;00;2;2;0;1;2;2;05;709;971;971;0;0;0
4;1030;0022;01;06;1;00;21;1030;1030;00;2;2;0;1;2;2;00;709;1550;1550;0;0;0
4;1030;0022;01;07;1;00;21;1030;1030;00;2;1;0;0;2;2;00;574;945;945;0;0;0
4;1030;0022;01;08;1;00;21;1030;1030;00;2;1;0;0;2;2;00;574;1867;1867;0;0;0
4;1030;0022;02;01;1;00;21;1030;1020;00;1;3;0;2;2;2;00;604;1005;1005;0;0;0
4;1030;0022;02;02;1;00;21;1020;1030;00;1;1;0;0;2;2;01;604;1633;1633;0;0;0
4;1030;0022;02;08;1;02;33;1015;1035;02;;;;;;;;1246;1869;1869;133;133;0
4;1030;0022;02;09;1;00;21;1030;1020;00;1;1;0;0;2;2;00;604;1005;1005;0;0;0
4;1030;0022;02;10;1;00;21;1020;1030;00;1;4;1;2;2;2;00;604;1633;1633;0;0;0
4;1030;0022;03;01;1;00;22;1030;1020;00;;;;;;;;604;1005;1005;0;0;0
4;1030;0022;03;02;1;00;22;1020;1030;00;;;;;;;;604;1633;1633;0;0;0
4;1030;0022;03;03;1;00;22;1030;1030;00;;;;;;;;709;971;971;0;0;0
4;1030;0022;03;04;1;00;22;1030;1030;00;;;;;;;;709;1550;1550;0;0;0
4;1030;0022;04;01;1;00;22;1030;1020;00;;;;;;;;604;1005;1005;0;0;0
4;1030;0022;04;02;1;00;22;1020;1030;00;;;;;;;;604;1633;1633;0;0;0
4;1030;0025;01;01;1;02;33;1035;1255;05;;;;;;;;5470;8204;8204;133;333;0
4;1030;0025;01;02;1;05;33;1255;1035;02;;;;;;;;5470;8204;8204;333;133;0
4;1030;0037;01;01;1;02;33;1035;1045;00;;;;;;;;567;850;850;133;0;0
4;1030;0037;01;01;2;00;31;1045;1360;02;;;;;;;;15914;23872;21930;0;133;0
4;1030;0037;01;02;1;02;31;1360;1145;01;;;;;;;;9572;14359;13067;133;67;0
4;1030;0037;01;02;2;01;33;1145;1015;00;;;;;;;;7057;10585;10585;67;0;0
4;1030;0037;01;03;1;00;33;1015;1035;02;;;;;;;;2011;3017;3017;0;133;0
4;1030;0044;01;01;1;02;33;1035;1255;05;;;;;;;;6590;9885;9885;133;333;0
4;1030;0044;01;02;1;05;33;1255;1035;02;;;;;;;;6590;9885;9885;333;133;0
4;1030;0071;02;01;1;00;21;1030;1050;00;1;1;0;0;3;2;00;1036;1699;1699;0;0;0
4;1030;0071;02;02;1;00;21;1050;1040;00;1;1;0;0;2;2;00;357;876;876;0;0;0
4;1030;0071;02;03;1;00;21;1040;1031;00;1;1;0;0;3;2;00;1175;1946;1946;0;0;0
4;1030;0071;02;04;1;00;21;1031;1030;00;1;1;0;0;1;2;00;296;1284;1284;0;0;0
4;1030;0083;03;01;1;05;33;1035;1045;00;;;;;;;;567;850;850;333;0;0
4;1030;0083;03;01;2;00;33;1045;1095;15;;;;;;;;1548;2322;2322;0;1000;0
4;1030;0083;03;02;1;15;33;1095;1045;00;;;;;;;;1548;2322;2322;1000;0;0
4;1030;0083;03;02;2;00;33;1045;1035;05;;;;;;;;567;850;850;0;333;0
4;1030;0083;05;01;1;10;33;1045;1045;05;;;;;;;;590;884;884;667;333;0
4;1030;0083;05;02;1;05;33;1045;1045;10;;;;;;;;590;884;884;333;667;0
4;1030;0083;06;01;1;10;33;1045;1045;05;;;;;;;;590;884;884;667;333;0
4;1030;0083;06;02;1;05;33;1045;1045;10;;;;;;;;590;884;884;333;667;0
4;1030;0104;01;01;1;01;33;1035;1025;05;;;;;;;;1122;1684;1684;67;333;0
4;1030;0104;01;06;1;05;33;1025;1035;01;;;;;;;;1122;1684;1684;333;67;0
4;1030;0104;01;07;1;00;22;1030;1290;01;;;;;;;;7407;9460;9460;0;67;0
4;1030;0104;01;08;1;01;22;1290;1030;00;;;;;;;;7407;9542;9542;67;0;0
4;1030;0104;02;01;1;01;33;1035;1015;00;;;;;;;;2011;3017;3017;67;0;0
4;1030;0104;02;01;2;00;32;1015;1195;05;;;;;;;;4208;6311;6311;0;333;0
4;1030;0104;02;04;1;05;32;1195;1015;00;;;;;;;;4208;6311;6311;333;0;0
4;1030;0104;02;04;2;00;33;1015;1035;01;;;;;;;;2011;3017;3017;0;67;0
4;1030;0104;02;05;1;00;21;1030;1290;01;1;2;1;0;2;2;01;7407;9460;9460;0;67;0
4;1030;0104;02;06;1;01;21;1290;1030;00;1;2;1;0;1;2;00;7407;9542;9542;67;0;0
4;1030;0120;01;01;1;01;21;9531;9531;01;3;1;0;0;1;2;00;1625;2925;0;67;67;0
4;1030;0120;01;02;1;01;21;9531;9531;01;3;1;0;0;1;2;00;1625;2925;0;67;67;0
4;1030;0120;01;03;1;01;21;9531;9531;01;3;1;0;0;1;2;00;1625;2925;0;67;67;0
4;1030;0120;01;04;1;01;21;9531;9531;05;3;1;0;0;2;2;02;1625;2925;0;67;333;0
4;1030;0120;01;05;1;05;21;9531;9531;02;3;1;0;0;2;2;02;1625;2925;0;333;133;0
4;1030;0120;01;06;1;02;21;9531;9531;01;3;1;0;0;1;2;00;1625;2925;0;133;67;0
4;1030;0120;02;03;1;01;21;1030;1142;02;1;1;0;0;1;2;00;6334;11544;11544;67;133;0
4;1030;0120;02;04;1;02;21;1142;1141;01;1;1;0;0;3;2;02;372;890;890;133;67;0
4;1030;0120;02;05;1;01;21;1141;1210;01;1;1;0;0;3;2;00;876;1902;1902;67;67;0
4;1030;0120;02;06;1;01;21;1210;1331;01;1;1;0;0;3;2;02;1602;2020;2020;67;67;0
4;1030;0120;02;07;1;02;21;1331;1142;02;1;1;0;0;1;2;00;2476;3703;3703;133;133;0
4;1030;0120;02;08;1;02;21;1142;1030;01;1;1;0;0;1;2;00;6334;12057;12057;133;67;0
4;1030;0139;01;01;1;03;33;1035;1105;03;;;;;;;;1541;2312;2312;200;200;0
4;1030;0139;01;02;1;03;33;1105;1035;01;;;;;;;;1822;2732;2732;200;67;0
4;1030;0139;01;04;1;00;22;1030;1190;01;;;;;;;;5073;7727;7727;0;67;0
4;1030;0139;01;05;1;01;22;1190;1030;00;;;;;;;;5073;6599;6599;67;0;0
4;1030;0139;02;01;1;03;33;1035;1105;03;;;;;;;;1939;2909;2909;200;200;0
4;1030;0139;02;02;1;03;33;1105;1035;03;;;;;;;;1939;2909;2909;200;200;0
4;1030;0144;01;01;1;00;11;1030;1010;00;0;1;0;0;2;2;00;1318;1858;1858;0;0;0
4;1030;0144;01;02;1;00;11;1010;1030;00;0;1;0;0;1;2;00;1318;1858;1858;0;0;0
4;1030;0144;01;03;1;00;21;1030;1015;00;1;1;0;0;0;;00;1881;2484;2484;0;0;0
4;1030;0144;01;04;1;00;21;1015;1251;00;1;1;0;0;3;2;00;4492;8250;8250;0;0;0
4;1030;0144;01;05;1;00;21;1251;1260;00;1;1;0;0;2;2;00;5746;9027;9027;0;0;0
4;1030;0144;01;06;1;00;21;1260;1030;00;1;1;0;0;2;2;00;11118;13203;13203;0;0;0
4;1030;0144;02;01;1;03;33;1035;1015;00;;;;;;;;1747;2621;2621;200;0;0
4;1030;0144;02;01;2;00;33;1015;1475;00;;;;;;;;9746;14619;14619;0;0;0
4;1030;0144;02;01;3;00;31;1475;1490;00;;;;;;;;2152;3227;3227;0;0;0
4;1030;0144;02;02;1;00;22;1493;1030;00;;;;;;;;12527;18584;18584;0;0;0
4;1030;0108;01;01;1;01;21;1030;1138;01;1;1;0;0;2;2;00;2543;3349;3349;67;67;0
4;1030;0108;01;02;1;01;21;1138;1030;01;1;4;3;0;1;2;00;2543;3455;3455;67;67;0
4;1030;0108;01;03;1;01;21;1030;1064;01;1;1;0;0;3;3;00;2102;2552;2552;67;67;0
4;1030;0108;01;04;1;01;21;1064;1030;01;1;1;0;0;1;2;00;2102;2635;2635;67;67;0
4;1030;0002;01;02;1;00;11;1030;1040;00;0;2;0;1;2;2;00;535;1113;1113;0;0;0
4;1030;0002;01;03;1;00;11;1040;1170;00;0;1;0;0;2;2;00;6476;8232;8232;0;0;0
4;1030;0002;01;04;1;00;11;1170;1030;00;0;1;0;0;2;2;00;6089;7707;7707;0;0;0
4;1030;0002;01;05;1;00;11;1030;1030;00;0;1;0;0;1;2;00;682;1084;1084;0;0;0
4;1030;0002;02;01;1;00;11;1030;1010;00;0;1;0;0;1;2;00;1734;2472;2472;0;0;0
4;1030;0002;02;04;1;00;11;1010;1040;00;0;1;0;0;2;2;00;1600;2150;2150;0;0;0
4;1030;0002;02;05;1;00;11;1040;1030;00;0;2;0;1;2;2;00;535;1113;1113;0;0;0
4;1030;0002;04;02;1;00;12;1030;1040;00;;;;;;;;535;1113;1113;0;0;0
4;1030;0002;04;03;1;00;12;1040;1030;00;;;;;;;;535;1113;1113;0;0;0
4;1030;0006;01;03;1;05;33;1045;1475;05;;;;;;;;12003;18004;18004;333;333;0
4;1030;0006;01;04;1;05;33;1475;1045;05;;;;;;;;12003;18004;18004;333;333;0
4;1030;0016;01;01;1;00;22;1030;1140;00;;;;;;;;5684;10882;10882;0;0;0
4;1030;0016;01;02;1;05;33;1145;1045;05;;;;;;;;5507;8261;8261;333;333;0
4;1030;0016;02;04;1;05;33;1035;1045;00;;;;;;;;567;850;850;333;0;0
4;1030;0016;02;04;2;00;33;1045;1135;10;;;;;;;;3868;5802;5802;0;667;0
4;1030;0016;02;05;1;10;33;1135;1045;05;;;;;;;;3868;5802;5802;667;333;0
4;1030;0056;01;01;1;05;33;1035;1085;05;;;;;;;;3361;5041;5041;333;333;0
4;1030;0056;01;02;1;05;33;1085;1035;03;;;;;;;;3361;5041;5041;333;200;0
4;1030;0056;01;04;1;05;33;1035;1085;05;;;;;;;;3361;5041;5041;333;333;0
4;1030;0056;01;05;1;05;33;1085;1035;05;;;;;;;;3361;5041;5041;333;333;0
4;1030;0056;02;01;1;05;33;1035;1085;05;;;;;;;;3361;5041;5041;333;333;0
4;1030;0056;02;02;1;05;33;1085;1035;05;;;;;;;;3361;5041;5041;333;333;0
4;1030;0068;01;01;1;00;21;1030;1040;00;1;1;0;0;2;2;03;1512;2480;2480;0;0;0
4;1030;0068;01;02;1;00;21;1040;1030;00;1;1;0;0;2;2;00;1512;2252;2252;0;0;0
4;1030;0068;01;03;1;00;21;1030;1040;00;1;1;0;0;2;2;00;1512;2459;2459;0;0;0
4;1030;0068;01;04;1;00;21;1040;1030;00;1;1;0;0;2;2;00;1512;2252;2252;0;0;0
4;1030;0101;01;01;1;05;21;1030;1480;00;1;1;0;0;1;2;00;12749;42116;20533;333;0;0
4;1030;0101;01;02;1;00;21;1480;1030;05;1;1;0;0;2;2;10;12749;19780;19780;0;333;0
4;1030;0125;01;01;1;00;22;1030;1060;02;;;;;;;;2007;3034;3034;0;133;0
4;1030;0125;01;02;1;02;22;1060;1030;00;;;;;;;;2007;2653;2653;133;0;0
4;1030;0431;01;01;1;00;22;1030;1102;00;;;;;;;;1818;3247;3247;0;0;0
4;1030;0431;01;02;1;00;22;1102;1091;00;;;;;;;;2687;4167;4167;0;0;0
4;1030;0431;01;03;1;00;22;1091;1090;02;;;;;;;;308;648;648;0;133;0
4;1030;0431;01;04;1;02;22;1090;1030;00;;;;;;;;671;1228;1228;133;0;0
4;1030;0431;02;01;1;00;21;1030;1102;00;1;2;1;0;3;2;00;1818;3247;3247;0;0;0
4;1030;0431;02;02;1;00;21;1102;1091;00;1;2;1;0;3;2;00;2687;4167;4167;0;0;0
4;1030;0431;02;03;1;00;21;1091;1090;02;1;2;1;0;2;3;05;308;648;648;0;133;0
4;1030;0431;02;04;1;02;21;1090;1030;00;1;2;1;0;1;2;00;671;1228;1228;133;0;0
4;1030;0048;01;01;1;00;21;1030;1251;00;1;1;0;0;3;2;00;5431;7676;7676;0;0;0
4;1030;0048;01;02;1;00;21;1251;1030;00;1;1;0;0;1;2;00;5431;8593;8593;0;0;0
4;1030;0048;01;03;1;00;21;1030;1253;00;1;1;0;0;3;2;00;6252;9394;9394;0;0;0
4;1030;0048;01;04;1;00;21;1253;1030;00;1;1;0;0;1;2;00;6252;8216;8216;0;0;0
4;1030;0124;01;01;1;01;33;1045;1255;02;;;;;;;;6565;9848;9848;67;133;0
4;1030;0124;01;02;1;02;33;1255;1045;01;;;;;;;;6565;9848;9848;133;67;0
4;1030;0124;01;03;1;01;33;1045;1015;02;;;;;;;;2086;3129;3129;67;133;0
4;1030;0145;03;01;1;02;33;1095;1095;01;;;;;;;;699;1049;1049;133;67;0
4;1030;0145;03;02;1;01;33;1095;1095;02;;;;;;;;699;1049;1049;67;133;0
4;1030;0145;04;01;1;02;33;1095;1015;00;;;;;;;;2205;3308;3308;133;0;0
4;1030;0145;04;01;2;00;51;1015;1515;00;;;;;;;;9263;13894;13894;0;0;0
4;1030;0145;04;01;3;00;33;1515;1475;08;;;;;;;;1255;1883;1883;0;533;0
4;1030;0145;04;02;1;08;33;1475;1095;02;;;;;;;;11614;17420;17420;533;133;0
4;1030;0145;05;01;1;02;33;1095;1095;05;;;;;;;;699;1049;1049;133;333;0
4;1030;0145;05;02;1;05;33;1095;1095;02;;;;;;;;699;1049;1049;333;133;0
4;1030;0029;03;01;1;00;61;1260;1030;01;;;;;;;;9461;11728;11728;0;67;0
4;1030;0031;01;01;1;02;31;1090;1015;01;;;;;;;;1959;2939;2939;133;67;0
4;1030;0031;01;01;2;01;31;1015;1160;07;;;;;;;;2848;4272;4272;67;467;0
4;1030;0031;01;02;1;07;31;1160;1015;01;;;;;;;;2848;4272;4272;467;67;0
4;1030;0031;01;02;2;01;33;1015;1095;06;;;;;;;;2205;3308;3308;67;400;0
4;1030;0053;01;01;1;02;31;1030;1015;00;;;;;;;;2435;3652;3652;133;0;0
4;1030;0053;01;01;2;00;51;1015;9990;07;;;;;;;;229849;344774;22507;0;467;0
4;1030;0053;02;03;1;00;22;1030;1560;00;;;;;;;;8791;16087;16087;0;0;0
4;1030;0053;02;04;1;00;22;1560;1270;00;;;;;;;;8250;17355;17355;0;0;0
4;1030;0053;02;05;1;00;22;1270;1030;00;;;;;;;;1975;2580;2580;0;0;0
4;1030;0060;01;01;1;00;11;1030;1040;00;0;1;0;0;2;2;00;833;1111;1111;0;0;0
4;1030;0060;01;02;1;00;11;1040;1030;00;0;1;0;0;1;2;00;833;1111;1111;0;0;0
4;1030;0060;01;03;1;00;11;1030;1090;00;0;1;0;0;2;2;00;1032;1250;1250;0;0;0
4;1030;0060;02;01;1;02;33;1095;1015;01;;;;;;;;2205;3308;3308;133;67;0
4;1030;0060;02;01;2;01;31;1015;1190;05;;;;;;;;4098;6147;6147;67;333;0
4;1030;0060;02;02;1;05;31;1190;1180;10;;;;;;;;1972;2958;2958;333;667;0
4;1030;0060;02;03;1;10;31;1180;1015;01;;;;;;;;2247;3371;3371;667;67;0
4;1030;0060;02;03;2;01;33;1015;1095;02;;;;;;;;2205;3308;3308;67;133;0
4;1030;0531;01;01;1;05;33;1045;1045;10;;;;;;;;1118;1676;1676;333;667;0
