TP1;TP2;ECH;PER;NDEP;T1;T2;T3;T4;T5;T6;T7;T8;T8B;T8C;T9;T10;T11;TOIS;TDIS;TDIP;TDMO;TDMD;TFIN
4;1370;0103;04;01;1;00;22;1370;1463;00;;;;;;;;11548;14999;14999;0;0;0
4;1370;0103;04;02;1;00;22;1463;1370;00;;;;;;;;11548;15152;15152;0;0;0
4;1370;0103;05;01;1;00;22;1370;1463;00;;;;;;;;11548;14999;14999;0;0;0
4;1370;0103;05;02;1;00;22;1463;1390;00;;;;;;;;7232;12350;12350;0;0;0
4;1370;0103;05;03;1;00;22;1390;1463;00;;;;;;;;7232;13447;13447;0;0;0
4;1370;0103;05;04;1;00;22;1463;1370;00;;;;;;;;11548;15152;15152;0;0;0
4;1370;0001;01;01;1;00;21;1370;1120;00;2;1;0;0;3;2;00;16345;37797;37797;0;0;0
4;1370;0001;01;02;1;00;21;1120;1370;01;2;1;0;0;2;2;00;16357;34407;34407;0;67;0
4;1370;0001;01;03;1;01;21;1370;1370;00;2;2;0;1;1;2;00;1156;2619;2619;67;0;0
4;1370;0001;02;01;1;00;21;1370;1370;02;1;2;0;1;2;2;00;1156;2815;2815;0;133;0
4;1370;0001;02;02;1;02;21;1370;1390;00;1;1;0;0;3;2;00;8439;10731;10731;133;0;0
4;1370;0001;02;03;1;00;21;1390;1370;00;1;1;0;0;1;2;00;9571;12310;12310;0;0;0
4;1370;0009;01;01;1;00;11;1370;1370;00;0;1;0;0;2;2;00;976;1860;1860;0;0;0
4;1370;0009;01;02;1;00;11;1370;1370;00;0;1;0;0;2;2;00;220;396;396;0;0;0
4;1370;0009;01;03;1;00;11;1370;1370;00;0;1;0;0;1;2;00;976;1860;1860;0;0;0
4;1370;0009;01;04;1;00;11;1370;1370;00;0;1;0;0;2;2;00;1387;3231;3231;0;0;0
4;1370;0009;01;05;1;00;11;1370;1370;00;0;1;0;0;1;2;00;1387;3231;3231;0;0;0
4;1370;0046;01;01;1;00;21;1370;1110;05;2;1;0;0;2;2;02;13256;21587;21587;0;333;0
4;1370;0046;01;04;1;05;21;1110;1070;05;2;1;0;0;2;3;07;5221;8600;8600;333;333;0
4;1370;0046;01;05;1;05;21;1070;1370;00;2;1;0;0;2;2;00;13292;17981;17981;333;0;0
4;1370;0046;02;01;1;00;21;1370;1400;02;1;1;0;0;2;2;00;7818;11344;11344;0;133;0
4;1370;0046;02;02;1;02;21;1400;1370;00;1;1;0;0;1;2;00;7818;11395;11395;133;0;0
4;1370;0048;01;01;1;00;21;1370;1020;00;2;1;0;0;2;2;00;14683;18059;18059;0;0;0
4;1370;0048;01;02;1;00;21;1020;1370;00;2;1;0;0;1;2;00;14683;18848;18848;0;0;0
4;1370;0048;02;01;1;00;21;1370;4091;02;1;1;0;0;2;2;02;9319;15338;2263;0;133;0
4;1370;0048;02;02;1;02;21;4091;3023;02;1;1;0;0;3;2;02;8227;9888;0;133;133;0
4;1370;0048;02;03;1;02;21;3023;1370;00;1;1;0;0;1;2;00;14923;20677;14305;133;0;0
4;1370;0018;01;01;1;00;21;1370;1370;00;1;1;0;0;3;2;00;2557;5154;5154;0;0;0
4;1370;0018;01;02;1;00;21;1370;1370;00;1;1;0;0;1;2;00;2557;5248;5248;0;0;0
4;1370;0018;02;01;1;00;21;1370;1370;02;1;1;0;0;2;2;00;2642;3596;3596;0;133;0
4;1370;0018;02;02;1;02;21;1370;1370;00;1;1;0;0;1;2;00;2642;3614;3614;133;0;0
4;1370;0018;03;01;1;05;31;1370;1370;02;;;;;;;;2642;3963;3963;333;133;0
4;1370;0018;03;01;2;02;31;1370;1350;10;;;;;;;;11577;17366;17366;133;667;0
4;1370;0018;03;02;1;10;31;1350;1370;02;;;;;;;;11577;17366;17366;667;133;0
4;1370;0018;03;02;2;02;31;1370;1370;05;;;;;;;;2642;3963;3963;133;333;0
4;1370;0047;01;01;1;00;21;1370;1380;02;2;1;0;0;2;2;05;5095;8764;8764;0;133;0
4;1370;0047;01;02;1;02;21;1380;1370;00;2;1;0;0;1;2;00;5095;8880;8880;133;0;0
4;1370;0047;01;03;1;00;21;1370;1380;02;2;1;0;0;2;2;00;5095;8764;8764;0;133;0
4;1370;0047;01;04;1;02;21;1380;1370;00;2;1;0;0;1;2;00;5095;8880;8880;133;0;0
4;1370;0047;02;01;1;00;21;1370;1220;02;1;1;0;0;2;2;05;12277;19879;19879;0;133;0
4;1370;0047;02;02;1;02;21;1220;1370;00;1;1;0;0;1;2;00;12277;19449;19449;133;0;0
4;1370;0047;02;03;1;00;21;1370;1220;03;1;1;0;0;2;2;03;12277;19879;19879;0;200;0
4;1370;0047;02;04;1;03;21;1220;1370;00;1;1;0;0;1;2;00;12277;19449;19449;200;0;0
4;1370;0069;01;01;1;00;21;1370;3010;00;1;3;1;1;3;2;00;5349;6973;3999;0;0;0
4;1370;0069;01;02;1;00;21;3010;1370;00;1;4;1;2;1;2;00;2708;3471;497;0;0;0
4;1370;0069;01;03;1;00;21;1370;1370;00;1;4;1;2;1;2;00;2642;3614;3614;0;0;0
4;1370;0069;02;01;1;00;22;1370;3010;00;;;;;;;;5349;13715;7150;0;0;0
4;1370;0069;02;02;1;00;22;3010;1370;00;;;;;;;;5349;13633;7068;0;0;0
4;1370;0069;02;03;1;00;22;1370;3010;00;;;;;;;;5349;6973;3999;0;0;0
4;1370;0069;02;04;1;00;22;3010;1370;00;;;;;;;;2708;3471;497;0;0;0
4;1370;0069;02;05;1;00;22;1370;1370;00;;;;;;;;2642;3614;3614;0;0;0
4;1370;0069;03;01;1;00;22;1370;3013;00;;;;;;;;3723;5347;3999;0;0;0
4;1370;0069;03;02;1;00;22;3013;1370;00;;;;;;;;1304;1844;497;0;0;0
4;1370;0069;03;03;1;00;22;1370;1370;00;;;;;;;;2642;3614;3614;0;0;0
4;1370;0004;01;01;1;00;21;1370;1530;00;2;1;0;0;2;2;00;15535;27000;19875;0;0;0
4;1370;0004;01;02;1;00;21;1530;1530;00;2;1;0;0;2;2;00;395;1039;1039;0;0;0
4;1370;0004;01;03;1;00;21;1530;1530;00;2;1;0;0;2;2;01;1260;2108;2108;0;0;0
4;1370;0004;01;04;1;00;21;1530;1530;00;2;1;0;0;2;2;00;911;1876;1876;0;0;0
4;1370;0004;01;05;1;00;21;1530;1380;00;2;1;0;0;2;2;01;11065;22273;11592;0;0;0
4;1370;0004;01;06;1;00;21;1380;1370;00;2;2;0;1;1;2;00;5644;6379;6379;0;0;0
4;1370;0004;02;01;1;00;21;1370;1380;00;1;2;0;1;0;;00;5644;6344;6344;0;0;0
4;1370;0004;02;02;1;00;21;1380;1380;00;1;1;0;0;3;2;00;3780;6136;6136;0;0;0
4;1370;0004;02;05;1;00;21;1380;1380;00;1;1;0;0;0;;00;3780;5966;5966;0;0;0
4;1370;0004;02;06;1;00;21;1380;1370;00;1;3;0;2;1;2;00;5644;6379;6379;0;0;0
4;1370;0004;02;07;1;00;21;1370;1211;00;1;2;0;1;3;2;00;4031;5296;5296;0;0;0
4;1370;0004;02;08;1;00;21;1211;1370;00;1;2;0;1;1;2;00;4031;5322;5322;0;0;0
4;1370;0004;03;01;1;00;22;1370;1380;00;;;;;;;;5644;6344;6344;0;0;0
4;1370;0004;03;02;1;00;42;1380;3014;00;;;;;;;;6447;9671;8769;0;0;0
4;1370;0004;03;03;1;00;42;3014;1380;00;;;;;;;;6447;9671;8967;0;0;0
4;1370;0004;03;04;1;00;22;1380;1370;00;;;;;;;;5644;6379;6379;0;0;0
4;1370;0004;04;01;1;00;22;1370;1380;00;;;;;;;;5644;6344;6344;0;0;0
4;1370;0004;04;02;1;06;22;1380;1370;00;;;;;;;;5644;6379;6379;400;0;0
4;1370;0004;05;01;1;00;22;1370;1380;00;;;;;;;;5644;6344;6344;0;0;0
4;1370;0004;05;04;1;16;22;1380;1370;00;;;;;;;;5644;6379;6379;1067;0;0
4;1370;0004;05;05;1;00;22;1370;1211;00;;;;;;;;4031;5296;5296;0;0;0
4;1370;0004;05;06;1;00;22;1211;1370;00;;;;;;;;4031;5322;5322;0;0;0
4;1370;0010;01;01;1;00;21;1370;9623;01;2;1;0;0;3;2;00;14270;18320;12878;0;67;0
4;1370;0010;01;02;1;01;21;9623;1370;00;2;1;0;0;1;2;00;14270;18568;13212;67;0;0
4;1370;0010;02;01;1;00;21;1370;1072;00;1;1;0;0;3;2;00;9370;12236;12236;0;0;0
4;1370;0010;02;02;1;00;21;1072;1370;00;1;1;0;0;1;2;00;9370;14229;14229;0;0;0
4;1370;0012;01;01;1;00;21;1370;1080;00;1;1;0;0;2;2;00;12054;25264;25264;0;0;0
4;1370;0012;01;02;1;00;21;1080;1070;00;1;3;2;0;0;;00;2779;3661;3661;0;0;0
4;1370;0012;01;03;1;00;21;1070;1102;02;1;2;1;0;3;3;02;5532;8581;8581;0;133;0
4;1370;0012;01;04;1;02;21;1102;1080;00;1;2;1;0;2;2;00;4029;5727;5727;133;0;0
4;1370;0012;01;05;1;00;21;1080;1210;00;1;1;0;0;0;;00;8091;12664;12664;0;0;0
4;1370;0012;01;06;1;00;21;1210;1150;00;1;1;0;0;2;1;00;4540;7304;7304;0;0;0
4;1370;0012;01;07;1;00;21;1150;1370;00;1;1;0;0;2;2;00;7158;12348;12348;0;0;0
4;1370;0012;01;08;1;00;21;1370;1370;00;1;1;0;0;0;;00;817;1470;1470;0;0;0
4;1370;0012;01;09;1;00;21;1370;1370;00;1;2;0;1;2;2;00;817;1470;1470;0;0;0
4;1370;0012;01;10;1;00;21;1370;1180;00;1;1;0;0;2;2;00;8215;10409;10409;0;0;0
4;1370;0012;01;11;1;00;21;1180;1370;00;1;1;0;0;1;2;00;8215;11252;11252;0;0;0
4;1370;0012;03;01;1;07;31;1370;1170;30;;;;;;;;5787;8680;8680;467;2000;0
4;1370;0012;03;04;1;10;31;1190;1170;12;;;;;;;;1742;2614;2614;667;800;0
4;1370;0012;03;05;1;30;31;1170;1370;00;;;;;;;;5787;8680;8680;2000;0;0
4;1370;0012;03;05;2;00;22;1370;1370;00;;;;;;;;817;1470;1470;0;0;0
4;1370;0012;04;01;1;07;31;1370;1170;03;;;;;;;;6470;9704;9704;467;200;0
4;1370;0012;04;06;1;05;31;1170;1370;07;;;;;;;;6470;9704;9704;333;467;0
4;1370;0014;01;01;1;00;21;1370;1408;01;2;1;0;0;3;2;00;10089;15283;15283;0;67;0
4;1370;0014;01;02;1;01;21;1408;1370;00;2;1;0;0;1;2;00;10089;15174;15174;67;0;0
4;1370;0014;01;03;1;00;22;1370;1401;00;;;;;;;;9548;13349;13349;0;0;0
4;1370;0014;01;04;1;00;22;1401;1370;00;;;;;;;;9548;12882;12882;0;0;0
4;1370;0014;02;01;1;00;21;1370;1408;00;1;1;0;0;3;2;00;10089;15283;15283;0;0;0
4;1370;0014;02;02;1;00;21;1408;1370;00;1;1;0;0;1;2;00;10089;15174;15174;0;0;0
4;1370;0014;02;03;1;00;21;1370;1401;00;1;2;1;0;3;2;00;9548;13349;13349;0;0;0
4;1370;0014;02;04;1;00;21;1401;1370;00;1;2;1;0;1;2;00;9548;12882;12882;0;0;0
4;1370;0030;01;03;1;00;21;1370;1370;00;2;1;0;0;2;2;00;1333;1943;1943;0;0;0
4;1370;0030;01;04;1;00;22;1370;1331;02;;;;;;;;8656;13117;13117;0;133;0
4;1370;0030;01;05;1;02;22;1331;1230;00;;;;;;;;12777;20566;20566;133;0;0
4;1370;0030;01;06;1;00;22;1230;1370;00;;;;;;;;12756;19512;19512;0;0;0
4;1370;0030;01;07;1;00;22;1370;1370;00;;;;;;;;1333;1943;1943;0;0;0
4;1370;0030;01;08;1;00;21;1370;1370;00;2;1;0;0;1;2;00;1333;2302;2302;0;0;0
4;1370;0030;01;09;1;00;21;1370;1371;01;2;1;0;0;3;2;00;430;976;976;0;67;0
4;1370;0030;01;10;1;01;21;1371;1370;00;2;1;0;0;1;2;00;430;1574;1574;67;0;0
4;1370;0030;02;01;1;00;21;1370;1268;00;1;2;1;0;0;;00;17437;32924;32924;0;0;0
4;1370;0030;02;02;1;00;21;1268;1370;00;1;1;0;0;1;2;00;17437;27235;27235;0;0;0
4;1370;0030;02;03;1;00;21;1370;1210;00;1;1;0;0;2;2;00;4031;6536;6536;0;0;0
4;1370;0030;02;04;1;00;21;1210;1171;02;1;1;0;0;3;2;00;2213;3420;3420;0;133;0
4;1370;0030;02;05;1;02;21;1171;1370;00;1;1;0;0;2;2;00;5992;10280;10280;133;0;0
4;1370;0030;02;06;1;00;21;1370;1370;00;1;1;0;0;0;;00;817;1470;1470;0;0;0
4;1370;0030;02;07;1;00;21;1370;1370;00;1;3;0;2;1;2;00;817;1470;1470;0;0;0
4;1370;0030;02;08;1;00;21;1370;1211;00;1;1;0;0;3;2;00;4031;5296;5296;0;0;0
4;1370;0030;02;09;1;00;21;1211;1268;01;1;1;0;0;0;;00;13663;23070;23070;0;67;0
4;1370;0030;02;10;1;01;21;1268;1370;00;1;2;1;0;1;2;00;17437;27235;27235;67;0;0
4;1370;0030;03;01;1;00;22;1370;1268;00;;;;;;;;17437;32924;32924;0;0;0
4;1370;0030;03;02;1;00;22;1268;1370;00;;;;;;;;17437;27235;27235;0;0;0
4;1370;0033;01;01;1;00;21;1370;1281;00;1;1;0;0;3;2;00;15601;30004;30004;0;0;0
4;1370;0033;01;02;1;00;21;1281;1371;00;1;1;0;0;3;2;00;15639;23418;23418;0;0;0
4;1370;0033;01;03;1;00;21;1371;1370;00;1;1;0;0;1;2;00;430;1574;1574;0;0;0
4;1370;0033;01;04;1;00;21;1370;1370;03;1;1;0;0;3;2;00;817;1470;1470;0;200;0
4;1370;0033;01;05;1;05;21;1370;1370;00;1;2;0;1;1;2;00;817;1470;1470;333;0;0
4;1370;0033;02;01;1;00;21;1370;1370;03;2;2;0;1;2;2;00;817;1470;1470;0;200;0
4;1370;0033;02;02;1;02;21;1370;1370;01;2;1;0;0;3;2;00;817;1470;1470;133;67;0
4;1370;0033;02;03;1;01;21;1370;1370;00;2;1;0;0;1;2;00;817;1470;1470;67;0;0
4;1370;0033;02;04;1;00;21;1370;1102;01;2;1;0;0;3;2;00;11633;22081;22081;0;67;0
4;1370;0033;02;05;1;01;21;1102;1371;00;2;1;0;0;0;;00;11589;23416;23416;67;0;0
4;1370;0033;02;06;1;00;21;1371;1370;00;2;1;0;0;1;2;00;430;1574;1574;0;0;0
4;1370;0033;03;01;1;00;22;1370;1370;03;;;;;;;;817;1470;1470;0;200;0
4;1370;0033;03;04;1;05;22;1370;1370;00;;;;;;;;817;1470;1470;333;0;0
4;1370;0035;01;01;1;00;21;1370;1318;00;1;1;0;0;3;2;00;16427;31160;31160;0;0;0
4;1370;0035;01;02;1;00;21;1318;1370;00;1;1;0;0;1;2;00;16427;28930;28930;0;0;0
4;1370;0035;02;01;1;00;21;1370;1210;00;2;1;0;0;3;2;00;3869;6404;6404;0;0;0
4;1370;0035;02;02;1;00;21;1210;1170;00;2;1;0;0;2;2;00;3874;5137;5137;0;0;0
4;1370;0035;02;03;1;00;21;1170;1210;00;2;1;0;0;3;2;00;3874;4793;4793;0;0;0
4;1370;0035;02;04;1;00;21;1210;1371;00;2;1;0;0;3;2;00;3721;5803;5803;0;0;0
4;1370;0035;02;05;1;00;21;1371;1370;00;2;1;0;0;1;2;00;430;1574;1574;0;0;0
4;1370;0035;03;01;1;00;21;1370;1360;00;3;1;0;0;2;2;00;6799;11136;11136;0;0;0
4;1370;0035;03;02;1;00;21;1360;1210;00;8;2;1;0;0;;00;9220;13208;13208;0;0;0
4;1370;0035;03;03;1;00;21;1210;1390;00;8;1;0;0;3;2;02;11685;15594;15594;0;0;0
4;1370;0035;03;04;1;00;21;1390;1390;00;8;1;0;0;0;;00;843;1265;1265;0;0;0
4;1370;0035;03;05;1;00;21;1390;1370;00;8;1;0;0;2;2;00;11751;14792;14792;0;0;0
4;1370;0035;03;06;1;00;21;1370;1390;00;8;1;0;0;3;2;02;10912;13777;13777;0;0;0
4;1370;0035;03;07;1;00;21;1390;1390;00;8;2;1;0;3;2;00;829;1321;1321;0;0;0
4;1370;0035;03;08;1;00;21;1390;1390;00;8;2;1;0;3;2;00;829;1305;1305;0;0;0
4;1370;0035;03;09;1;00;21;1390;1210;00;8;1;0;0;0;;00;11685;17659;17659;0;0;0
4;1370;0035;03;10;1;00;21;1210;1370;00;8;2;1;0;2;2;00;4221;6451;6451;0;0;0
4;1370;0035;03;11;1;00;21;1370;1210;00;8;2;1;0;1;2;00;4221;6534;6534;0;0;0
4;1370;0041;02;01;1;00;21;1370;1360;00;1;1;0;0;3;2;00;6655;9177;9177;0;0;0
4;1370;0041;02;04;1;00;21;1360;1370;00;1;1;0;0;1;2;00;6655;9535;9535;0;0;0
4;1370;0041;02;05;1;00;21;1370;1180;00;1;1;0;0;3;2;00;8288;10677;10677;0;0;0
4;1370;0041;02;06;1;00;21;1180;1370;00;1;1;0;0;1;2;00;8288;11329;11329;0;0;0
4;1370;0041;02;07;1;00;21;1370;1360;00;1;1;0;0;3;2;00;6655;9177;9177;0;0;0
4;1370;0041;02;08;1;00;21;1360;1370;00;1;1;0;0;1;2;00;6655;9535;9535;0;0;0
4;1370;0042;02;01;1;05;31;1370;1370;03;;;;;;;;4823;7235;7235;333;200;0
4;1370;0042;02;02;1;03;31;1370;1370;05;;;;;;;;4823;7235;7235;200;333;0
4;1370;0043;01;01;1;00;21;1370;1200;00;1;1;0;0;3;2;00;8340;13008;13008;0;0;0
4;1370;0043;01;02;1;00;21;1200;1560;00;1;1;0;0;3;2;00;2812;4775;4775;0;0;0
4;1370;0043;01;03;1;00;21;1560;1200;00;1;1;0;0;3;2;00;2812;4781;4781;0;0;0
4;1370;0043;01;04;1;00;21;1200;1370;00;1;1;0;0;2;2;00;8340;12637;12637;0;0;0
4;1370;0043;01;05;1;00;21;1370;1370;00;1;1;0;0;2;2;00;817;1470;1470;0;0;0
4;1370;0043;01;07;1;04;21;1370;1370;00;1;1;0;0;1;2;00;817;1470;1470;267;0;0
4;1370;0043;02;01;1;00;21;1370;9627;00;2;1;0;0;3;2;00;52900;66332;17265;0;0;0
4;1370;0043;02;02;1;00;21;9627;9627;00;2;1;0;0;2;2;02;1123;2022;0;0;0;0
4;1370;0043;02;04;1;12;21;9627;9627;00;2;1;0;0;3;2;00;1123;2022;0;800;0;0
4;1370;0043;02;05;1;00;21;9627;1370;00;2;1;0;0;1;2;00;52900;67432;8302;0;0;0
4;1370;0043;03;01;1;00;21;1370;1141;00;3;1;0;0;3;2;00;7296;11935;11935;0;0;0
4;1370;0043;03;02;1;00;21;1141;1370;00;3;1;0;0;1;2;00;7296;13451;13451;0;0;0
4;1370;0066;01;02;1;00;61;9991;9991;00;;;;;;;;0;0;0;0;0;0
4;1370;0066;01;02;2;00;92;9991;8937;00;;;;;;;;0;0;0;0;0;0
4;1370;0066;01;02;3;00;51;8937;1015;05;;;;;;;;185711;278566;20580;0;333;0
4;1370;0066;01;02;4;05;22;1010;1248;00;;;;;;;;4256;6928;6928;333;0;0
4;1370;0066;01;03;1;00;22;1248;1370;00;;;;;;;;11285;17216;17216;0;0;0
4;1370;0066;02;01;1;00;21;1370;1470;00;1;2;1;0;0;;00;12025;18041;18041;0;0;0
4;1370;0066;02;02;1;00;21;1470;1500;00;1;1;0;0;3;2;00;802;1100;1100;0;0;0
4;1370;0066;02;03;1;00;22;1500;1560;00;;;;;;;;2312;3047;3047;0;0;0
4;1370;0066;02;04;1;00;22;1560;1500;00;;;;;;;;2312;3349;3349;0;0;0
4;1370;0066;02;05;1;00;21;1500;1030;00;1;1;0;0;0;;00;10401;18410;18410;0;0;0
4;1370;0066;02;06;1;00;21;1030;1170;00;1;2;0;1;0;;00;5875;7564;7564;0;0;0
4;1370;0066;02;07;1;00;21;1170;1171;00;1;1;0;0;3;2;00;689;1099;1099;0;0;0
4;1370;0066;02;08;1;00;21;1171;1370;00;1;1;0;0;1;2;00;5545;8109;8109;0;0;0
4;1370;0066;02;09;1;00;22;1370;1170;00;;;;;;;;5842;7524;7524;0;0;0
4;1370;0066;02;10;1;00;22;1170;1010;00;;;;;;;;4184;5803;5803;0;0;0
4;1370;0066;02;11;1;00;22;1010;1248;00;;;;;;;;4256;6928;6928;0;0;0
4;1370;0066;02;12;1;00;21;1248;1370;00;1;4;2;1;1;2;00;11285;17216;17216;0;0;0
4;1370;0066;03;01;1;00;22;1370;1470;00;;;;;;;;12025;18041;18041;0;0;0
4;1370;0066;03;04;1;03;33;1475;1025;02;;;;;;;;9877;14816;14816;200;133;0
4;1370;0066;03;04;2;02;31;1025;1370;10;;;;;;;;10661;15992;15992;133;667;0
4;1370;0066;03;05;1;00;21;1370;1170;00;1;2;1;0;0;;00;5842;7524;7524;0;0;0
4;1370;0066;03;06;1;00;21;1170;1010;00;1;3;1;1;0;;00;4184;5803;5803;0;0;0
4;1370;0066;03;07;1;00;21;1010;1248;00;1;4;2;1;3;2;00;4256;6928;6928;0;0;0
4;1370;0066;03;08;1;00;22;1248;1370;00;;;;;;;;11285;17216;17216;0;0;0
4;1370;0066;04;01;1;12;31;1370;1020;08;;;;;;;;10602;15902;15902;800;533;0
4;1370;0066;04;02;1;00;22;1030;1170;00;;;;;;;;5875;7564;7564;0;0;0
4;1370;0066;04;03;1;00;22;1170;1010;00;;;;;;;;4184;5803;5803;0;0;0
4;1370;0066;04;04;1;00;22;1010;1248;00;;;;;;;;4256;6928;6928;0;0;0
4;1370;0066;04;05;1;00;22;1248;1370;00;;;;;;;;11285;17216;17216;0;0;0
4;1370;0067;01;07;1;00;21;1370;1370;01;2;1;0;0;2;2;00;817;1470;1470;0;67;0
4;1370;0067;01;10;1;01;21;1370;1370;00;2;1;0;0;2;2;00;817;1470;1470;67;0;0
4;1370;0067;01;11;1;00;21;1370;1210;00;2;1;0;0;2;2;00;5537;7683;7683;0;0;0
4;1370;0067;01;12;1;00;21;1210;1210;03;2;1;0;0;2;2;00;315;567;567;0;200;0
4;1370;0067;01;14;1;00;21;1210;1210;00;2;3;0;2;2;2;00;315;567;567;0;0;0
4;1370;0067;01;15;1;00;21;1210;1370;00;2;1;0;0;2;2;00;5537;8244;8244;0;0;0
4;1370;0067;02;01;1;00;21;1370;1370;00;1;1;0;0;3;2;00;1333;1943;1943;0;0;0
4;1370;0067;02;02;1;00;21;1370;1370;00;1;1;0;0;2;2;00;1333;2302;2302;0;0;0
4;1370;0067;02;03;1;00;21;1370;1141;00;1;1;0;0;3;2;00;7296;11935;11935;0;0;0
4;1370;0067;02;04;1;00;21;1141;1370;00;1;1;0;0;2;2;00;7296;13451;13451;0;0;0
4;1370;0078;01;01;1;00;21;1370;1141;00;1;2;1;0;3;2;00;7296;11935;11935;0;0;0
4;1370;0078;01;04;1;00;21;1141;1370;00;1;2;1;0;1;2;00;7296;13451;13451;0;0;0
4;1370;0078;02;01;1;00;22;1370;1141;02;;;;;;;;7296;11935;11935;0;133;0
4;1370;0078;02;04;1;02;22;1141;1370;00;;;;;;;;7296;13451;13451;133;0;0
4;1370;0081;01;01;1;00;21;1370;1210;00;2;1;0;0;1;2;00;5317;10266;10266;0;0;0
4;1370;0081;01;02;1;00;21;1210;1370;00;2;1;0;0;1;2;00;5317;8306;8306;0;0;0
4;1370;0081;01;03;1;00;21;1370;1210;00;1;2;1;0;2;2;01;3869;6404;6404;0;0;0
4;1370;0081;01;05;1;02;21;1210;1370;00;1;4;1;2;1;2;00;3869;6761;6761;133;0;0
4;1370;0081;02;04;1;00;22;1370;1210;00;;;;;;;;3869;6404;6404;0;0;0
4;1370;0081;02;06;1;02;22;1210;1370;00;;;;;;;;3869;6761;6761;133;0;0
4;1370;0087;01;01;1;00;61;1370;1450;00;;;;;;;;10835;14431;14431;0;0;0
4;1370;0087;01;02;1;00;61;1450;1370;00;;;;;;;;10835;17686;17686;0;0;0
4;1370;0087;02;03;1;00;21;1370;1370;01;1;1;0;0;2;2;00;817;1470;1470;0;67;0
4;1370;0087;02;04;1;01;21;1370;1218;00;1;1;0;0;3;2;00;5154;6584;6584;67;0;0
4;1370;0087;02;05;1;00;21;1218;1171;00;1;1;0;0;3;2;00;396;1137;1137;0;0;0
4;1370;0087;02;06;1;00;21;1171;1370;01;1;1;0;0;2;1;00;9802;14067;14067;0;67;0
4;1370;0087;02;07;1;01;21;1370;1370;00;1;1;0;0;1;2;00;4915;8137;8137;67;0;0
4;1370;0089;01;01;1;00;21;1370;1370;00;1;3;0;2;2;2;00;817;1470;1470;0;0;0
4;1370;0089;01;02;1;00;21;1370;1370;00;1;2;0;1;2;2;00;817;1470;1470;0;0;0
4;1370;0089;01;03;1;00;21;1370;1380;00;1;1;0;0;3;2;00;7512;10362;10362;0;0;0
4;1370;0089;01;04;1;00;21;1380;1370;00;1;1;0;0;1;2;00;7512;10397;10397;0;0;0
4;1370;0089;01;05;1;00;21;1370;1380;00;1;1;0;0;3;2;00;7512;10362;10362;0;0;0
4;1370;0089;01;06;1;00;21;1380;1370;00;1;1;0;0;2;2;00;7512;10397;10397;0;0;0
4;1370;0089;01;07;1;00;21;1370;1370;00;1;2;0;1;1;2;00;817;1470;1470;0;0;0
4;1370;0089;02;01;1;00;15;1370;9594;00;1;1;0;0;1;2;00;11964;16102;7534;0;0;0
4;1370;0089;02;02;1;00;15;9594;1370;00;1;1;0;0;1;2;00;11964;16883;8302;0;0;0
4;1370;0108;02;01;1;00;21;1370;1370;00;1;1;0;0;2;2;00;817;1470;1470;0;0;0
4;1370;0108;02;02;1;00;21;1370;1370;00;1;1;0;0;1;2;00;817;1470;1470;0;0;0
4;1370;0108;02;03;1;00;21;1370;1380;00;1;1;0;0;2;2;00;6111;6810;6810;0;0;0
4;1370;0108;02;04;1;00;21;1380;1370;00;1;1;0;0;1;2;00;6111;7035;7035;0;0;0
4;1370;0109;01;01;1;00;21;1370;1234;00;1;2;1;0;4;2;00;13293;19806;19806;0;0;0
4;1370;0109;01;02;1;00;21;1234;1370;00;1;2;1;0;2;2;00;13293;19459;19459;0;0;0
4;1370;0109;01;03;1;00;21;1370;1371;00;1;2;1;0;3;2;00;430;976;976;0;0;0
4;1370;0109;01;04;1;00;21;1371;1370;00;1;2;1;0;2;2;00;430;1574;1574;0;0;0
4;1370;0109;02;01;1;00;22;1370;1234;00;;;;;;;;13293;19806;19806;0;0;0
4;1370;0109;02;02;1;00;22;1234;1370;00;;;;;;;;13293;19459;19459;0;0;0
4;1370;0109;02;03;1;00;22;1370;1371;00;;;;;;;;430;976;976;0;0;0
4;1370;0109;02;04;1;00;22;1371;1370;00;;;;;;;;430;1574;1574;0;0;0
4;1370;0022;01;01;1;00;21;1370;1370;00;2;1;0;0;2;2;00;4618;6431;6431;0;0;0
4;1370;0022;01;02;1;00;21;1370;1370;00;2;1;0;0;2;2;00;4618;7644;7644;0;0;0
4;1370;0022;01;03;1;00;21;1370;1317;00;2;1;0;0;3;2;00;17199;29978;29978;0;0;0
4;1370;0022;01;04;1;00;21;1317;1370;00;2;1;0;0;2;2;00;17199;23081;23081;0;0;0
4;1370;0022;02;01;1;00;21;1370;1060;00;1;1;0;0;3;2;00;8755;12879;12879;0;0;0
4;1370;0022;02;04;1;00;21;1060;1370;00;1;1;0;0;2;2;00;8755;12534;12534;0;0;0
4;1370;0050;01;01;1;05;31;1370;1025;01;;;;;;;;9646;14468;14468;333;67;0
4;1370;0050;01;01;2;01;33;1025;1035;10;;;;;;;;839;1259;1259;67;667;0
4;1370;0050;01;02;1;10;33;1035;1025;01;;;;;;;;839;1259;1259;667;67;0
4;1370;0050;01;02;2;01;31;1025;1370;05;;;;;;;;9646;14468;14468;67;333;0
4;1370;0063;01;03;1;00;61;1370;1102;00;;;;;;;;10921;20171;20171;0;0;0
