OP1;OP2;ECH;PER;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O50;O51;O52;O53;O34;O35;O36;O40A;O40B;O40C;O41A;O41B;O41C;O42A;O42B;O42C;COEO;OR1;OR2A;OR2B;OR3;OR4;OR5A;OR5B;OR5C;OR5D;O43A;O43B;O43C;OFIN
5;1330;0017;01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;1;2;1;2;2;2;1;03;10;06;35;32;25;15;11;12;373.7099;3;2;0;4;;3;1;1;1;15;11;12;0
5;1330;0026;03;1;1;1;1;1;1;1;7;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;07;01;03;34;38;23;21;29;33;401.5277;1;3;;4;;3;2;2;2;33;23;29;0
5;1330;0060;01;1;1;1;1;1;1;1;3;2;2;1;3;3;3;2;1;2;8;1;2;2;2;1;2;1;13;07;15;22;27;28;15;04;11;191.2771;;2;0;4;;3;2;1;2;17;14;11;0
5;1330;0100;02;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;2;2;2;2;1;2;2;1;03;07;13;23;34;33;15;25;33;200.7638;1;2;0;1;2;3;1;2;2;28;25;15;0
5;1340;0006;01;1;1;1;1;1;1;1;6;2;1;2;2;2;1;1;1;1;8;1;2;2;1;1;1;1;03;22;01;03;02;37;04;17;02;46.27773;;3;;4;;3;1;2;2;15;17;04;0
5;1340;0007;01;1;1;1;1;2;1;2;1;2;2;1;2;2;2;1;2;1;3;3;1;1;3;1;1;1;07;10;03;31;34;03;17;11;;102.5024;;3;;4;;3;1;2;0;11;12;17;0
5;1340;0019;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;9;1;1;1;1;1;1;1;13;10;03;03;10;11;03;11;12;126.3795;3;1;2;4;;3;1;1;1;12;04;17;0
5;1340;0033;01;1;1;2;1;1;1;1;1;2;1;2;2;2;2;1;1;1;8;1;1;1;1;2;2;1;13;01;29;04;01;02;04;15;29;242.0454;1;1;0;4;;0;0;0;0;29;17;21;0
5;1340;0034;01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;9;1;1;1;1;1;1;1;03;10;13;03;10;04;03;02;25;92.85408;3;2;0;4;;3;1;1;1;03;11;17;0
5;1340;0040;04;1;1;1;1;1;1;1;6;1;1;1;1;2;1;1;1;1;7;1;1;2;2;1;1;1;13;01;24;22;24;21;02;03;25;442.3285;1;3;;4;;3;1;1;3;21;25;07;0
5;1340;0050;01;1;1;2;1;1;1;1;1;1;1;2;2;2;2;1;1;1;7;1;2;2;2;2;1;1;10;25;27;25;31;32;03;25;27;46.27773;;3;;4;;2;1;1;2;29;11;17;0
5;1340;0010;02;1;1;1;1;1;1;1;5;1;2;1;2;2;2;1;1;1;9;1;2;1;1;1;1;1;13;07;22;03;21;02;25;04;03;242.0454;1;1;2;4;;3;1;1;1;17;15;04;0
5;1340;0014;02;1;1;1;1;1;1;1;5;1;1;2;2;2;1;1;2;1;9;1;1;1;1;1;1;1;13;03;22;34;21;26;12;17;;254.0374;1;3;;4;;3;0;2;0;17;11;15;0
5;1340;0022;02;1;1;1;1;1;1;1;7;1;1;1;2;2;1;1;1;1;1;1;2;1;1;1;2;1;22;03;24;24;03;36;03;04;02;242.0454;2;3;;4;;1;1;2;1;09;15;29;0
5;1340;0025;02;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;1;9;1;1;1;2;1;2;1;03;13;11;30;27;33;04;08;15;242.0454;1;1;2;1;1;2;1;1;1;17;12;11;0
5;1340;0032;02;1;1;1;1;2;1;1;1;1;1;2;2;2;2;1;1;2;2;1;2;2;1;2;1;1;01;03;13;27;33;29;23;29;04;254.0374;1;3;;4;;2;1;1;1;17;07;10;0
5;1340;0039;01;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;2;1;9;2;1;2;1;1;1;1;01;03;10;10;03;21;11;17;12;46.27773;;3;;4;;3;1;1;1;17;11;15;0
5;1340;0041;01;1;1;1;1;1;1;1;5;1;1;2;2;2;2;2;1;1;8;1;2;1;1;1;1;1;13;10;03;23;21;33;03;02;04;102.5024;;3;;4;;3;1;1;1;11;17;15;0
5;1340;0045;02;1;1;1;1;1;1;1;7;1;2;1;1;1;1;2;1;1;9;1;2;2;1;1;2;1;13;33;24;10;27;32;25;08;04;206.9770;;3;;4;;3;1;2;2;04;15;17;0
5;1340;0055;04;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;8;1;2;1;2;1;1;1;01;03;07;03;38;21;12;15;17;179.7198;2;3;;4;;2;2;1;1;17;15;12;0
5;1340;0056;01;1;1;1;1;1;1;1;5;1;1;2;2;1;1;1;1;1;9;2;1;2;2;2;1;1;01;24;36;22;04;27;03;04;25;81.17795;;1;2;2;1;2;1;2;1;21;16;32;0
5;1340;0063;01;1;1;2;1;1;1;1;7;1;2;1;1;1;1;2;1;1;8;1;1;2;2;1;1;1;22;13;07;13;10;21;15;17;11;126.3795;;3;;4;;3;2;2;1;15;17;11;0
5;1340;0065;01;1;1;1;1;1;1;1;6;1;1;1;1;2;1;1;1;1;8;2;1;1;2;1;1;1;01;07;10;02;04;27;04;11;15;59.41484;;2;0;4;;3;3;2;1;02;04;17;0
5;1340;0070;01;1;1;1;1;1;1;2;4;1;1;1;2;2;1;1;1;1;2;1;2;2;2;1;1;1;22;24;16;31;25;22;11;03;25;92.85408;2;1;0;3;3;3;1;1;1;11;03;21;0
5;1340;0084;01;1;1;1;1;1;1;1;6;1;1;1;1;2;1;1;1;1;9;1;2;1;1;1;1;1;03;01;13;01;27;38;17;04;10;46.27773;;3;;4;;3;1;2;2;17;04;15;0
5;1340;0091;01;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;6;2;1;2;2;1;1;1;03;01;25;03;38;22;03;25;02;138.4298;1;3;;3;2;2;1;3;2;03;25;02;0
5;1340;0002;01;1;1;2;2;1;1;1;6;1;2;2;2;2;1;2;1;1;9;2;2;1;1;1;2;1;13;01;02;27;25;38;15;;;92.85408;1;3;;4;;3;2;2;2;15;;;0
5;1340;0003;02;1;1;1;1;1;1;1;2;1;2;2;2;1;1;1;2;1;9;2;1;2;1;1;2;2;21;24;;38;33;23;11;15;14;276.8597;;2;0;4;;3;1;1;2;17;15;14;0
5;1340;0004;02;1;1;1;1;1;1;1;6;1;1;1;1;2;1;1;1;1;8;1;1;2;2;1;1;1;10;03;13;03;10;13;15;03;04;126.6102;;3;;2;1;3;1;2;1;17;04;11;0
5;1340;0005;02;1;1;1;1;1;1;1;6;1;1;1;1;2;1;1;1;1;8;1;2;1;1;1;2;1;07;13;06;33;10;27;15;04;17;222.0929;;3;;4;;3;2;1;2;11;12;16;0
5;1340;0016;01;1;1;1;1;2;1;1;7;1;2;1;1;2;1;1;1;1;8;1;2;1;2;2;3;1;03;10;13;03;04;02;03;15;17;46.27773;;3;;1;2;2;3;1;1;17;15;14;0
5;1340;0018;01;1;1;1;1;1;1;1;6;1;1;2;2;2;2;2;1;1;8;1;1;2;1;1;1;2;13;11;22;13;21;37;17;15;04;144.5572;1;1;0;4;;3;1;1;2;17;11;09;0
5;1340;0023;01;1;1;2;1;1;1;1;5;1;1;2;2;2;2;2;2;1;1;2;1;1;1;2;1;1;03;07;13;13;03;16;29;27;25;162.5517;2;3;;4;;3;1;1;1;11;15;17;0
5;1340;0027;01;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;1;1;2;03;10;22;10;22;03;03;10;25;162.5517;;2;0;2;3;2;1;2;1;17;02;04;0
5;1340;0035;01;1;1;1;1;1;2;1;1;1;2;1;2;2;1;2;1;1;8;2;3;2;3;1;3;1;03;10;13;33;38;10;25;17;04;46.27773;;3;;1;1;3;2;2;1;11;17;12;0
5;1340;0051;02;1;1;1;1;1;1;2;1;1;1;2;2;1;2;1;1;1;8;1;1;1;2;1;2;1;03;13;01;21;23;;17;01;15;162.5517;;3;;4;;2;1;2;1;17;15;;0
5;1340;0054;02;1;1;1;1;1;1;1;6;1;1;2;2;2;2;1;1;1;1;1;2;1;1;2;2;1;03;13;07;33;26;27;17;33;25;126.6102;;3;;4;;2;2;2;2;17;33;27;0
5;1340;0058;01;1;1;1;1;1;1;1;7;2;1;1;2;2;2;1;2;2;3;2;2;2;1;1;1;1;11;03;10;27;33;38;04;11;17;46.27773;;3;;4;;2;2;1;2;11;17;15;0
5;1340;0061;01;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;2;06;07;;27;28;25;11;14;17;236.9004;1;1;2;1;2;2;1;2;1;11;17;15;0
5;1340;0064;01;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;2;6;2;1;2;2;1;1;1;13;10;22;38;33;27;25;15;04;222.0929;2;1;2;3;2;3;1;1;1;11;17;02;0
5;1340;0067;02;1;1;2;1;1;1;1;5;1;1;2;2;2;2;1;1;1;2;1;2;1;1;1;1;1;01;27;23;21;38;28;21;38;23;108.0692;;3;;4;;3;2;2;2;29;21;23;0
5;1340;0076;02;1;1;1;1;1;1;1;6;1;2;1;2;2;1;2;1;2;6;1;2;1;2;2;2;1;03;01;10;10;38;22;17;03;10;616.3551;;2;0;4;;3;1;2;1;13;11;;0
5;1340;0086;02;1;1;2;1;1;1;1;6;1;1;1;2;2;1;1;1;1;8;1;1;2;2;1;1;1;13;10;03;10;22;27;03;04;25;126.6102;;3;;4;;1;2;2;1;17;12;29;0
5;1340;0090;02;1;1;2;1;1;1;1;6;1;1;1;1;1;1;1;1;1;8;1;2;1;1;2;2;2;07;11;13;16;33;34;12;15;25;177.1551;1;3;;4;;3;3;2;1;29;26;17;0
5;1340;0094;02;1;1;1;1;1;1;1;4;1;2;1;1;2;1;1;1;1;9;2;1;2;2;1;1;1;13;03;07;38;13;03;04;08;17;126.6102;;2;0;1;1;3;1;2;3;02;13;17;0
5;1340;0057;01;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;6;1;2;2;1;1;1;1;10;03;28;02;03;27;01;15;17;118.4502;;3;;4;;2;1;2;1;15;04;08;0
5;1340;0059;03;1;2;1;1;2;1;1;1;1;2;1;1;2;2;2;2;2;1;2;2;1;2;1;1;2;10;03;01;10;03;27;11;01;17;252.6656;1;3;;4;;3;1;1;1;12;15;11;0
5;1340;0011;01;1;1;1;1;1;1;1;5;1;2;2;1;1;1;2;2;1;1;2;1;1;1;1;2;1;03;10;07;03;10;27;12;15;17;236.9004;1;1;2;4;;3;1;2;1;12;11;15;0
5;1340;0012;02;1;1;1;1;1;1;1;6;1;2;2;1;1;1;1;2;1;1;2;1;2;2;1;1;1;13;03;10;13;03;10;12;17;11;270.9747;2;1;2;4;;3;1;0;2;11;17;12;0
5;1340;0029;02;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;6;2;1;1;1;1;1;1;02;13;06;03;34;04;03;25;04;126.6102;;2;0;4;;3;2;2;1;02;17;15;0
5;1340;0043;01;1;1;2;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;1;2;1;1;1;1;01;10;16;03;01;04;15;17;11;59.41484;;3;;1;2;2;2;2;2;02;25;17;0
5;1340;0071;01;1;1;1;1;1;1;1;6;1;2;2;2;2;2;1;1;1;9;1;1;1;1;1;1;1;03;22;32;03;14;29;03;17;15;144.5572;1;1;0;1;1;3;1;1;2;03;17;15;0
5;1340;0030;02;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;2;1;3;2;1;1;1;1;1;2;13;10;03;13;38;33;25;33;17;162.5517;2;1;2;4;;3;2;1;1;11;25;33;0
5;1340;0036;02;1;1;1;1;1;1;1;5;1;2;1;1;2;1;2;1;2;1;2;2;2;1;2;2;1;10;13;18;33;37;21;02;04;07;270.9747;1;1;2;4;;3;1;2;2;02;09;17;0
5;1340;0060;01;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;;2;2;1;1;2;2;1;13;22;24;03;10;27;21;23;08;102.5024;;3;;4;;0;0;0;0;11;17;15;0
5;1340;0069;02;1;1;1;1;1;2;2;2;1;1;1;1;3;1;1;2;2;6;2;1;1;2;2;2;2;13;16;32;23;34;27;25;08;18;236.9004;1;1;0;2;3;3;1;2;2;04;02;33;0
5;1340;0075;01;1;1;1;1;1;1;1;6;1;2;1;1;2;1;1;1;1;9;2;1;1;1;1;2;2;13;03;22;22;27;33;17;04;15;92.85408;1;1;2;4;;3;1;1;1;17;04;12;0
5;1340;0078;02;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;1;1;2;2;1;1;2;2;1;13;10;03;03;10;27;11;12;17;162.5517;;3;;4;;3;1;3;1;25;17;11;0
5;1340;0079;01;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;2;1;2;1;2;2;1;1;1;03;13;10;27;38;03;12;15;17;59.41484;;1;0;4;;3;1;1;0;12;15;17;0
5;1340;0009;01;2;1;1;3;2;3;1;7;2;2;1;1;1;1;1;2;2;3;2;2;2;1;1;2;2;13;22;06;38;23;27;15;11;25;59.41484;2;1;2;1;1;1;1;2;2;17;11;04;0
5;1340;0013;01;1;1;2;1;1;1;1;4;1;1;1;1;2;1;1;2;1;6;2;2;1;1;1;1;2;13;07;10;10;03;13;15;17;12;254.0374;2;3;;4;;3;0;1;1;11;12;17;0
5;1340;0020;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;7;2;1;2;2;1;1;1;13;06;10;13;38;33;15;17;11;305.6278;;1;2;4;;2;1;1;1;12;17;15;0
5;1340;0021;01;1;1;2;1;2;1;1;6;2;2;2;2;2;2;1;2;2;7;2;1;2;1;3;1;3;10;13;07;03;10;33;17;15;12;59.41484;3;3;;4;;3;1;1;2;17;12;11;0
5;1340;0024;01;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;9;2;1;2;2;1;1;2;13;22;03;03;10;;12;15;17;289.1144;3;1;2;2;1;2;2;2;2;15;17;02;0
5;1340;0026;02;1;1;1;1;1;1;1;5;1;2;1;1;1;1;1;1;1;9;2;2;1;3;1;2;1;03;13;10;13;33;38;17;37;25;126.6102;;3;;1;2;3;0;1;2;17;11;12;0
5;1340;0028;01;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;9;1;2;1;1;1;1;1;13;22;10;10;27;25;15;17;12;92.85408;2;2;0;1;3;3;3;2;2;11;17;04;0
5;1340;0031;01;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;2;2;13;03;10;10;33;38;03;01;25;162.5517;1;1;2;4;;3;1;1;3;25;11;17;0
5;1340;0037;02;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;6;1;3;1;1;1;1;2;01;03;10;38;33;27;11;12;15;162.5517;1;3;;4;;3;2;1;2;11;17;15;0
5;1340;0038;02;1;1;1;1;1;1;1;5;2;1;2;1;1;1;1;1;1;8;1;1;1;1;1;1;1;07;03;01;27;33;38;12;15;17;162.5517;;1;2;3;3;2;1;2;2;17;12;11;0
5;1340;0046;01;1;1;2;1;1;1;1;5;1;1;1;1;1;1;1;1;1;9;1;1;2;2;1;1;1;21;06;27;02;04;12;15;17;08;270.9747;1;2;0;4;;2;0;0;0;09;17;15;0
5;1340;0072;01;1;1;2;1;1;1;1;5;2;1;1;2;2;1;2;2;2;6;2;2;1;1;1;2;2;07;13;03;33;38;27;15;17;25;162.5517;2;3;;1;1;3;2;2;2;11;17;12;0
5;1340;0073;03;1;1;1;1;1;1;1;6;2;2;2;2;2;1;2;2;2;6;2;1;2;1;1;1;1;12;22;07;03;04;10;04;02;17;643.6370;;1;0;4;;2;1;1;2;21;23;17;0
5;1340;0074;02;1;1;1;1;1;1;1;4;1;2;1;2;2;3;2;1;2;8;2;1;2;2;1;1;1;07;13;03;03;21;33;15;17;12;236.9004;1;1;0;4;;0;1;1;0;12;17;11;0
5;1340;0081;02;1;1;2;1;1;1;1;6;1;1;1;2;2;2;1;1;1;7;2;1;1;1;2;2;1;03;13;18;23;38;24;02;04;09;254.0374;3;3;;4;;1;2;2;2;16;17;11;0
5;1350;0025;01;1;1;2;2;1;1;2;6;2;2;2;2;2;2;1;1;1;8;1;2;2;1;1;1;2;13;03;01;10;02;13;04;17;25;129.8809;;3;;4;;3;0;1;1;17;02;04;0
5;1350;0028;01;1;1;1;1;1;2;1;1;1;1;2;2;2;2;1;1;1;8;2;2;1;1;1;2;1;01;24;28;03;13;02;04;11;17;283.0303;;3;;4;;1;1;2;1;04;11;17;0
5;1350;0040;02;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;8;1;1;1;1;1;1;1;24;28;03;02;03;01;02;03;33;667.6455;1;1;0;4;;3;3;3;1;17;21;04;0
5;1350;0055;01;1;1;1;1;1;1;1;6;1;2;1;1;1;1;1;1;2;5;1;1;2;2;1;1;2;07;22;03;10;03;04;25;08;01;431.7175;;3;;1;2;1;1;1;1;12;17;15;0
5;1350;0084;03;1;1;1;1;1;1;1;6;2;2;1;1;1;1;1;1;1;6;1;1;1;1;1;1;2;15;13;22;38;27;33;15;12;04;338.5303;1;1;2;4;;3;1;2;3;12;11;02;0
5;1350;0018;01;3;1;2;2;1;1;1;7;1;2;1;1;2;1;2;1;1;4;1;1;2;1;1;2;1;33;;;;;;03;13;;140.3972;;3;;1;2;3;2;2;2;11;;;0
5;1350;0033;02;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;2;2;1;1;1;10;06;03;21;22;27;25;33;17;358.3349;;3;;4;;0;0;0;0;17;15;11;0
5;1350;0037;02;1;1;1;1;1;1;1;2;1;2;2;1;3;3;1;2;2;1;2;1;2;2;2;1;1;03;07;24;02;04;10;17;04;25;385.3960;3;1;2;4;;1;1;1;2;17;04;08;0
5;1350;0041;01;1;1;2;1;1;1;1;6;1;2;2;1;2;2;1;1;1;8;1;1;1;1;1;1;1;13;22;11;03;35;34;15;25;02;130.9151;1;1;0;3;3;3;1;1;1;17;02;16;0
5;1350;0046;03;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;1;1;9;1;2;2;2;1;1;1;01;06;16;01;16;10;21;29;08;1100.843;2;1;0;4;;1;1;2;1;29;17;11;0
5;1350;0070;01;1;1;1;1;1;1;1;7;2;2;2;1;2;1;1;2;2;6;2;1;2;2;1;1;1;24;22;27;22;13;38;25;33;04;161.7060;;2;0;4;;3;2;3;3;04;07;05;0
5;1350;0081;01;1;1;1;1;1;1;1;7;1;1;2;1;2;1;1;1;1;8;2;2;2;2;1;2;1;03;25;13;03;01;10;15;17;02;537.5023;;1;2;4;;2;2;2;2;29;02;11;0
5;1350;0091;02;1;1;1;1;1;1;1;6;1;2;1;1;3;1;1;1;2;8;2;2;2;1;2;2;1;03;22;24;22;36;;25;11;;253.5741;;3;;4;;3;2;2;2;11;04;17;0
5;1350;0097;01;1;1;1;1;1;1;1;7;1;2;1;1;2;1;1;1;1;8;1;1;2;1;1;2;1;22;03;10;03;13;22;25;03;02;104.2203;;3;;2;2;3;3;3;1;12;11;17;0
5;1350;0029;02;1;1;1;1;1;1;1;5;1;2;1;1;1;1;1;1;1;9;1;1;2;1;1;1;1;13;03;07;03;10;13;03;15;04;358.3349;;3;;4;;2;1;2;1;03;15;12;0
5;1350;0051;01;1;1;2;1;1;2;2;1;1;1;1;2;2;1;1;2;1;6;2;1;2;2;1;1;1;28;24;22;28;31;09;25;29;04;385.3960;2;1;0;4;;0;0;3;1;12;11;02;0
5;1350;0092;02;1;1;1;1;1;1;1;6;1;1;1;1;2;1;1;1;1;8;3;1;2;1;3;1;1;03;07;22;10;28;04;07;04;17;210.1004;;3;;4;;1;1;1;1;17;12;09;0
5;1350;0108;01;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;03;10;07;10;03;;17;25;;253.5741;;1;0;4;;2;1;2;2;17;11;;0
5;1350;0005;01;1;1;3;1;1;1;1;1;1;2;1;2;3;3;1;1;1;1;2;1;2;2;1;2;1;13;10;16;13;22;31;17;04;25;325.9873;3;2;0;4;;3;3;2;3;17;25;21;0
5;1350;0015;02;1;1;3;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;1;2;2;3;1;1;03;22;;13;04;03;04;17;27;210.1004;3;1;0;4;;3;2;1;2;04;17;27;0
5;1350;0031;01;1;1;1;1;1;1;1;6;1;2;1;1;1;1;2;1;1;3;1;2;1;1;1;1;1;03;01;13;13;10;03;25;11;10;140.3972;;3;;4;;3;2;2;1;25;11;17;0
5;1350;0048;01;1;1;1;1;2;2;2;1;1;2;1;2;2;1;1;2;1;1;2;2;1;1;1;1;1;05;06;03;03;21;27;11;17;15;125.7854;;3;;4;;2;3;3;1;15;11;17;0
5;1350;0056;01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;2;1;1;1;1;13;01;03;21;27;33;17;15;11;161.7060;1;1;2;4;;3;1;1;1;11;15;12;0
5;1350;0111;01;1;2;2;1;1;1;1;6;1;1;1;2;2;1;2;2;2;1;2;2;1;1;2;2;2;10;03;13;21;22;29;33;17;04;129.8809;;3;;4;;3;3;3;1;02;11;25;0
5;1350;0117;01;1;1;1;1;1;1;1;7;1;1;1;2;2;1;2;1;1;3;1;2;2;2;2;1;1;03;10;01;04;14;02;15;25;;104.2203;;3;;4;;1;1;1;1;17;14;04;0
5;1350;0004;01;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;1;3;1;1;2;1;1;1;1;03;01;24;03;04;09;03;04;25;125.7854;;2;0;1;1;2;2;2;2;17;04;11;0
5;1350;0006;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;2;2;13;07;;13;27;;15;17;02;192.6980;1;1;2;4;;3;1;1;1;11;17;;0
5;1350;0007;02;1;1;2;1;2;1;2;6;1;2;2;3;3;3;2;1;1;1;2;1;2;1;2;2;3;01;07;06;32;28;31;07;17;08;261.8303;1;3;;4;;3;2;1;3;17;12;04;0
5;1350;0013;01;1;2;2;1;1;1;1;6;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;1;1;24;22;03;03;11;02;07;25;04;104.2203;;3;;1;2;3;3;3;1;29;16;04;0
5;1350;0019;01;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;9;1;2;2;1;1;1;1;03;01;22;03;10;35;17;15;04;125.7854;;3;;4;;3;2;2;1;17;12;11;0
5;1350;0024;01;1;1;2;2;1;2;1;7;1;2;1;2;2;1;2;2;1;6;1;1;2;2;2;2;1;10;11;06;21;34;05;04;08;25;161.7060;3;1;0;2;2;1;3;3;3;03;17;11;0
5;1350;0047;01;1;1;1;1;1;1;1;6;1;1;1;1;2;1;1;1;1;7;1;2;1;1;2;2;1;13;03;11;01;02;34;04;11;17;104.2203;;2;0;4;;2;3;2;0;17;12;11;0
5;1350;0089;01;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;4;2;3;2;1;1;1;2;10;13;22;03;22;35;25;17;04;358.3349;1;1;2;4;;3;1;1;2;12;15;17;0
5;1350;0096;01;1;1;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;8;2;2;1;1;1;2;1;13;10;03;10;33;22;15;01;02;129.8809;1;2;0;4;;1;3;1;2;02;12;17;0
5;1350;0104;01;1;2;2;2;1;1;1;6;1;2;2;2;2;2;1;2;1;1;1;2;1;1;2;2;1;11;03;10;10;03;22;01;25;04;104.2203;;3;;4;;3;2;2;1;21;17;11;0
5;1350;0022;01;1;1;1;1;2;1;1;4;1;1;2;2;2;2;1;1;1;8;1;2;1;1;1;2;1;06;10;03;03;21;37;25;04;17;140.3972;;3;;4;;2;2;2;2;15;17;14;0
5;1350;0063;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;9;2;2;2;1;1;1;1;25;22;24;05;03;02;12;15;04;210.1004;;3;;3;2;2;2;2;1;12;17;04;0
5;1350;0065;02;1;1;2;1;1;1;2;1;1;1;2;2;2;1;1;1;1;8;1;2;2;1;2;1;2;01;11;22;21;02;27;29;17;02;325.9873;1;3;;1;1;3;1;2;2;17;04;11;0
5;1350;0066;01;1;1;2;2;1;1;1;1;2;2;1;1;1;2;2;1;2;4;1;1;1;1;1;1;1;13;01;03;33;38;27;02;17;12;261.8303;2;2;0;4;;3;1;2;0;12;11;17;0
5;1350;0088;01;1;1;2;1;1;1;1;4;2;2;1;1;1;1;1;1;1;8;1;1;2;2;1;1;1;13;03;01;10;27;33;15;17;;129.8809;3;2;0;4;;1;2;2;1;11;12;17;0
5;1350;0107;01;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;8;2;2;1;1;2;2;1;10;03;07;34;35;21;25;32;17;287.8117;2;3;;4;;3;3;3;3;25;32;17;0
5;1350;0012;01;1;1;2;1;2;1;1;6;1;2;1;2;2;2;1;1;1;8;1;1;2;1;1;1;1;13;03;22;35;11;12;04;15;17;104.2203;2;1;2;4;;3;1;1;1;17;15;04;0
5;1350;0083;02;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;1;2;8;1;2;2;1;1;1;1;13;03;01;10;03;22;25;31;17;287.8117;;3;;4;;2;0;2;1;11;12;17;0
5;1350;0105;01;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;1;2;1;1;1;1;13;22;24;10;02;04;04;15;17;210.1004;1;1;0;4;;3;2;2;2;04;15;17;0
5;1350;0045;01;1;1;1;1;3;1;1;6;1;2;2;1;2;2;1;1;2;7;1;1;2;2;1;2;2;03;01;22;01;03;04;04;17;11;325.9873;3;2;0;4;;1;1;1;2;09;11;;0
5;1350;0020;02;1;1;1;1;1;1;1;6;2;2;2;2;2;2;2;2;2;;2;1;2;2;1;1;1;03;10;01;03;38;33;03;01;02;168.5417;2;1;0;4;;3;1;1;0;21;11;17;0
5;1350;0042;01;1;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;3;1;3;2;2;1;2;2;2;03;22;07;21;22;27;02;03;29;239.9153;3;1;0;1;1;3;1;1;2;21;02;04;0
5;1350;0069;01;1;2;2;1;1;1;1;6;2;2;1;1;1;1;2;2;2;6;2;2;2;2;1;1;1;22;03;10;10;13;02;21;29;33;577.3716;3;3;;4;;2;2;1;1;11;17;02;0
5;1350;0076;02;1;1;1;1;1;1;1;6;2;1;2;1;2;1;1;1;1;8;1;1;2;1;1;1;1;10;03;07;38;33;10;17;01;04;479.8306;;1;2;4;;3;1;1;1;17;11;12;0
5;1350;0086;01;1;1;1;1;2;2;2;1;1;1;1;2;2;2;1;1;1;8;2;2;1;1;1;1;1;18;13;07;21;27;38;25;01;04;140.3972;;3;;4;;3;1;2;1;02;04;11;0
5;1350;0098;01;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;6;1;1;2;1;1;1;2;13;10;03;27;33;38;11;33;04;125.7854;1;3;;3;1;3;3;2;1;15;12;17;0
5;1350;0103;01;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;6;2;1;1;1;1;1;1;13;03;07;03;10;04;10;11;25;283.0303;;3;;4;;3;2;2;1;11;35;17;0
5;1350;0113;01;1;1;1;2;1;1;1;2;1;1;1;2;2;1;1;2;2;1;2;1;2;2;1;1;3;24;28;25;37;16;01;09;11;17;129.8809;;1;0;3;2;3;1;1;1;13;17;27;0
5;1350;0115;01;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;1;3;1;2;1;1;1;1;1;03;10;07;22;03;10;04;17;25;210.1004;1;1;2;4;;3;2;2;1;11;12;17;0
5;1350;0060;02;1;1;1;1;1;1;1;7;1;2;2;2;2;1;2;1;1;8;1;1;2;1;1;1;1;10;13;03;10;27;33;12;17;02;358.3349;;1;2;4;;1;1;1;1;12;17;11;0
