OP1;OP2;ECH;PER;O1;O2;O3;O4;O5;O6;O7;O8;O9;O10;O11;O12;O13;O14;O15;O16;O17;O18;O50;O51;O52;O53;O34;O35;O36;O40A;O40B;O40C;O41A;O41B;O41C;O42A;O42B;O42C;COEO;OR1;OR2A;OR2B;OR3;OR4;OR5A;OR5B;OR5C;OR5D;O43A;O43B;O43C;OFIN
5;1070;0115;01;1;1;1;1;1;1;1;1;1;2;1;1;3;2;3;3;2;3;3;1;2;2;2;1;3;32;01;22;01;03;24;03;01;27;138.7937;1;1;0;4;;0;0;0;0;27;21;17;0
5;1070;0119;01;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;9;1;1;2;1;1;1;1;07;01;22;10;13;02;24;03;32;285.9417;;3;;4;;3;1;2;2;17;13;11;0
5;1070;0124;02;1;1;1;1;1;1;2;4;2;2;1;2;2;1;1;2;2;6;1;2;2;1;1;1;2;;;;31;37;13;25;18;;214.3144;1;1;2;4;;3;1;3;1;10;04;02;0
5;1070;0126;01;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;7;1;1;2;2;2;1;2;27;03;13;13;03;;15;03;33;138.7937;2;1;2;2;1;0;0;0;0;13;15;10;0
5;1070;0011;03;1;3;1;1;1;1;1;3;3;2;1;1;2;1;1;2;2;3;2;1;2;2;1;1;2;22;03;24;03;18;11;03;29;23;235.6948;1;1;2;4;;2;2;2;1;11;17;12;0
5;1070;0039;01;1;1;2;1;1;1;1;1;1;2;2;2;2;1;1;2;1;1;1;1;2;2;1;1;1;24;36;01;04;01;;04;15;21;138.7937;1;1;2;4;;0;0;0;0;21;04;;0
5;1070;0073;01;1;1;1;1;1;1;1;7;1;2;2;2;2;1;2;1;1;1;1;2;2;2;2;1;1;13;03;01;21;31;34;29;11;25;107.1572;2;1;0;4;;2;1;2;1;31;29;21;0
5;1070;0075;01;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;2;1;2;2;1;1;2;36;22;03;03;38;;04;01;02;214.3144;2;2;0;4;;2;1;2;2;15;11;17;0
5;1070;0076;03;1;1;1;1;1;1;1;7;2;2;1;1;1;1;1;1;1;3;2;1;2;2;1;1;1;06;01;22;21;02;10;03;02;09;235.6948;1;1;0;3;2;2;1;2;1;03;02;;0
5;1070;0088;01;1;1;1;1;1;1;1;6;1;3;1;1;1;1;1;1;1;7;1;1;2;2;1;1;1;01;03;06;35;27;02;03;17;02;103.8331;2;3;;1;1;3;1;1;2;17;02;03;0
5;1070;0092;01;2;1;1;3;1;1;2;2;2;3;1;3;1;1;1;2;2;7;1;1;2;2;2;1;2;06;24;07;26;27;04;11;15;12;91.71643;1;1;2;4;;2;1;2;1;29;21;26;0
5;1070;0109;01;1;1;1;1;1;1;1;2;1;2;1;1;2;1;1;1;2;6;2;1;2;2;1;1;2;03;18;24;03;22;;16;17;04;219.4639;1;1;2;3;3;2;1;2;3;17;15;;0
5;1070;0118;02;1;1;1;1;1;1;1;4;1;2;2;2;2;1;2;1;1;8;2;2;1;1;3;3;2;03;22;06;34;31;;03;38;;153.4430;1;1;0;4;;0;0;0;1;11;;;0
5;1070;0136;01;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;1;1;4;1;1;2;2;1;1;1;18;06;24;03;21;;16;01;11;91.71643;1;1;0;4;;2;1;1;1;12;09;15;0
5;1070;0142;02;1;1;1;1;1;1;1;6;1;1;2;2;2;1;1;1;1;7;1;2;2;2;2;1;1;01;22;11;29;38;14;29;03;04;214.3144;1;1;0;2;1;2;1;2;1;17;07;21;0
5;1070;0003;01;1;1;1;2;1;1;1;5;1;1;1;1;2;1;1;1;1;6;2;1;2;2;1;1;1;11;22;16;01;06;05;17;04;;214.3144;2;1;0;4;;2;1;1;1;21;04;;0
5;1070;0010;01;1;1;2;1;1;1;1;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;1;1;14;01;32;28;11;03;01;17;02;153.4430;;1;2;4;;3;1;2;3;17;14;;0
5;1070;0023;01;1;1;2;1;1;1;1;1;1;1;2;3;2;1;1;3;1;2;1;1;2;2;1;2;3;03;04;13;13;10;;03;13;02;127.1685;;3;;4;;1;1;1;1;17;15;;0
5;1070;0024;01;1;1;1;1;1;1;1;1;1;2;3;1;2;1;1;1;1;1;1;1;2;3;1;2;2;03;18;24;04;22;38;03;04;;201.0818;;1;2;1;3;3;2;1;1;07;13;14;0
5;1070;0033;01;1;1;1;1;2;1;1;2;3;2;2;2;2;1;1;2;1;6;1;1;2;2;1;1;1;22;24;36;01;04;13;17;29;03;138.7937;2;1;0;4;;3;2;3;1;09;11;13;0
5;1070;0035;01;1;1;1;1;1;1;1;6;3;1;1;1;2;1;1;1;1;7;2;1;2;2;1;1;2;01;03;22;03;37;;17;09;;76.72151;3;1;0;4;;1;1;2;2;17;03;;0
5;1070;0050;02;1;1;1;1;1;1;1;6;1;1;1;1;2;1;1;1;1;6;1;1;2;2;1;1;2;03;24;22;04;03;22;04;36;;214.3144;2;1;0;4;;2;2;2;3;11;21;;0
5;1070;0055;01;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;6;1;1;2;2;3;1;1;06;07;31;31;34;21;17;04;;91.71643;3;3;;4;;2;2;1;2;25;;;0
5;1070;0081;01;1;1;1;1;1;1;1;4;3;2;1;2;2;1;1;2;2;6;3;1;2;2;1;1;1;30;24;22;10;04;02;04;03;17;422.5602;2;1;2;2;2;0;0;0;0;26;29;27;0
5;1070;0104;01;1;2;1;1;1;1;1;6;1;1;2;2;2;1;2;2;2;6;2;1;2;2;1;1;2;03;01;18;02;03;01;02;18;;138.7937;3;1;2;3;2;0;0;0;0;04;03;18;0
5;1070;0114;01;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;3;3;2;2;3;2;1;;;;;;;;;;95.28151;;3;;4;;2;1;2;2;;;;0
5;1070;0117;01;1;1;1;1;1;1;1;7;1;2;1;1;3;1;1;1;3;3;2;1;2;2;1;1;3;03;;;03;01;;03;07;01;127.1685;;2;0;4;;3;2;2;0;17;15;;0
5;1070;0019;02;1;1;1;1;1;1;1;2;2;2;1;2;2;1;1;1;1;9;2;2;2;1;1;2;3;03;18;10;03;16;10;17;;;235.6948;3;1;0;4;;3;1;2;2;11;02;24;0
5;1070;0041;03;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;6;3;1;2;2;1;1;2;07;24;13;03;22;;17;03;;235.6948;1;1;2;1;2;0;0;0;0;17;11;25;0
5;1070;0060;01;1;1;2;1;1;1;1;2;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;1;2;01;06;24;02;01;35;21;11;04;135.5371;1;1;2;2;1;0;0;0;0;21;03;17;0
5;1070;0094;02;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;2;2;1;1;1;24;22;03;10;35;03;17;04;29;714.8543;3;1;2;4;;2;1;1;1;21;17;;0
5;1070;0103;01;1;1;2;1;1;1;1;4;1;2;1;1;2;1;1;2;2;7;2;1;2;2;1;1;1;24;36;25;03;22;18;03;36;16;135.5371;1;1;0;4;;3;1;2;2;10;17;04;0
5;1070;0107;02;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;8;2;2;1;2;2;1;1;24;31;22;26;18;;25;31;;369.2902;;2;0;4;;3;1;1;1;03;13;;0
5;1070;0042;01;1;1;1;1;1;1;1;7;1;1;1;1;2;1;1;2;2;7;2;1;2;2;1;1;2;01;06;07;32;29;26;17;12;;214.3144;2;1;2;3;2;3;1;3;1;17;29;05;0
5;1070;0080;01;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;01;13;24;02;09;13;02;11;12;233.5471;2;3;;4;;1;1;1;1;27;29;17;0
5;1070;0134;01;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;2;2;1;2;1;2;2;1;1;2;24;25;22;03;37;22;03;07;04;230.1645;;1;0;1;2;3;1;2;1;11;12;14;0
5;1078;0110;01;1;1;1;1;1;1;1;6;1;2;2;2;2;1;2;1;1;6;1;1;2;1;1;1;2;01;24;22;01;27;22;33;25;04;214.3144;1;1;2;1;2;2;1;1;2;17;21;07;0
5;1080;0028;01;1;1;1;1;1;1;1;6;1;1;2;3;3;1;3;1;1;2;1;1;1;1;1;1;1;11;13;;02;;;17;11;;133.6821;3;3;;4;;0;0;0;0;17;11;;0
5;1080;0041;02;1;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1;1;7;1;1;2;2;2;1;1;32;28;24;03;04;02;04;25;02;257.0925;3;1;0;2;1;3;1;2;2;17;03;04;0
5;1080;0044;01;1;2;1;1;1;1;1;6;3;3;2;1;2;1;2;1;1;4;1;1;2;2;2;1;2;01;09;;32;26;;02;17;01;133.6821;3;3;;4;;0;0;0;0;02;;;0
5;1080;0090;01;2;3;3;3;2;3;2;;3;2;2;1;2;1;3;3;2;4;3;1;2;2;1;2;2;24;31;28;03;05;34;03;04;17;95.18871;;3;;4;;2;1;1;1;17;01;04;0
5;1080;0138;01;1;1;3;3;3;3;3;1;3;3;3;3;3;3;3;3;3;;3;3;1;3;3;2;3;01;13;;03;11;;11;25;;135.0169;;3;;4;;2;2;2;2;11;02;;0
5;1080;0139;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;9;1;1;2;3;3;1;1;01;06;22;21;31;27;03;12;25;133.6821;2;2;0;4;;3;1;2;1;21;05;;0
5;1080;0146;01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;2;1;2;1;1;1;1;13;10;22;10;22;27;29;02;04;195.3759;;3;;4;;3;2;3;2;17;02;;0
5;1080;0031;01;1;1;1;1;1;1;1;2;1;1;1;1;3;1;1;1;1;7;2;1;2;2;1;1;2;03;10;;03;13;10;17;04;02;183.0633;;2;0;4;;2;1;1;1;17;04;02;0
5;1080;0113;01;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;1;1;03;24;10;10;02;14;17;;;241.2302;;3;;4;;1;1;1;1;17;;;0
5;1080;0030;01;1;1;1;1;1;1;1;1;1;2;1;3;3;1;1;3;3;6;3;1;2;1;3;1;1;24;32;22;06;04;13;01;04;02;48.00000;2;1;0;4;;0;0;0;0;16;29;04;0
5;1080;0038;01;1;1;1;1;1;1;1;7;1;1;1;2;2;1;1;1;1;6;2;1;2;2;1;1;1;22;23;06;28;37;01;03;31;;48.00000;2;1;2;4;;0;0;0;0;21;;;0
5;1080;0065;01;1;1;1;1;1;1;1;6;1;1;2;2;2;1;1;1;1;6;1;1;2;2;1;1;1;24;13;;03;04;13;25;15;04;183.0633;;1;0;3;2;1;1;2;1;17;21;04;0
5;1080;0067;01;1;1;1;1;1;1;1;4;1;1;1;2;2;1;1;1;1;3;1;1;2;1;2;1;1;03;22;10;03;22;04;17;04;03;91.53168;1;1;2;2;3;3;3;2;1;17;09;;0
5;1080;0068;02;1;1;1;1;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;1;2;1;1;1;3;03;22;07;03;34;31;15;04;17;197.0237;1;1;0;3;2;2;1;2;1;17;13;21;0
5;1080;0141;01;1;1;1;1;1;1;1;2;1;1;1;1;1;1;3;1;1;1;3;1;2;2;1;1;2;24;29;25;03;01;10;25;11;;133.6821;;1;2;3;2;0;0;0;0;17;11;;0
5;1080;0152;02;1;1;1;1;1;1;1;6;1;2;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;03;07;;27;33;;07;33;04;169.9615;;3;;4;;3;3;2;1;04;13;;0
5;1080;0154;01;1;1;1;2;1;1;1;5;1;2;1;2;2;1;2;2;1;1;1;1;2;1;1;1;1;24;36;01;02;31;;10;04;11;75.28173;;3;;4;;1;1;1;1;03;17;29;0
5;1080;0001;02;1;1;1;1;1;1;1;7;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;3;1;22;24;03;22;35;34;04;17;27;171.2996;;3;;4;;2;2;2;1;02;05;11;0
5;1080;0034;01;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;03;;;23;;;03;01;04;220.7758;2;3;;4;;3;1;1;3;03;17;;0
5;1080;0042;01;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;7;1;2;1;1;2;1;2;24;31;29;13;25;29;29;04;26;220.7758;2;3;;3;2;2;1;2;2;17;11;;0
5;1080;0130;01;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;2;2;01;24;11;31;03;34;03;02;04;220.7758;1;1;2;3;2;0;0;0;0;11;17;;0
5;1080;0148;01;1;1;1;1;1;1;1;7;1;2;2;2;2;1;1;2;2;6;2;1;2;2;1;1;1;07;24;01;16;35;03;25;36;21;114.1997;;1;2;2;2;2;2;2;2;03;29;02;0
5;1080;0002;01;2;1;1;1;1;1;1;2;1;2;2;2;2;1;2;1;1;9;2;1;2;1;1;1;2;10;16;;10;14;;25;29;;220.7758;1;1;2;3;2;1;2;1;1;02;16;;0
5;1080;0017;02;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;9;2;2;2;2;1;1;1;03;05;06;35;25;26;03;37;25;169.9615;;1;2;2;2;2;1;3;3;16;25;35;0
5;1080;0036;01;2;1;1;1;1;1;1;6;2;2;1;2;2;1;1;1;1;6;2;2;2;1;1;1;2;07;24;;04;01;02;04;11;17;214.1833;2;1;2;4;;2;2;2;1;17;21;04;0
5;1080;0084;01;2;2;2;2;2;2;2;;3;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;25;;;;;;;;;70.20566;;3;;4;;2;2;2;2;;;;0
5;1080;0131;01;3;1;1;1;3;3;2;2;1;1;1;1;1;1;1;2;2;4;2;1;2;2;1;1;1;36;31;28;31;35;;11;01;18;133.6821;;1;0;3;2;1;2;2;2;11;12;;0
5;1080;0026;01;1;1;1;1;1;1;1;1;1;2;2;2;2;1;1;1;1;1;2;1;2;2;1;1;1;24;32;03;04;25;;15;17;;95.18871;3;3;;2;2;2;1;2;1;15;17;;0
5;1080;0035;01;1;1;2;1;1;1;1;1;1;2;2;2;2;1;1;1;1;9;1;2;2;1;1;2;2;03;06;07;35;37;01;25;23;;88.37605;1;3;;4;;3;2;1;2;12;25;29;0
5;1080;0048;01;1;1;1;1;1;1;1;6;1;2;1;3;3;1;1;2;1;9;3;3;2;3;3;3;1;25;10;03;03;35;34;;;;88.37605;3;3;;4;;3;2;3;2;03;17;;0
5;1080;0063;01;1;1;1;1;1;1;1;7;1;2;1;1;3;3;1;2;1;1;1;3;2;2;1;1;3;22;32;;31;34;32;04;15;11;107.0916;;3;;4;;1;1;1;1;04;17;11;0
5;1080;0150;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;8;1;1;2;2;1;1;2;01;23;;03;25;;03;10;;98.51188;3;2;0;1;1;1;1;2;1;11;17;;0
5;1080;0023;03;1;1;1;1;1;1;1;4;1;2;1;3;3;1;2;3;2;1;3;3;2;2;2;2;2;24;22;;34;;;17;02;;488.0766;3;3;;4;;2;2;2;2;17;02;;0
5;1080;0052;01;3;1;1;3;2;1;1;2;3;1;3;3;3;2;1;1;1;2;1;3;2;1;1;2;2;13;22;24;13;22;34;29;17;25;133.6821;1;1;2;4;;3;1;1;1;17;22;27;0
5;1080;0061;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;2;1;1;1;2;2;2;2;3;2;1;01;22;14;10;13;29;04;08;11;160.3810;2;2;1;1;1;2;1;2;1;21;29;13;0
5;1080;0082;01;1;1;1;1;1;1;1;4;1;1;2;1;1;1;1;2;1;5;2;1;2;2;1;2;1;18;22;16;34;08;35;17;04;;220.7758;3;2;0;2;2;0;0;0;0;17;21;29;0
5;1080;0085;01;1;1;1;1;1;1;1;6;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;;;;;;;;;;220.7758;3;1;0;4;;0;0;0;0;;;;0
5;1080;0091;02;1;1;1;1;1;1;1;4;2;2;1;2;2;1;1;1;1;3;2;1;2;2;1;2;2;16;33;32;27;04;05;02;15;33;114.1997;2;1;0;4;;2;2;2;2;07;03;17;0
5;1080;0096;01;1;2;2;1;1;1;1;4;1;1;1;1;1;1;1;2;1;2;1;1;2;3;2;1;1;03;25;22;25;01;22;17;04;25;70.20566;;3;;2;2;3;2;3;3;11;17;16;0
5;1080;0101;01;1;1;1;1;1;1;1;1;3;1;2;1;1;1;1;1;1;6;1;2;2;2;1;2;2;03;24;36;13;01;34;03;25;01;75.28173;;3;;4;;2;2;2;1;17;24;;0
5;1080;0140;01;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;1;1;3;13;24;;34;03;;11;25;;70.14563;2;1;0;3;2;1;1;1;1;13;17;;0
5;1080;0057;01;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;2;4;2;1;2;2;1;1;1;24;36;25;03;01;02;11;03;02;114.1997;2;3;;1;1;3;1;3;2;21;11;27;0
5;1080;0075;01;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;7;1;1;2;1;1;1;1;01;03;06;02;03;01;01;03;04;212.3919;2;3;;4;;2;1;1;1;03;17;07;0
5;1080;0079;02;1;1;1;1;2;1;1;6;1;1;2;2;1;1;1;2;1;2;2;1;1;1;1;1;3;01;;;11;35;;11;27;;183.0633;;3;;4;;1;2;2;1;11;12;;0
5;1080;0087;02;1;1;2;1;1;1;1;4;2;1;1;1;1;1;1;1;1;9;2;1;2;2;2;1;2;03;;;04;;;04;17;;140.2912;;3;;2;2;2;1;1;2;03;17;;0
5;1080;0147;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;9;3;3;3;3;1;2;1;03;36;;03;02;;17;;;95.18871;;3;;4;;2;2;2;2;02;29;;0
5;1080;0164;01;1;1;1;1;2;1;1;6;1;2;1;1;2;1;1;1;2;6;2;1;2;2;1;1;2;22;03;10;10;35;04;04;22;17;128.5462;;3;;4;;3;1;2;1;04;17;29;0
5;1080;0010;01;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;7;1;1;2;2;1;1;2;28;24;;34;14;01;15;02;11;228.7646;1;1;2;4;;3;1;2;1;12;17;15;0
5;1080;0013;02;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;3;2;6;2;1;2;2;1;1;1;24;21;36;21;27;35;01;17;03;160.3810;2;2;0;2;2;2;1;2;1;17;21;11;0
5;1080;0051;01;1;1;1;1;1;1;1;7;2;2;1;2;2;2;2;3;2;3;3;1;2;2;1;2;3;01;06;;34;37;;03;01;;220.7758;3;1;0;4;;0;0;0;0;17;03;;0
5;1080;0083;02;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;6;1;1;2;2;1;1;1;22;24;;22;04;01;03;04;08;144.7790;;2;0;4;;3;3;1;2;02;17;14;0
5;1080;0095;01;1;1;1;1;1;1;1;4;1;1;1;2;1;2;1;1;1;1;1;1;2;3;1;1;1;03;10;;03;;;11;;;75.28173;;3;;4;;1;1;2;3;11;21;;0
5;1080;0109;01;1;1;3;2;1;1;1;1;1;2;1;3;3;1;1;1;1;1;1;1;2;2;1;1;1;;;;04;14;05;25;;;75.28173;;3;;4;;3;1;1;1;11;12;;0
5;1080;0134;01;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;8;2;1;2;2;1;1;2;24;36;22;02;06;;03;07;02;257.0925;;1;0;2;2;0;0;0;0;13;17;12;0
5;1080;0151;01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;1;10;03;;03;22;;22;03;04;169.9615;2;3;;4;;1;3;3;2;17;12;08;0
5;1080;0008;02;1;1;1;1;1;1;1;6;1;1;2;2;3;1;1;2;1;6;2;1;1;1;1;1;2;03;01;22;03;33;;03;21;15;257.0925;1;1;2;2;2;1;1;2;2;29;15;;0
5;1080;0018;01;1;1;2;1;1;2;2;1;1;1;3;3;3;1;1;1;2;6;1;1;2;2;1;1;2;01;24;25;03;04;18;04;17;16;140.2912;1;2;0;4;;1;1;1;1;17;03;04;0
5;1080;0019;01;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;01;25;29;03;11;10;17;25;01;152.5097;3;2;0;4;;2;1;1;1;11;17;;0
5;1080;0043;02;1;1;1;1;1;1;1;7;1;1;1;2;2;1;1;2;1;3;2;1;2;2;1;1;1;10;22;05;10;02;35;17;04;07;183.0633;3;3;;4;;3;1;1;2;17;02;07;0
5;1080;0045;01;1;1;2;1;1;1;1;6;1;1;2;1;1;1;1;2;1;1;2;1;2;2;1;1;2;24;34;28;34;03;13;04;03;17;183.0633;2;1;2;1;2;2;1;3;1;04;10;12;0
5;1080;0054;02;1;1;1;1;1;1;1;4;2;2;1;2;2;1;1;1;1;8;1;1;2;2;1;1;1;10;25;22;03;04;02;04;25;03;424.5878;1;2;0;2;2;0;0;0;0;17;04;02;0
5;1080;0055;01;1;1;1;1;1;1;1;7;1;3;1;1;1;1;1;1;1;3;1;1;2;1;1;1;1;06;03;36;01;10;05;03;01;16;98.51188;;2;0;4;;2;1;2;1;11;17;12;0
5;1080;0080;01;1;1;1;1;1;1;1;7;1;2;1;1;2;1;1;2;2;6;2;1;2;2;1;1;2;16;03;07;02;04;09;11;01;17;257.0925;1;2;0;2;2;3;1;2;1;17;12;18;0
5;1080;0093;02;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;1;1;7;1;1;2;2;1;1;1;23;21;27;02;04;05;04;02;14;197.0237;3;3;;4;;2;2;2;2;11;15;17;0
5;1080;0111;02;1;1;1;1;1;1;1;6;1;2;2;2;2;1;1;1;1;6;1;1;2;2;1;1;1;24;34;32;32;01;37;17;11;16;424.5878;1;2;0;2;1;2;2;2;2;11;21;12;0
5;1080;0114;01;1;1;1;1;1;1;1;6;1;1;1;2;1;1;1;1;1;9;1;1;2;1;1;1;2;03;13;;03;13;;03;13;;88.37605;;2;0;4;;0;0;0;0;13;17;;0
5;1080;0126;01;1;2;2;2;2;1;1;1;3;1;1;3;3;3;1;3;3;7;1;1;2;2;1;1;1;24;35;18;10;;;17;;;75.28173;;3;;4;;2;2;1;1;17;13;;0
5;1080;0145;01;1;1;1;1;1;1;1;3;3;1;1;1;1;1;1;1;1;4;3;1;2;2;1;1;1;35;03;30;14;03;02;17;02;;95.18871;2;1;0;2;2;3;1;3;2;17;09;;0
5;1080;0153;03;3;1;3;3;1;2;1;5;2;3;1;1;3;1;3;3;3;6;2;3;2;2;1;1;2;24;30;32;31;35;37;25;33;;221.2214;1;1;2;4;;3;2;3;3;33;25;29;0
5;1080;0016;01;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;6;1;1;1;2;1;1;1;01;03;36;07;23;21;07;17;04;95.18871;1;3;;2;1;2;1;1;1;07;17;04;0
5;1080;0021;02;1;1;1;1;1;1;1;7;1;1;2;1;2;1;1;2;1;7;2;1;2;2;1;1;2;10;07;;14;;;07;11;25;160.3810;;3;;4;;2;1;2;2;11;;;0
5;1080;0039;01;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;4;1;1;2;2;2;1;2;03;24;22;10;18;31;04;11;17;130.2506;2;3;;1;2;1;1;1;1;07;15;17;0
5;1080;0049;02;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;9;1;1;1;1;2;1;1;03;01;04;22;27;;;;;152.5097;;1;0;1;2;3;1;2;2;17;02;29;0
5;1080;0053;01;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;2;2;1;1;2;01;18;;10;01;;10;01;;321.2749;3;1;0;3;3;2;1;2;1;17;13;;0
5;1080;0033;01;1;1;1;1;3;3;1;3;1;3;3;3;3;3;3;3;3;1;1;1;2;2;2;1;2;03;10;11;10;03;18;04;17;02;70.20566;;3;;4;;2;2;2;3;03;11;07;0
5;1080;0056;02;1;1;2;1;1;1;1;5;2;1;2;2;2;1;1;1;1;9;3;2;1;1;1;2;1;03;16;11;03;18;10;17;03;31;144.7790;;2;0;4;;3;2;2;1;11;17;16;0
5;1080;0060;02;1;3;1;1;1;1;1;6;2;2;1;1;2;1;1;1;2;6;3;3;2;2;1;3;1;01;28;;28;35;37;28;03;;181.1763;3;3;;4;;1;1;1;1;03;17;;0
5;1080;0071;01;1;1;1;1;1;1;1;6;1;3;1;3;3;1;1;1;1;8;1;1;2;3;1;2;1;13;03;;03;30;37;03;02;04;70.20566;;3;;4;;3;1;2;1;03;02;04;0
5;1080;0106;01;1;2;1;1;1;1;1;6;1;3;1;3;3;1;2;3;1;6;1;1;1;2;1;1;1;03;10;13;03;05;;10;02;;88.37605;;2;0;4;;1;2;2;1;12;14;;0
5;1080;0116;01;1;1;1;1;1;1;1;6;1;1;2;2;2;1;1;1;2;6;1;1;2;1;2;2;1;01;10;;15;26;32;15;16;17;214.1833;;2;0;4;;2;1;1;1;15;17;29;0
5;1080;0118;01;1;1;1;1;1;1;1;7;1;2;1;1;1;1;1;1;1;8;3;1;2;2;1;1;1;22;24;03;03;04;27;03;17;25;197.0237;;2;0;2;2;1;1;1;1;13;11;;0
5;1080;0123;01;1;1;1;1;1;1;1;7;1;1;1;3;3;1;1;1;1;8;1;1;2;1;3;1;2;01;18;;34;25;32;09;16;17;257.0925;3;3;;4;;2;2;2;2;11;15;18;0
5;1080;0142;01;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;10;13;;13;03;02;10;04;;75.28173;;3;;4;;3;1;1;1;17;15;;0
5;1090;0001;01;1;1;1;1;1;1;1;6;1;2;1;2;2;1;1;1;1;7;2;1;2;2;1;1;1;01;22;25;01;05;02;03;04;;87.44495;;1;0;4;;2;1;2;2;17;;;0
5;1090;0006;01;1;1;1;1;1;1;1;1;1;2;1;2;2;1;1;2;2;1;2;1;1;1;1;1;2;03;07;24;03;02;04;04;17;03;90.41267;2;1;0;4;;0;0;0;0;17;04;03;0
5;1090;0014;02;2;1;2;1;1;1;1;6;1;1;1;1;2;1;1;1;1;4;2;1;2;2;1;1;2;31;25;24;22;34;35;13;04;17;178.5878;2;1;0;2;1;2;3;2;1;12;02;11;0
5;1090;0031;01;1;1;1;1;1;1;1;7;2;2;2;2;2;2;1;2;1;7;2;1;2;2;1;1;3;03;02;24;03;18;13;11;16;02;87.44495;2;1;0;2;2;2;1;2;1;11;04;02;0
5;1090;0034;01;1;1;1;1;1;1;1;7;2;2;1;1;2;1;1;1;1;7;3;1;2;2;1;1;2;24;01;36;04;03;01;04;03;01;90.41267;1;1;2;4;;0;0;0;0;04;;;0
5;1090;0060;01;1;1;2;3;3;3;3;1;3;3;3;3;3;3;3;3;3;;3;3;3;3;3;3;3;03;;;;;;17;11;06;99.36278;;3;;4;;0;0;0;0;17;04;03;0
5;1090;0069;01;1;1;1;1;1;1;1;4;1;2;1;2;2;1;2;1;1;6;1;1;2;2;1;1;2;22;01;03;22;04;01;04;02;17;90.41267;3;3;;4;;0;0;0;0;17;21;02;0
5;1090;0076;03;1;1;1;1;1;1;1;7;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;01;24;06;01;03;06;01;03;06;390.5477;2;3;;4;;2;1;1;1;03;21;29;0
5;1090;0079;02;1;1;1;1;1;1;1;6;1;1;1;1;2;1;1;1;1;4;2;1;2;2;1;1;1;24;34;25;04;14;11;01;03;17;257.9042;1;1;0;4;;2;1;2;1;03;17;21;0
5;1090;0081;01;2;1;1;1;2;2;1;7;2;2;1;2;2;1;1;2;1;3;2;1;2;2;1;2;2;18;07;25;22;21;37;31;26;32;178.5878;2;3;;4;;2;1;2;3;16;11;04;0
