commune_id,iris_id,geometry,departement_id
59426,594260101,"POLYGON ((712371.3 7072170.6, 712332.2 7072116.1, 712271 7072066.3, 712249.2 7072049.2, 712139.4 7072000.3, 712124 7071995.8, 711927.2 7071925.5, 711899.8 7071915.3, 711738.5 7071804.8, 711722.1 7071793.4, 711649.6 7071747.5, 711634 7071738.1, 711627.9 7071735.9, 711621 7071743.3, 711612.9 7071753.2, 711559.05 7071823.4, 711496.8 7071908.1, 711488.9 7071921.7, 711476.2 7071938, 711471.3 7071943.2, 711458.7 7071955.6, 711399.6 7072010.4, 711377.9 7072029.5, 711368.8 7072037.2, 711360.6 7072043.4, 711335.7 7072061, 711283.6 7072096.5, 711253 7072116.8, 711235.2 7072127.2, 711247.3 7072137.7, 711429.7 7072268.7, 711438.6 7072272, 711446.7 7072274.2, 711488.7 7072287.1, 711500.8 7072290.9, 711576.6 7072314.9, 711846.6 7072400.5, 711883.1 7072412.7, 711911.9 7072424.5, 711928.8 7072431.8, 711944.1 7072439.5, 711961.3 7072449, 711975.4 7072457.6, 711986.8 7072465.3, 711997.6 7072473, 712005.8 7072479.9, 712015 7072488.3, 712028.2 7072502.8, 712029.4 7072504.7, 712025.4 7072507.2, 712017.4 7072512.1, 712009.1 7072516.9, 712000.8 7072521.5, 712135.1422720273 7072595.348152752, 712243.775 7072651.1, 712506.7 7072706.8, 712632.6 7072728.9, 712831.5 7072528.9, 712826.8 7072515.8, 712816.1 7072486.6, 712808.6 7072466.7, 712801.4 7072450.2, 712794.1 7072437.9, 712785.4 7072444, 712723.3 7072446.9, 712623.6 7072428.4, 712605.5 7072424.5, 712597.4 7072420.8, 712572.3 7072403.6, 712568.4 7072400, 712548.5 7072379.5, 712517.05 7072345.8, 712437.2 7072258.2, 712429 7072249.2, 712391.6 7072204.2, 712387.6 7072198.8, 712371.3 7072170.6))",59
59350,593500207,"POLYGON ((704887.2 7061258.9, 704885.2 7061254.8, 704800.2 7061081.9, 704799 7061079.5, 704790.7 7061063.6, 704785.7 7061055.9, 704777.4 7061045.4, 704760.1 7061026.6, 704756.3 7061022.5, 704754.6 7061020.7, 704747.1 7061013.1, 704740 7061006.6, 704608.1 7060915.4, 704499.4 7060843.4, 704450.5 7060808.2, 704420.1 7060788.1, 704244.3 7060675.5, 704240.7 7060673.1, 704219.7 7060697.3, 704214.2 7060703.6, 704145.5 7060779.8, 704212.7 7060818.7, 704250.2 7060840.5, 704264.8 7060849.1, 704313.2 7060877.9, 704317.4 7060880.4, 704324.1 7060884.5, 704356.3 7060924.4, 704357.6 7060929.9, 704357.7 7060937.6, 704350.1 7060975.7, 704348.8 7060982, 704337.4 7061037.2, 704325 7061095.5, 704313.7 7061132.5, 704303.3 7061170.6, 704316.8 7061173.7, 704352.9 7061270.699999999, 704351.55 7061390.8, 704350.6 7061422.7, 704349 7061475.7, 704347.6 7061498, 704347.5 7061499.3, 704346.2 7061511.2, 704345.6 7061516.1, 704343.4 7061532.7, 704342 7061542.2, 704340.9 7061550.3, 704340.2 7061555.8, 704340.2 7061556.2, 704344.2 7061555.3, 704362.5 7061552.6, 704405.6 7061543.4, 704456 7061530.2, 704502.4 7061515.4, 704537.7 7061502.2, 704565.8 7061491.4, 704596.1 7061478.1, 704603.2 7061474.9, 704631.1 7061462.1, 704659.4 7061448.2, 704683.7 7061435.4, 704711.7 7061417.5, 704745.4 7061393.5, 704800.5 7061346.4, 704847.7 7061298.4, 704887.2 7061258.9))",59
59646,596460302,"POLYGON ((708999.9 7061723.9, 708993 7061710.2, 708793.325 7061630.1, 708541.8 7061659.6, 708468 7061709.3, 708466.4 7061714.5, 708425.9 7061846.2, 708425.1 7061848.8, 708416.2 7061864.5, 708216.8 7061890.8, 708209.1 7061889.7, 708200.5 7062063, 708286.6 7062272.550000001, 708367.5 7062387.2, 708428.9 7062418, 708438.5 7062424.3, 708438.7 7062424.5, 708418.3 7062481.9, 708331.4 7062613.5, 708182.9 7062874.8, 708165.6 7062917, 708138.1 7062967.2, 708073.1 7063085.9, 708062.1 7063106.1, 708058.8 7063112.2, 708060.8 7063112.1, 708066.9 7063111.7, 708136.6 7063105.8, 708364.1 7063086.35, 708440.6 7063079.7, 708456.7 7063078.3, 708660.7 7063059.8, 708904.3 7063037.5, 709164 7063014.6, 709225 7063009, 709224.4 7063005.6, 709095 7062775.1, 709055.3 7062461.3, 709059.7 7062452.6, 709059.9 7062452.2, 709062.7 7062444, 709063.5 7062434.5, 709063.7 7062432.4, 709085.2 7062197.7, 709101.7 7062001.6, 709069 7061894.5, 709027.9 7061784.2, 709003 7061730.9, 708999.9 7061723.9))",59
59599,595991202,"POLYGON ((712218.9 7069741.2, 712160.8 7069758.4, 712076.25 7069784.1, 712018.7 7069801.7, 712007.4 7069805.2, 711998.1 7069842.3, 711971.1 7069947.8, 711972.3 7070026.6, 711977.3 7070106.6, 711978.6 7070126.9, 711978.9 7070131.5, 711979.7 7070137.3, 711981.5 7070145.5, 712075.7 7070460, 712087.1 7070493.9, 712092 7070504.4, 712156.8 7070488.4, 712176.5 7070483.2, 712201.6 7070476.4, 712240.7 7070465.3, 712258.1 7070396.2, 712324.3 7070339.9, 712375.4 7070297.4, 712372 7070292.5, 712393.4 7070190.4, 712415.7 7070176.3, 712452.4 7070144.6, 712420.8 7070051.8, 712389.9 7069961.9, 712345.2 7069846.7, 712330.6 7069813.6, 712318.5 7069814.6, 712311.9 7069814.3, 712304.2 7069813.1, 712296.6 7069810.5, 712286.9 7069805.7, 712258.8 7069790, 712250.8 7069785.1, 712243.4 7069779.9, 712238.8 7069775.4, 712233.5 7069768.8, 712228.8 7069759.8, 712218.9 7069741.2))",59
59360,593600202,"POLYGON ((700749.5 7056627.3, 700686.8 7056627.3, 700680.6 7056627.6, 700673.2 7056630, 700665.8 7056635.7, 700658.1 7056644.1, 700650.2 7056655, 700513.75 7056873.1, 700464.7555656412 7056968.411108147, 700451.4 7057134.5, 700536.1 7057157.1, 700536 7057189.2, 700547 7057174.2, 700558.2 7057164.7, 700567.6 7057158.1, 700586.2 7057145.1, 700588.2 7057143.8, 700621 7057122.6, 700861.7 7056880.050000001, 701005.5 7056647.1, 701009.7 7056640.2, 700999.4 7056633.4, 700985.6 7056629.7, 700969.7 7056628.7, 700904 7056629.4, 700867.5 7056629.2, 700749.5 7056627.3))",59
59332,593320000,"POLYGON ((714918.7 7063533.2, 714922.7 7063529, 714944.9 7063517.3, 715194.2 7063371.3, 715219.4 7063347.4, 715146 7063275.2, 714979.6 7063113.4, 714851.4 7063004.1, 714826.5 7062982.8, 714820.4 7062989.5, 714772.6 7063040.8, 714697.2 7063124.6, 714662.2 7063165.1, 714665.3 7063166.9, 714630.6 7063214.7, 714626.9 7063219.8, 714587.6 7063277.3, 714579.6 7063290.4, 714576.8 7063299.2, 714604.3 7063315, 714726.65 7063391.300000001, 714891 7063498, 714918.7 7063533.2))",59
59378,593780303,"POLYGON ((707323.9 7061714, 707116.9 7061663.7, 706993 7061605.5, 706992.6 7061612.3, 706992.5 7061614.1, 706990.7 7061639.1, 706990.3 7061643.9, 706985.2 7061672.5, 706980 7061695, 706973.2 7061720.3, 706954.3 7061774.4, 706946.7 7061793.9, 706944.4 7061799.5, 706932.3 7061826.1, 706921.1 7061849.8, 706904.2 7061876.8, 706898.4 7061885.9, 706888.3 7061901.5, 706873.8 7061921.6, 706860.1 7061939.8, 706844.7 7061958.1, 706819.4 7061984.3, 706754.55 7062048.2, 706638 7062161.5, 706511.6 7062282.2, 706474.3 7062317.3, 706447 7062339.8, 706430 7062352.6, 706424.1 7062357.1, 706427.9 7062361.1, 706435.8 7062380.8, 706450.5 7062396.9, 706460.4 7062406.4, 706647.1 7062601.1, 706656.7 7062610.9, 706657 7062611.2, 706659.8 7062609.4, 706665.1 7062605.7, 706670.6 7062601.6, 706683.4 7062591.9, 706736.2 7062551.9, 706758.4 7062535.3, 706788.9 7062513.8, 706820.6 7062492.4, 706898.5 7062440.8, 706931 7062421.7, 706953 7062408.9, 707003 7062385.9, 707011.65 7062382.15, 707018.2 7062379.6, 707030.7 7062375.5, 707051.1 7062369, 707279.6078371443 7062354.208676899, 707465.4 7062421.4, 707470.2 7062423.4, 707475.2 7062425.6, 707479.7 7062429.8, 707523.9 7062472.6, 707528.2 7062476.8, 707546.7 7062495, 707557.2 7062507.1, 707574.4 7062534.1, 707583.9 7062549.1, 707625 7062615.1, 707634.1 7062629.5, 707652.9 7062642.7, 707745 7062706.5, 707786.3 7062734.3, 707815.6 7062751.7, 708155 7062918.8, 708165.6 7062917, 708182.9 7062874.8, 708331.4 7062613.5, 708418.3 7062481.9, 708438.7 7062424.5, 708438.5 7062424.3, 708438.2 7062424.4, 708434.5 7062425.3, 708421.7 7062425.9, 708409.4 7062425.3, 708396.9 7062423.3, 708023 7062357.8, 707984.6 7062347.1, 707973 7062343.2, 707942.3 7062331.9, 707905.4 7062318.1, 707872.1 7062304.3, 707839.3 7062289.5, 707804.3 7062265.5, 707787.9 7062251.1, 707774.5 7062238, 707763 7062225.6, 707731.2 7062187.2, 707621.1499999999 7062048.050000001, 707474.5 7061860.8, 707434.7 7061810, 707386.6 7061751.9, 707355 7061714.3, 707323.9 7061714))",59
59350,593500704,"POLYGON ((703666.4 7056022.3, 703664.7 7056038.9, 703657.1 7056108.8, 703656.2 7056112.7, 703654.8 7056117.8, 703637.7 7056171, 703620.1 7056225, 703606.4 7056265.6, 703592.2 7056296.6, 703565.4 7056355.1, 703528.3 7056429.8, 703490.8 7056499.1, 703474.4 7056528.8, 703526.4 7056520.3, 703557.5 7056515.7, 703586.5 7056511.5, 703601.4 7056509.3, 703760.6 7056485, 703779.5 7056481.7, 703788.3 7056479.8, 703796.6 7056477.5, 703809.4 7056473.2, 703819.3 7056469.4, 703821.7 7056468.4, 703833.5 7056463, 703835 7056462.2, 703841.1 7056458.8, 703848.5 7056454.4, 703999.6 7056354.6, 704028.2 7056336.1, 703986.8 7056255, 703921.05 7056125.9, 703876.3 7056036, 703868.6 7056019.7, 703859 7055999.1, 703849.2 7056000.5, 703682.8 7056021.3, 703666.4 7056022.3))",59
59368,593680102,"POLYGON ((704855.2 7062380.7, 704864.2 7062357.4, 704963.1 7062089.2, 704987.9 7062022.1, 704937.9 7062018, 704895.1 7062014.5, 704865.9 7062012.2, 704846.7 7062010.7, 704815.3 7062008.3, 704778.8 7062004.3, 704618.2 7062025.8, 704596.1 7062019.1, 704523.8 7061985.1, 704522.3 7061984.2, 704521.6 7061988.1, 704492.3782306188 7062151.195523255, 704493.4 7062307.5, 704512.7 7062334.3, 704524.9 7062351.6, 704532.9 7062366.1, 704641.3669612028 7062410.050174032, 704780.5 7062409.7, 704855.2 7062380.7))",59
59648,596480103,"POLYGON ((702809.4 7055055.1, 702856.4 7055142.2, 703032.1 7055411.2, 703250.3 7055605.8, 703302.9233744458 7055749.896924878, 703317.1 7055911.8, 703359.2 7055930.8, 703375.4 7055937.8, 703488.4 7055982.8, 703645.2 7055994.3, 703669.5 7055996.9, 703666.4 7056022.3, 703682.8 7056021.3, 703849.2 7056000.5, 703859 7055999.1, 703837.8 7055953.6, 703789.2 7055852.9, 703783.2 7055841.4, 703758.8 7055795.1, 703753.1 7055784.3, 703713.4 7055711.5, 703672.4 7055637.2, 703646 7055575.9, 703643 7055568.1, 703640.4 7055559.1, 703638.6 7055548.1, 703629.4 7055477.8, 703628.1 7055460.6, 703624.8 7055412.6, 703623.9 7055399.3, 703623.3 7055380.7, 703622.7 7055360.6, 703622.4 7055346.2, 703616.9 7055072.5, 703617.1 7055039.4, 703617.5 7054991.3, 703617.9 7054968.5, 703603 7054966.3, 703502.2875 7054958.3875, 703330.35 7054983.15, 703187.9 7055003.8, 703182.8 7055004.2, 703176.7 7055004.3, 703172 7055003.2, 703169 7055000.7, 703166.7 7054997.3, 703161.9 7054985.4, 703147.9 7054987.9, 702867.5 7055055, 702856.4 7055055.6, 702809.4 7055055.1))",59
59017,590170103,"POLYGON ((690516.1 7066370.5, 690529.8 7066362.4, 690848.6 7066170.9, 691146.3 7065993.7, 691259.3 7065934.2, 691342.3 7065914.1, 691353.8 7065910.3, 691298.8 7065890.6, 691273.9 7065879.1, 691247.9 7065865.7, 691230.6 7065856.7, 691200.5 7065837.6, 691198.3 7065836.2, 691192.8 7065831.8, 691179.7 7065821, 691112.25 7065765.325, 691033.1 7065700, 691004.5 7065676.4, 690958.6 7065638.6, 690933.9 7065618.3, 690917.8 7065605.1, 690891.8 7065590, 690875 7065582.1, 690811.2 7065560.1, 690807.6 7065558.9, 690743.2 7065371.8, 690808.6 7065256.7, 690819.3 7065238.2, 690885.6 7065129.2, 690947.15 7065037.2, 691072.1 7064985.8, 691083.2 7064982.4, 691190 7064959.2, 691222.2 7064952.6, 691226.9 7064951.8, 691231.7 7064951.1, 691230.7 7064946.2, 691228.6 7064939.3, 691226.7 7064935.3, 691186.4 7064881.9, 691185.6 7064880.7, 690968.5 7064936.3, 690966.6 7064936.9, 690938.6 7064946.9, 690897 7064961.5, 690792.2 7064992.5, 690617 7065055.2, 690595.1 7065063.1, 690499.3 7065103.2, 690461.6 7065119, 690387.3 7065155.9, 690297.6 7065203.2, 690158.8 7065276.6, 690049.7 7065342.7, 689940.5 7065408.8, 689848.4 7065464.5, 689819.5 7065476.8, 689841.6 7065496.2, 689843.4 7065499.6, 689898.1 7065613.3, 690052.15 7065944.949999999, 690129.9 7066139.7, 690285.4 7066467.7, 690303.2 7066497, 690309.5 7066493.2, 690336.6 7066477, 690422.9 7066425.45, 690486.9 7066387.9, 690498.7 7066380.9, 690516.1 7066370.5))",59
59524,595240101,"POLYGON ((691972.6 7048434.3, 691969.3 7048443.8, 691965.7 7048487.6, 691965.4 7048511.7, 691968.9 7048840.8, 691968.8 7048955, 692074.6 7049030.8, 692111.8 7049069, 692419.5 7049340.1, 692489.4 7049400.8, 692525.5 7049447.4, 692560.9 7049586.5, 692590.5 7049721.4, 692591.4 7049726.5, 692591.1 7049731.6, 692534.2 7049892.425000001, 692477.2 7050050.5, 692457.1 7050099.3, 692427.1 7050172.2, 692319.7 7050440.1, 692312.1 7050459.1, 692295 7050511.5, 692261.8 7050616.3, 692237.25 7050736.699999999, 692211.2 7050875.1, 692209.9 7050898.9, 692205.2 7050898.1, 692124.5 7050877.2, 692113.1 7050873.5, 692072.4 7050858.1, 692046.3 7050848, 692026.2 7050838.9, 692021.7 7050835.4, 691945.9 7050756.800000001, 691864.2 7050658.4, 691878.3 7050641.1, 691880.7 7050636.2, 691881.3 7050632.2, 691880.3 7050628.4, 691877.5 7050625.2, 691860.5 7050615.5, 691767.5 7050566.5, 691732.9 7050550.4, 691589.65 7050667.55, 691484.5 7050790.7, 691483.7 7050795.8, 691480.7 7050800.7, 691473.2 7050809.5, 692106.5 7051129.1, 692372 7051272.9, 692663.3 7051459.85, 692874 7051595.1, 693033.3 7051511.2, 693140.6948418521 7051490.898500482, 693251.6 7051530.9, 693386 7051613.3, 693400.7 7051621.6, 693602.8 7051734.8, 693717.6 7051758.2, 693729.1 7051757.1, 693741.4 7051757.1, 693757.3 7051758.7, 693778.6 7051765.2, 693888.5 7051802.6, 693920.4 7051815, 693937.1 7051822.6, 693947.1 7051830.5, 693967.3 7051851.2, 693973.8 7051833.5, 693701 7051610.1, 693668.6 7051400.1, 693714 7051222.6, 693847.3 7050905.6, 693891.8 7050775.1, 693944.2 7050656.7, 693964.9 7050611.1, 693974.6 7050592.5, 693982.3 7050580.8, 693989.3 7050570.3, 693996.5 7050560.2, 694040.6 7050506.1, 694113.9 7050436.3, 694124.9 7050419.8, 694130.3 7050411.6, 694141.5 7050394.5, 693870.5 7050341.3, 693776.8 7050307.1, 693617.8 7050186, 693562.5 7050136.6, 693548.9 7050122.8, 693542.1 7050115, 693537.8 7050106.6, 693531 7050088.5, 693521.2 7050058, 693517.2 7050043.5, 693511.5 7050010.3, 693477.1 7049921.7, 693441.8 7049835, 693386.919627853 7049761.380372148, 693277.3 7049621.2, 693206.8 7049546.5, 693171.2 7049524.5, 693121.3 7049570.6, 693105.3 7049573.6, 693090.7 7049573.6, 693084 7049572, 693023.9 7049525.6, 692988.3 7049498, 692978.2 7049359.9, 692954.9001523777 7049037.802117597, 692934.8 7048761.2, 692932.9 7048735.1, 692816 7048592.6, 692739.8 7048499.5, 692721.1 7048500.2, 692529.4 7048508.6, 692448.8 7048512.2, 692303.45 7048524.199999999, 692204.1 7048537.6, 692050.3 7048553, 692034.6 7048531.6, 691972.6 7048434.3))",59
59646,596460203,"POLYGON ((708216.6 7064108.6, 708230 7064086.6, 708318.8 7063931.3, 708469.1 7063821, 708478.5 7063814.3, 708490.1 7063807.6, 708505 7063800.3, 708647.5 7063740.6, 708719.6 7063710.9, 708725 7063708.7, 708787.6 7063685.2, 708816.3 7063674.8, 708931.8 7063633.75, 709030.3 7063609.5, 709213.8 7063568.2, 709227.1 7063564, 709214.4 7063543, 709252.9 7063423.4, 709277.5 7063141.1, 709256.3999999999 7063094.25, 709231.1 7063030, 709225.4 7063011.4, 709225 7063009, 709164 7063014.6, 708904.3 7063037.5, 708660.7 7063059.8, 708456.7 7063078.3, 708440.6 7063079.7, 708364.1 7063086.35, 708136.6 7063105.8, 708066.9 7063111.7, 708060.8 7063112.1, 708058.8 7063112.2, 708050.4 7063127.4, 707884.9036461845 7063437.992466312, 707872.9 7063560.6, 707938.9 7063669.7, 708025.4 7063817.9, 708079 7064003.3, 708088.9 7064081.5, 708214.5 7064112.1, 708216.6 7064108.6))",59
59328,593280201,"POLYGON ((700603.4 7062361.4, 700612.6 7062365.8, 700948.4 7062267.2, 701217.5 7062049.2, 701311.5 7061969.2, 701307.9 7061965.2, 701289.7 7061947.2, 701105.2 7062008.7, 701100.7 7062011.2, 701096.2 7062012.8, 701091.3 7062014.1, 701086.7 7062014.7, 701081.7 7062014.8, 701077.7 7062014.3, 701073.4 7062013.3, 701069.1 7062012, 701064.9 7062010.5, 701060.6 7062008.5, 701038.5 7061995.3, 701036.5 7061994.1, 700949.3 7061941.3, 700877.8 7061842.4, 700851.2 7061751, 700823.4 7061576.9, 700824.3 7061435.9, 700858.8 7061327.5, 700959.2 7061276.1, 700968.3 7061272.2, 700978.3 7061269.9, 700981.7 7061269.7, 700986.5 7061269.9, 700991.2 7061270.3, 700995.8 7061271.5, 701000.5 7061272.8, 701005.6 7061275, 701009.4 7061277.3, 701014.2 7061280.8, 701019.1 7061285.4, 701022 7061289, 701025.2 7061295.4, 701048.475 7061378.225, 701066.2 7061441.4, 701120.5 7061497.3, 701176.9 7061501.9, 701166.6 7061488.8, 701149.8 7061466.5, 701138.8 7061448.6, 701123.5 7061421.1, 701117.4 7061410.1, 701112.6 7061399, 701104 7061379, 701100.3 7061370.2, 701090.1 7061343.6, 701041.9 7061213, 700938.2 7060941.8, 700936 7060936.9, 700927 7060951.6, 700876.3 7061048.9, 700629.4 7061334.8, 700468.5 7061377.5, 700439 7061400.8, 700424.1 7061413.8, 700406.5 7061433.5, 700393.7 7061448.2, 700339.1 7061507.9, 700332.6 7061515, 700317.9 7061530.8, 700312.3 7061536.8, 700299.9 7061550.3, 700283.1 7061568.6, 700271.4 7061581.9, 700241.6 7061616.1, 700231 7061631, 700171.8 7061731.4, 700170.9 7061733, 700173.8 7061734.3, 700176.5 7061735.5, 700318.9 7061798.4, 700331.6 7061804, 700348.4 7061811.4, 700355.5 7061814.5, 700372.9 7061818.7, 700508.5 7061850.7, 700539.5 7061858, 700631.8871185727 7061984.669168306, 700686.9 7062109.6, 700612.3 7062333.7, 700603.4 7062361.4))",59
59650,596500101,"POLYGON ((712587.5 7068479.2, 712577.7 7068469.3, 712509.9 7068400.3, 712494.4 7068384.1, 712480.7 7068369.5, 712464 7068349.4, 712450 7068332.1, 712426.6 7068302, 712430.7 7068282.6, 712449.6 7068246.5, 712574.3 7068011.9, 712582.1 7067997.3, 712607.8 7067949.6, 712618.9 7067929.3, 712641.5 7067895.4, 712673.1 7067848.8, 712682.1 7067836.3, 712670.4 7067828.3, 712619.55 7067876.05, 712554.1 7067892, 712425.9 7067905.5, 712420.9 7067908.1, 712395.6 7067921.4, 712384.4 7067927.3, 712361.7 7067939.3, 712355.9 7067949.8, 712334.4 7067989.5, 712233.3500000001 7068206.95, 712158.9 7068435.4, 712345 7068703.1, 712362.6 7068719.6, 712367.9 7068714.9, 712449.8 7068629.4, 712512.8 7068561.1, 712561.5 7068506.8, 712587.5 7068479.2))",59
59507,595070104,"POLYGON ((706798.9 7057890.6, 706801.8 7057886.3, 706843.8 7057822.4, 706861.9 7057796.2, 706905.9 7057721.4, 706928.7 7057682.6, 706940.1 7057663.1, 707025.45 7057469.8, 707134.7 7057266.4, 707247.4 7057141, 707301.8 7057088.5, 707329.1 7057067.2, 707357.6 7057083.4, 707375.5 7057098.3, 707392.8 7057118.2, 707409.4 7057142.5, 707422.5 7057168.2, 707438.9 7057205.8, 707445.1 7057223.6, 707670.8015768945 7057177.160459112, 707920.5 7057088.449999999, 708009 7057031.7, 708142.1 7056949.5, 708070.8 7056820.7, 708056.9 7056795.5, 708039.8 7056737.4, 708049.8 7056658.3, 707890.4 7056336.1, 707737.7 7056208.1, 707580.575 7056035.45, 707428.3 7055869, 707343.2 7055775.7, 707343 7055792.9, 707341.9 7055822.9, 707340.7 7055847, 707338.8 7055868.1, 707336.3 7055892.1, 707332.6 7055920.2, 707329.1 7055944.9, 707323.5 7055973.1, 707318.6 7055996.6, 707312.4 7056024, 707310.9 7056029.4, 707307.6 7056041.1, 707299.6 7056068.9, 707289.9 7056100.1, 707274.7 7056141.5, 707267.6 7056160.6, 707238.3 7056224.6, 707218.5 7056263.4, 707212.1 7056274.5, 707211.4 7056275.5, 707205.4 7056286.2, 707186.2 7056316.7, 707160.8 7056355.3, 707135.2 7056388.2, 707096 7056434.8, 707060.2 7056471.9, 707022.8 7056509.7, 706976.5 7056555.7, 706830.494983768 7056703.042511722, 706635 7056904.7, 706540.1 7057001.8, 706485.5 7057058.5, 706220.9485708425 7057333.798150959, 706019.1 7057547.4, 705962.1000000001 7057593.35, 705864.4 7057651.8, 705851 7057659.3, 705850 7057659.4, 705851.3 7057660.4, 706144.6 7057829.3, 706181.3 7057775.2, 706266.1 7057659.8, 706356.55 7057624.699999999, 706578 7057749.1, 706702.4 7057826.1, 706746.7 7057855.6, 706798.9 7057890.6))",59
59512,595120302,"POLYGON ((712682.1 7067836.3, 712684.9 7067838.2, 712872.6000000001 7067822.25, 713152.1 7067864.5, 713209.3 7067917.8, 713231.6 7067947.7, 713257.8 7067954.2, 713266.8 7067953.2, 713273.5 7067952.4, 713279.8 7067951.7, 713341.2 7067953.5, 713418.1 7067982.3, 713540.5 7067895.2, 713706.4 7067654.8, 713719.9 7067635.2, 713698.9 7067616.7, 713658.6 7067581.8, 713652.1 7067576.3, 713633.4 7067560.1, 713530.6 7067472.5, 713297.6 7067274.3, 713233.6 7067222.2, 713143.6 7067181.7, 713139.4 7067181.2, 713135.4 7067193.4, 713031 7067447.4, 713027.9 7067454.9, 713032.4 7067458, 713023.3 7067478.9, 713011.3 7067503.6, 713003.9 7067517.3, 712993.8 7067534.6, 712975 7067563.8, 712927.3 7067625.9, 712908.7 7067643.5, 712883.3 7067666.4, 712865.2 7067682.6, 712838.9 7067704.3, 712819.7 7067718.8, 712807.9 7067726.5, 712793 7067736.2, 712773.1 7067746.8, 712685.4 7067831.5, 712682.1 7067836.3))",59
59152,591520201,"POLYGON ((700670.3 7073326.9, 700620.9 7073303.9, 700579.7 7073284.7, 700385.5 7073255.6, 700284.4 7073378.1, 700279.4 7073384.3, 700271 7073399.2, 700268 7073406.4, 700266.8 7073409.9, 700298.6 7073442.9, 700379.3 7073519.1, 700518 7073646.9, 700655.6 7073773.5, 700742 7073852.7, 700836.4 7073934.5, 700843.4 7073940.1, 700861.8 7073956.4, 700867.4 7073961.7, 700868.8 7073960.4, 700871.8 7073959.4, 700874.9 7073959.2, 700877.8 7073959.8, 700879.6 7073960.7, 700881 7073962.2, 700970.5 7073944.1, 701073.45 7073919.949999999, 701157.55 7073860.85, 701257.5 7073762.1, 701287.5 7073705.5, 701279.4 7073671.7, 701251.2 7073626.5, 701009.3 7073375.2, 700790.2 7073334.1, 700786.1 7073334, 700683.5 7073330.9, 700679.3 7073330, 700670.3 7073326.9))",59
59350,593500307,"POLYGON ((702097.7 7058448.3, 702088.7 7058468, 702093.4 7058679.8, 702238.4 7058879.5, 702256.4 7058906.3, 702262.7 7058900.5, 702286.3 7058868.1, 702322.3 7058815.7, 702346.2040189498 7058780.644038558, 702379.5 7058731.6, 702442.6 7058640.5, 702477.7 7058591.3, 702479.3 7058587.1, 702474.7 7058434.15, 702459 7058236, 702453.8 7058231.9, 702448.5 7058226.1, 702445.5 7058221.5, 702441.2 7058222.8, 702435.8 7058224.5, 702424 7058228.3, 702373.1 7058252.7, 702342.2 7058267.6, 702259.7 7058307.5, 702247 7058313.9, 702166.7 7058369.6, 702162.5 7058372.6, 702148.8 7058382.4, 702134.3 7058395.1, 702124.5 7058406, 702118.3 7058415, 702114.1 7058421.4, 702104.8 7058435.6, 702097.7 7058448.3))",59
59599,595991103,"POLYGON ((711808.4 7070238.8, 711808 7070236.2, 711808.3 7070232.9, 711626.4 7069916, 711591.1 7069879.1, 711523 7069915.8, 711515.6 7069919.8, 711429.65 7069967.6, 711344.9 7070014.4, 711245.8 7070068.3, 711240.4 7070071.2, 711212.5 7070085.6, 711203.6 7070089, 711212 7070102.8, 711221.5 7070119.3, 711223.7 7070124.2, 711227.6 7070133.1, 711234.4 7070153.6, 711239.8 7070173.7, 711241.5 7070183.7, 711242 7070196.3, 711241.6 7070216, 711240.8 7070240, 711239.9 7070249.5, 711238.5 7070264, 711232.3 7070297.3, 711224.7 7070330.4, 711222 7070343.8, 711221.3 7070347.9, 711220.8 7070357.5, 711221.8 7070368.1, 711230 7070408.2, 711234.9 7070423.9, 711239.8 7070436.5, 711246.8 7070450.3, 711254.8 7070463.6, 711262.3 7070461.1, 711349 7070426.6, 711416.6 7070399.2, 711527.3 7070353.8, 711666.4 7070296.2, 711740.6 7070265.1, 711787.4 7070246.9, 711808.4 7070238.8))",59
