DP1;DP2;ECH;PER;NDEP;D2A;D2B;D3;D4;D5A;D5B;D6;D7;D8;D8C;D9;D11;D12;MOD;MODP;MOIP;DOIB;DIST;DISP;DFIN;D11;;
3;1040;0113;02;02;22;;1040;1145;01;;;1040;1150;0005;0;;;01;01;01;290;333;333;0;9;;1
3;1040;0113;02;03;01;;1040;1325;22;;;1040;1330;0005;0;;;01;01;01;290;333;333;0;8;;1
3;1040;0113;02;04;22;;1040;1615;01;;;1040;1620;0005;0;;;01;01;01;290;333;333;0;9;;1
3;1040;0128;01;01;01;;1040;0630;13;;;1102;0645;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1040;0128;01;02;13;;1102;1530;01;;;1040;1545;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1040;0128;01;03;01;;1040;1630;33;;;1030;1650;0020;2;;;33;33;33;1940;2910;2910;0;5;;2
3;1040;0128;01;04;33;;1030;1700;01;;;1040;1720;0020;2;;;33;33;33;1940;2910;2910;0;5;;1
3;1040;0130;01;01;01;;1040;1330;33;;;1040;1345;0015;0;;;01;01;01;870;1000;1000;0;5;;3
3;1040;0130;01;02;33;;1040;1350;54;;;1040;1405;0015;0;;;01;01;01;870;1000;1000;0;5;;3
3;1040;0130;01;03;54;;1040;1415;01;;;1040;1420;0005;0;;;01;01;01;290;333;333;0;5;;1
3;1040;0130;02;01;01;;1040;0655;22;;;1270;0700;0005;1;;;22;22;22;4439;7386;7386;0;8;;1
3;1040;0130;02;02;22;;1270;1800;02;;;1270;1805;0005;1;;;22;22;22;177;319;319;0;5;;2
3;1040;0163;01;01;01;;1040;0900;33;;;1040;0910;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1040;0163;01;02;33;;1040;0920;01;;;1040;0930;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1040;0163;01;03;01;;1040;1800;13;;;1050;1805;0005;1;;;21;21;21;1725;2273;2273;0;5;;2
3;1040;0071;01;01;01;;1040;0815;61;22;;1100;0820;0005;0;;;01;01;01;290;333;333;0;5;;3
3;1040;0071;01;02;63;22;1100;0825;61;22;;1040;0829;0004;0;;;01;01;01;232;267;267;0;5;;3
3;1040;0071;01;03;63;22;1040;0830;01;;;1040;0835;0005;0;;;01;01;01;290;333;333;0;5;;1
3;1040;0071;01;04;01;;1040;1600;64;22;;1100;1605;0005;0;;;01;01;01;290;333;333;0;5;;2
3;1040;0071;01;05;62;22;1100;1610;01;;;1040;1615;0005;0;;;01;01;01;290;333;333;0;5;;1
3;1040;0071;01;06;01;;1040;1755;64;22;;1040;1800;0005;0;;;01;01;01;290;333;333;0;5;;2
3;1040;0071;01;07;62;22;1040;1800;01;;;1040;1805;0005;0;;;01;01;01;290;333;333;0;5;;1
3;1040;0071;02;01;01;;1040;0815;61;22;;1100;0820;0005;0;;;01;01;01;290;333;333;0;3;;2
3;1040;0071;02;02;63;22;1100;0825;22;;;1040;0829;0004;0;;;01;01;01;232;267;267;0;3;;2
3;1040;0071;02;03;22;;1040;1800;01;;;1040;1805;0005;0;;;01;01;01;290;333;333;0;9;;1
3;1040;0115;01;01;01;;1040;0730;11;;;9594;0750;0020;1;;;21;21;21;12291;19107;14573;0;6;;1
3;1040;0115;01;02;11;;9594;1630;01;;;1040;1645;0015;1;;;21;21;21;12291;18369;13829;0;7;;1
3;1040;0115;01;03;01;;1040;1900;52;;;1030;2000;0060;0;;;01;01;01;3478;4000;4000;0;5;;2
3;1040;0115;01;04;52;;1030;2000;01;;;1040;2100;0060;0;;;01;01;01;3478;4000;4000;0;5;;1
3;1040;0171;01;01;01;;1040;0900;61;21;;1100;0915;0015;0;;;01;01;01;870;1000;1000;0;1;;2
3;1040;0171;01;02;63;21;1100;0938;11;;;1010;1000;0022;2;;;33;33;33;3233;4850;4850;0;1;;2
3;1040;0171;01;03;11;;1010;1500;01;;;1040;1525;0025;1;;;33;33;33;2502;3753;3753;0;7;;1
3;1040;0171;01;04;01;;1040;1830;11;;;1010;1900;0030;1;;;33;33;33;2502;3753;3753;0;6;;1
3;1040;0171;01;05;11;;1010;2230;01;;;1040;2300;0030;1;;;33;33;33;2502;3753;3753;0;7;;1
3;1040;0171;02;01;01;;1040;1530;52;;;1270;1630;0060;2;;;31;31;21;3441;5180;5180;0;5;;2
3;1040;0171;02;02;52;;1270;1630;01;;;1040;1730;0060;1;;;21;21;21;3472;8761;8761;0;5;;1
3;1040;0171;02;03;01;;1040;1800;64;21;;1100;1815;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1040;0171;02;04;62;21;1100;1820;01;;;1040;1835;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1040;0009;01;01;01;;1040;1830;31;;;1011;1855;0025;1;;;33;33;33;2466;3698;3698;0;5;;2
3;1040;0009;01;02;31;;1011;1935;01;;;1040;2000;0025;1;;;33;33;33;2466;3698;3698;0;5;;1
3;1040;0108;01;01;01;;1040;0750;61;23;;1103;0803;0013;1;;;21;21;21;1656;2324;2324;0;5;;2
3;1040;0108;01;02;63;23;1103;0805;01;;;1040;0815;0010;1;;;21;21;21;1656;2696;2696;0;5;;1
3;1040;0108;01;03;01;;1040;0825;61;22;;1050;0835;0010;1;;;21;21;21;1606;2703;2703;0;5;;2
3;1040;0108;01;04;63;22;1050;0840;01;;;1040;0850;0010;1;;;21;21;21;1606;2721;2721;0;5;;1
3;1040;0108;01;05;01;;1040;1110;64;22;;1050;1120;0010;1;;;21;21;21;1606;2703;2703;0;5;;3
3;1040;0108;01;06;62;22;1050;1125;61;41;;1030;1135;0010;1;;;21;21;21;716;1544;1544;0;5;;3
3;1040;0108;01;07;61;41;1030;1210;01;;;1040;1225;0015;1;;;21;21;21;948;1742;1742;0;5;;1
3;1040;0108;01;08;01;;1040;1320;61;22;;1050;1330;0010;1;;;21;21;21;1606;2703;2703;0;5;;6
3;1040;0108;01;09;63;22;1050;1335;13;;;1030;1355;0020;1;;;21;21;21;1724;2339;2339;0;5;;6
3;1040;0108;01;10;13;;1030;1420;13;;;1050;1430;0010;1;;;21;21;21;1442;2111;2111;0;5;;6
3;1040;0108;01;11;13;;1050;1500;42;;;1050;1510;0010;1;;;21;21;21;450;697;697;0;5;;6
3;1040;0108;01;12;42;;1050;1540;64;22;;1050;1610;0030;1;;;21;21;21;607;965;965;0;5;;6
3;1040;0108;01;13;62;22;1050;1615;01;;;1040;1625;0010;1;;;21;21;21;1606;2712;2712;0;5;;1
3;1040;0108;01;14;01;;1040;1640;41;;;1050;1650;0010;1;;;21;21;21;1391;2450;2450;0;5;;3
3;1040;0108;01;15;41;;1050;1705;41;;;1090;1725;0020;1;;;21;21;21;1855;2766;2766;0;5;;3
3;1040;0108;01;16;41;;1090;1800;01;;;1040;1830;0030;0;;;01;01;01;1739;2000;2000;0;5;;1
3;1040;0108;01;17;01;;1040;2015;54;;;1290;2030;0015;1;;;21;21;21;4081;5617;5617;0;5;;2
3;1040;0108;01;18;54;;1290;2245;01;;;1040;2300;0015;1;;;21;21;21;4081;6426;6426;0;5;;1
3;1040;0108;02;01;01;;1040;0930;33;;;1100;0935;0005;1;;;21;21;21;299;623;623;0;5;;2
3;1040;0108;02;02;33;;1100;0945;01;;;1040;0950;0005;1;;;21;21;21;299;609;609;0;5;;1
3;1040;0108;02;03;01;;1040;1000;41;;;1020;1010;0010;1;;;21;21;21;1698;2504;2504;0;5;;3
3;1040;0108;02;04;41;;1020;1130;41;;;1050;1140;0010;1;;;21;21;21;946;1421;1421;0;5;;3
3;1040;0108;02;05;41;;1050;1200;01;;;1040;1210;0010;1;;;21;21;21;1041;1910;1910;0;5;;1
3;1040;0108;02;06;01;;1040;1640;61;41;;1050;1650;0010;1;;;22;22;22;1391;2450;2450;0;5;;4
3;1040;0108;02;07;61;41;1050;1705;61;41;;1090;1725;0020;1;;;22;22;22;1855;2766;2766;0;5;;4
3;1040;0108;02;08;63;41;1090;1725;64;23;;1103;1730;0005;1;;;21;21;21;732;1544;1544;0;5;;4
3;1040;0108;02;09;62;23;1103;1730;01;;;1040;1750;0020;1;;;21;21;21;1656;2696;2696;0;5;;1
3;1040;0108;03;01;01;;1040;0750;23;;;1103;0803;0013;1;;;22;22;22;1656;2324;2324;0;8;;1
3;1040;0108;03;02;23;;1103;1030;01;;;1040;1055;0025;1;;;31;31;31;1491;2236;2236;0;9;;1
3;1040;0108;03;03;01;;1040;1100;23;;;1103;1125;0025;1;;;31;31;31;1491;2236;2236;0;8;;1
3;1040;0108;03;04;23;;1103;1730;01;;;1040;1750;0020;1;;;22;22;22;1656;2696;2696;0;9;;1
3;1040;0108;03;05;01;;1040;2015;54;;;1290;2030;0015;1;;;22;22;22;4081;5617;5617;0;5;;2
3;1040;0108;03;06;54;;1290;2245;01;;;1040;2300;0015;1;;;22;22;22;4081;6426;6426;0;5;;1
3;1040;0108;04;01;01;;1040;0750;23;;;1103;0803;0013;1;;;22;22;22;1656;2324;2324;0;8;;1
3;1040;0108;04;02;23;;1103;1730;01;;;1040;1750;0020;1;;;22;22;22;1656;2696;2696;0;9;;1
3;1040;0108;05;01;01;;1040;0825;22;;;1050;0835;0010;1;;;22;22;22;1606;2703;2703;0;8;;1
3;1040;0108;05;02;22;;1050;1615;01;;;1040;1625;0010;1;;;22;22;22;1606;2712;2712;0;9;;1
3;1040;0108;06;01;01;;1040;0825;22;;;1050;0835;0010;1;;;22;22;22;1606;2703;2703;0;8;;1
3;1040;0108;06;02;22;;1050;1125;41;;;1030;1135;0010;1;;;22;22;22;716;1544;1544;0;4;;2
3;1040;0108;06;03;41;;1030;1210;01;;;1040;1225;0015;1;;;22;22;22;948;1742;1742;0;4;;2
3;1040;0108;06;04;01;;1040;1320;22;;;1050;1330;0010;1;;;22;22;22;1606;2703;2703;0;8;;1
3;1040;0108;06;05;22;;1050;1615;01;;;1040;1625;0010;1;;;22;22;22;1606;2712;2712;0;9;;1
3;1040;0179;01;01;01;;1040;0730;41;;;1020;0750;0020;2;;;33;33;33;2532;3727;3727;0;1;;3
3;1040;0179;01;02;41;;1020;0815;32;;;1031;0825;0010;1;;;33;33;33;839;1259;1259;0;1;;3
3;1040;0179;01;03;32;;1031;0850;11;;;1030;0903;0013;1;;;33;33;33;902;1353;1353;0;1;;3
3;1040;0179;01;04;11;;1030;1810;01;;;1040;1820;0010;1;;;10;10;10;883;1253;1253;0;7;;1
3;1040;0179;01;05;01;;1040;2030;54;;;1020;2045;0015;1;;;31;31;31;1918;2877;2877;0;5;;3
3;1040;0179;01;06;54;;1020;2115;32;;;1011;2120;0005;1;;;33;33;33;910;1366;1366;0;5;;3
3;1040;0179;01;07;32;;1011;2150;01;;;1040;2220;0030;1;;;31;31;31;2823;4235;4235;0;5;;1
3;1040;0008;01;01;01;;1040;1000;32;;;1010;1015;0015;1;;;21;21;21;2312;2754;2754;0;5;;6
3;1040;0008;01;02;32;;1010;1145;30;;;1010;1155;0010;0;;;01;01;01;580;667;667;0;5;;6
3;1040;0008;01;03;30;;1010;1205;32;;;1010;1210;0005;0;;;01;01;01;290;333;333;0;5;;6
3;1040;0008;01;04;32;;1010;1255;53;;;1010;1257;0002;0;;;01;01;01;116;133;133;0;5;;6
3;1040;0008;01;05;53;;1010;1400;51;;;1014;1410;0010;0;;;01;01;01;580;667;667;0;5;;6
3;1040;0008;01;06;51;;1014;1730;01;;;1040;1800;0030;1;;;21;21;21;2312;2713;2713;0;5;;1
3;1040;0018;01;01;01;;1040;0940;25;;;1560;1025;0045;2;;;33;33;33;11079;16619;16619;0;8;;1
3;1040;0018;01;02;25;;1560;1050;01;;;1040;1140;0050;1;;;33;33;33;10107;15161;15161;0;9;;1
3;1040;0018;01;03;01;;1040;1145;25;;;1560;1230;0045;2;;;33;33;33;11079;16619;16619;0;8;;1
3;1040;0018;01;04;25;;1560;1910;53;;;1060;1940;0030;2;;;33;33;33;9196;13793;13793;0;4;;2
3;1040;0018;01;05;53;;1060;2030;01;;;1040;2055;0025;2;;;33;33;33;2614;3921;3921;0;4;;2
3;1040;0044;01;01;01;;1040;1700;52;;;1064;1730;0030;0;;;01;01;01;1739;2000;2000;0;5;;2
3;1040;0044;01;02;52;;1064;1730;01;;;1040;1800;0030;0;;;01;01;01;1739;2000;2000;0;5;;1
3;1040;0044;02;01;01;;1040;0810;11;;;9590;0840;0030;1;;;21;21;21;25024;27668;16496;0;6;;1
3;1040;0044;02;02;11;;9590;1020;13;;;1350;1100;0040;1;;;21;21;21;11115;14646;897;0;5;;4
3;1040;0044;02;03;13;;1350;1200;13;;;1350;1205;0005;1;;;21;21;21;1435;1810;1810;0;5;;4
3;1040;0044;02;04;13;;1350;1212;32;;;9590;1240;0028;1;;;21;21;21;12546;16949;5391;0;5;;4
3;1040;0044;02;05;32;;9590;1250;11;;;9590;1255;0005;1;;;21;21;21;1833;3299;0;0;5;;1
3;1040;0044;02;06;11;;9590;1900;01;;;1040;1930;0030;1;;;21;21;21;25024;27569;16489;0;7;;1
3;1040;0046;01;01;01;;1040;1130;33;;;1040;1135;0005;0;;;01;01;01;290;333;333;0;5;;2
3;1040;0046;01;02;33;;1040;1140;01;;;1040;1145;0005;0;;;01;01;01;290;333;333;0;5;;1
3;1040;0046;01;03;01;;1040;1530;32;;;1031;1545;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1040;0046;01;04;32;;1031;1645;01;;;1040;1700;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1040;0075;01;01;01;;1040;1030;33;;;1040;1042;0012;0;;;01;01;01;696;800;800;0;5;;2
3;1040;0075;01;02;33;;1040;1105;01;;;1040;1115;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1040;0076;01;01;01;;1040;1100;24;;;1043;1130;0030;0;;;01;01;01;1739;2000;2000;0;8;;1
3;1040;0076;01;02;24;;1043;1600;01;;;1040;1615;0015;0;;;01;01;01;870;1000;1000;0;9;;1
3;1040;0080;01;01;01;;1040;1200;11;;;9590;1230;0030;1;;;21;21;21;17511;26746;17136;0;6;;1
3;1040;0080;01;02;11;;9590;1700;01;;;1040;1730;0030;1;;;21;21;21;17511;26431;16888;0;7;;1
3;1040;0080;01;03;01;;1040;1800;30;;;1331;1815;0015;1;;;21;21;21;5059;7350;7350;0;5;;2
3;1040;0080;01;04;30;;1331;1945;01;;;1040;2000;0015;1;;;21;21;21;5059;8016;8016;0;5;;1
3;1040;0080;02;01;01;;1040;0830;61;22;;1040;0833;0003;0;;;01;01;01;174;200;200;0;5;;3
3;1040;0080;02;02;63;22;1040;0835;34;;;1031;0845;0010;0;;;01;01;01;580;667;667;0;5;;3
3;1040;0080;02;03;34;;1031;1020;01;;;1040;1030;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1040;0080;02;04;01;;1040;1330;54;;;1040;1335;0005;1;;;21;21;21;883;1404;1404;0;5;;2
3;1040;0080;02;05;54;;1040;1600;01;;;1040;1605;0005;1;;;21;21;21;883;1241;1241;0;5;;1
3;1040;0080;02;06;01;;1040;1615;64;22;;1040;1617;0002;0;;;01;01;01;116;133;133;0;5;;2
3;1040;0080;02;07;62;22;1040;1627;01;;;1040;1630;0003;0;;;01;01;01;174;200;200;0;5;;1
3;1040;0080;03;01;01;;1040;0830;22;;;1040;0833;0003;0;;;01;01;01;174;200;200;0;8;;1
3;1040;0080;03;02;22;;1040;1627;01;;;1040;1630;0003;0;;;01;01;01;174;200;200;0;9;;1
3;1040;0080;04;01;01;;1040;0830;22;;;1040;0833;0003;0;;;01;01;01;174;200;200;0;8;;1
3;1040;0080;04;02;22;;1040;1627;01;;;1040;1630;0003;0;;;01;01;01;174;200;200;0;9;;1
3;1040;0093;01;01;01;;1040;1005;71;01;;1015;1015;0010;1;;;21;21;21;2823;3369;3369;0;5;;2
3;1040;0093;01;02;73;01;1015;1017;01;;;1040;1030;0013;1;;;21;21;21;2823;6869;6869;0;5;;1
3;1040;0093;01;03;01;;1040;1500;54;;;9623;1550;0050;1;;;21;21;21;60732;73162;16496;0;5;;3
3;1040;0093;01;04;54;;9623;1615;42;;;1010;1715;0060;1;;;21;21;21;62859;79596;22960;0;5;;3
3;1040;0093;01;05;42;;1010;1800;01;;;1040;1820;0020;1;;;21;21;21;2671;2976;2976;0;5;;1
3;1040;0093;02;01;01;;1040;0845;25;;;1050;0900;0015;0;;;01;01;01;870;1000;1000;0;8;;1
3;1040;0093;02;02;25;;1050;1200;01;;;1040;1215;0015;0;;;01;01;01;870;1000;1000;0;9;;1
3;1040;0099;01;01;01;;1040;0815;29;;;1200;0900;0045;1;;;22;22;22;7181;18751;18751;0;5;;3
3;1040;0099;01;02;29;;1200;1130;61;01;;1050;1200;0030;1;;;22;22;22;6388;8663;8663;0;5;;3
3;1040;0099;01;03;63;01;1050;1200;01;;;1040;1205;0005;1;;;22;22;22;803;1301;1301;0;5;;1
3;1040;0099;01;04;01;;1040;2030;54;;;1040;2039;0009;1;;;33;33;33;1118;1676;1676;0;5;;2
3;1040;0099;01;05;54;;1040;2430;01;;;1040;2445;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1040;0099;02;01;01;;1040;0815;29;;;1200;0900;0045;1;;;21;21;21;7181;18751;18751;0;5;;3
3;1040;0099;02;02;29;;1200;1130;61;01;;1050;1200;0030;1;;;21;21;21;6388;8663;8663;0;5;;3
3;1040;0099;02;03;63;01;1050;1200;01;;;1040;1205;0005;1;;;21;21;21;803;1301;1301;0;5;;1
3;1040;0099;02;04;01;;1040;1250;25;;;1050;1300;0010;1;;;21;21;21;642;1687;1687;0;8;;1
3;1040;0099;02;05;25;;1050;1700;01;;;1040;1710;0010;1;;;21;21;21;642;1467;1467;0;9;;1
3;1040;0099;02;06;01;;1040;2030;54;;;1040;2039;0009;1;;;33;33;33;1118;1676;1676;0;5;;2
3;1040;0099;02;07;54;;1040;2430;01;;;1040;2445;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1040;0119;01;01;01;;1040;0730;25;;;1093;0755;0025;1;;;33;33;33;2430;3645;3645;0;8;;1
3;1040;0119;01;02;25;;1093;1730;33;;;1040;1745;0015;1;;;33;33;33;2430;3645;3645;0;4;;2
3;1040;0119;01;03;33;;1040;1800;01;;;1040;1810;0010;0;;;01;01;01;580;667;667;0;4;;2
3;1040;0122;01;01;01;;1040;0900;25;;;1253;0920;0020;3;;;33;33;33;7132;10697;10697;0;8;;1
3;1040;0122;01;02;25;;1253;1530;01;;;1040;1600;0030;2;;;33;33;33;6716;10074;10074;0;9;;1
3;1040;0123;01;01;01;;1040;0715;29;;;1102;0730;0015;2;;;33;33;33;2246;3368;3368;0;3;;3
3;1040;0123;01;02;29;;1102;1330;54;;;1010;1337;0007;1;;;33;33;33;3067;4601;4601;0;3;;3
3;1040;0123;01;03;54;;1010;1900;25;;;1302;1920;0020;1;;;33;33;33;3486;5229;5229;0;3;;3
3;1040;0123;01;04;25;;1302;2030;29;;;1102;2040;0010;1;;;33;33;33;658;987;987;0;4;;2
3;1040;0123;01;05;29;;1102;2230;01;;;1040;2245;0015;2;;;33;33;33;2246;3368;3368;0;4;;2
3;1040;0123;02;01;01;;1040;1230;25;;;1302;1300;0030;2;;;33;33;33;2528;3793;3793;0;8;;1
3;1040;0123;02;02;25;;1302;2000;01;;;1040;2030;0030;2;;;33;33;33;2528;3793;3793;0;9;;1
3;1040;0137;01;01;01;;1040;1500;33;;;1318;1520;0020;1;;;21;21;21;7091;16462;16462;0;5;;3
3;1040;0137;01;02;33;;1318;1540;32;;;1318;1600;0020;1;;;21;21;21;6078;9582;9582;0;5;;3
3;1040;0137;01;03;32;;1318;1610;01;;;1040;1640;0030;1;;;21;21;21;6876;10765;10765;0;5;;1
3;1040;0137;01;04;01;;1040;1650;51;;;1110;1700;0010;1;;;21;21;21;1441;2241;2241;0;5;;2
3;1040;0137;01;05;51;;1110;1845;01;;;1040;1850;0005;1;;;21;21;21;1441;2020;2020;0;5;;1
3;1040;0138;01;01;01;;1040;1100;42;;;1010;1130;0030;1;;;21;21;21;2218;2504;2504;0;1;;2
3;1040;0138;01;02;42;;1010;1200;11;;;1030;1220;0020;1;;;21;21;21;993;1320;1320;0;1;;2
3;1040;0138;01;03;11;;1030;1330;01;;;1040;1400;0030;1;;;21;21;21;1596;1955;1955;0;7;;1
3;1040;0138;01;04;01;;1040;1500;13;;;1254;1520;0020;1;;;21;21;21;6705;11507;11507;0;5;;2
3;1040;0138;01;05;13;;1254;1830;01;;;1040;1850;0020;1;;;21;21;21;6705;10712;10712;0;5;;1
3;1040;0138;02;01;01;;1040;0825;61;22;;1040;0830;0005;0;;;01;01;01;290;333;333;0;1;;2
3;1040;0138;02;02;63;22;1040;0830;11;;;1040;0835;0005;0;;;01;01;01;290;333;333;0;1;;2
3;1040;0138;02;03;11;;1040;1000;34;;;1030;1010;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1040;0138;02;04;34;;1030;1045;11;;;1040;1055;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1040;0138;02;05;01;;1040;1615;64;22;;1040;1620;0005;0;;;01;01;01;290;333;333;0;5;;2
3;1040;0138;02;06;62;22;1040;1620;01;;;1040;1630;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1040;0138;02;07;01;;1040;1820;61;51;;1040;1822;0002;0;;;01;01;01;116;133;133;0;5;;2
3;1040;0138;02;08;61;51;1040;1930;01;;;1040;1932;0002;0;;;01;01;01;116;133;133;0;5;;1
3;1040;0138;03;01;01;;1040;0825;22;;;1040;0830;0005;0;;;01;01;01;290;333;333;0;8;;1
3;1040;0138;03;02;22;;1040;1620;01;;;1040;1630;0010;0;;;01;01;01;580;667;667;0;9;;1
3;1040;0138;03;03;01;;1040;1820;51;;;1040;1822;0002;0;;;01;01;01;116;133;133;0;5;;2
3;1040;0138;03;04;51;;1040;1930;01;;;1040;1932;0002;0;;;01;01;01;116;133;133;0;5;;1
3;1040;0006;01;01;01;;1040;0830;11;;;1570;0900;0030;1;;;33;33;33;8068;12102;12102;0;6;;1
3;1040;0006;01;02;11;;1570;1345;32;;;1010;1405;0020;2;;;33;33;33;6241;9361;9361;0;2;;3
3;1040;0006;01;03;32;;1010;1430;33;;;1060;1440;0010;0;;;01;01;01;580;667;667;0;2;;3
3;1040;0006;01;04;33;;1060;1500;01;;;1040;1525;0025;2;;;33;33;33;3204;4805;4805;0;2;;3
3;1040;0006;01;05;01;;1040;1800;51;;;1110;1824;0024;1;;;33;33;33;1089;1633;1633;0;5;;2
3;1040;0006;01;06;51;;1110;1920;01;;;1040;1930;0010;1;;;22;22;22;1346;1661;1661;0;5;;1
3;1040;0006;02;01;01;;1040;0800;11;;;9590;0820;0020;1;;;21;21;21;12121;14924;13510;0;6;;1
3;1040;0006;02;02;11;;9590;1800;51;;;1110;1820;0020;1;;;21;21;21;11411;15127;13686;0;2;;2
3;1040;0006;02;03;51;;1110;1920;01;;;1040;1930;0010;1;;;21;21;21;1346;1661;1661;0;2;;2
3;1040;0031;01;01;01;;1040;0830;25;;;1253;0900;0030;2;;;33;33;33;7683;11524;11524;0;8;;1
3;1040;0031;01;02;25;;1253;1230;32;;;1011;1250;0020;1;;;33;33;33;5768;8652;8652;0;4;;2
3;1040;0031;01;03;32;;1011;1330;01;;;1040;1350;0020;1;;;33;33;33;2466;3698;3698;0;4;;2
3;1040;0062;01;01;01;;1040;0800;25;;;1302;0825;0025;2;;;33;33;33;1939;2908;2908;0;8;;1
3;1040;0062;01;02;25;;1302;2130;01;;;1040;2200;0030;3;;;33;33;33;2761;4141;4141;0;9;;1
3;1040;0096;01;01;01;;1040;0800;25;;;1050;0810;0010;0;;;01;01;01;580;667;667;0;8;;1
3;1040;0096;01;02;25;;1050;2000;01;;;1040;2010;0010;0;;;01;01;01;580;667;667;0;9;;1
3;1040;0096;01;03;01;;1040;2200;53;;;1030;2210;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1040;0096;01;04;53;;1030;2400;01;;;1040;2410;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1040;0102;01;01;01;;1040;0645;71;01;;1015;0710;0025;1;;;33;33;33;2887;4330;4330;0;3;;2
3;1040;0102;01;02;73;01;1015;0740;25;;;1470;0805;0025;1;;;33;33;33;9332;13998;13998;0;3;;2
3;1040;0102;01;03;25;;1470;1630;33;;;1040;1710;0040;1;;;33;33;33;12181;18271;18271;0;4;;2
3;1040;0102;01;04;33;;1040;1720;01;;;1040;1725;0005;0;;;01;01;01;290;333;333;0;4;;2
3;1040;0143;01;01;01;;1040;0740;11;;;1102;0800;0020;2;;;33;33;33;2246;3368;3368;0;6;;1
3;1040;0143;01;02;11;;1102;1845;01;;;1040;1905;0020;2;;;33;33;33;2246;3368;3368;0;7;;1
3;1040;0143;01;03;01;;1040;1905;32;;;1050;1912;0007;1;;;21;21;21;485;1115;1115;0;5;;2
3;1040;0143;01;04;32;;1050;1920;01;;;1040;1928;0008;1;;;21;21;21;485;1108;1108;0;5;;1
3;1040;0011;01;01;01;;1040;0740;25;;;1053;0800;0020;0;;;01;01;01;1159;1333;1333;0;8;;1
3;1040;0011;01;02;25;;1053;1200;33;;;1050;1205;0005;0;;;01;01;01;290;333;333;0;4;;2
3;1040;0011;01;03;33;;1050;1207;01;;;1040;1220;0013;0;;;01;01;01;754;867;867;0;4;;2
3;1040;0011;01;04;01;;1040;1630;52;;;1064;1705;0035;1;;;21;21;21;865;1312;1312;0;5;;3
3;1040;0011;01;05;52;;1064;1705;32;;;1031;1740;0035;1;;;21;21;21;1032;1759;1759;0;5;;3
3;1040;0011;01;06;32;;1031;1750;01;;;1040;1755;0005;1;;;21;21;21;660;1297;1297;0;5;;1
3;1040;0011;02;01;01;;1040;0920;25;;;1030;0930;0010;0;;;01;01;01;580;667;667;0;8;;1
3;1040;0011;02;02;25;;1030;1200;53;;;1020;1215;0015;1;;;33;33;33;839;1259;1259;0;4;;2
3;1040;0011;02;03;53;;1020;1400;01;;;1040;1415;0015;0;;;01;01;01;870;1000;1000;0;4;;2
3;1040;0013;01;01;01;;1040;0900;13;;;1118;0915;0015;1;;;33;33;33;1675;2512;2512;0;5;;2
3;1040;0013;01;02;13;;1118;1230;01;;;1040;1245;0015;1;;;33;33;33;1675;2512;2512;0;5;;1
3;1040;0013;01;03;01;;1040;1345;13;;;1118;1400;0015;1;;;33;33;33;1675;2512;2512;0;5;;3
3;1040;0013;01;04;13;;1118;1815;32;;;1151;1820;0005;0;;;01;01;01;290;333;333;0;5;;3
3;1040;0013;01;05;32;;1151;1830;01;;;1040;1900;0030;1;;;33;33;33;1675;2512;2512;0;5;;1
3;1040;0022;01;01;01;;1040;1000;34;;;1031;1015;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1040;0022;01;02;34;;1031;1145;01;;;1040;1200;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1040;0065;01;01;01;;1040;1100;33;;;1040;1110;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1040;0065;01;02;33;;1040;1130;01;;;1040;1145;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1040;0065;01;03;01;;1040;1400;32;;;1311;1430;0030;1;;;22;22;22;8834;14329;14329;0;5;;5
3;1040;0065;01;04;32;;1311;1500;32;;;1311;1502;0002;0;;;01;01;01;116;133;133;0;5;;5
3;1040;0065;01;05;32;;1311;1515;32;;;1311;1516;0001;0;;;01;01;01;58;67;67;0;5;;5
3;1040;0065;01;06;32;;1311;1635;32;;;1311;1640;0005;0;;;01;01;01;290;333;333;0;5;;5
3;1040;0065;01;07;32;;1311;1700;01;;;1040;1730;0030;1;;;22;22;22;8834;15740;15740;0;5;;1
3;1040;0142;01;01;01;;1040;1030;11;;;1310;1055;0025;1;;;21;21;21;6217;10053;10053;0;6;;1
