DP1;DP2;ECH;PER;NDEP;D2A;D2B;D3;D4;D5A;D5B;D6;D7;D8;D8C;D9;D11;D12;MOD;MODP;MOIP;DOIB;DIST;DISP;DFIN;D11;;
3;1300;0087;03;06;51;;1300;1830;01;;;1300;1833;0003;0;;;01;01;01;174;200;200;0;5;;1
3;1300;0087;04;01;01;;1300;0815;22;;;1300;0820;0005;0;;;01;01;01;290;333;333;0;8;;1
3;1300;0087;04;02;22;;1300;1150;01;;;1300;1155;0005;0;;;01;01;01;290;333;333;0;9;;1
3;1300;0087;04;03;01;;1300;1330;22;;;1300;1335;0005;0;;;01;01;01;290;333;333;0;8;;1
3;1300;0087;04;04;22;;1300;1645;01;;;1300;1650;0005;0;;;01;01;01;290;333;333;0;9;;1
3;1300;0087;04;05;01;;1300;1720;51;;;1300;1723;0003;0;;;01;01;01;174;200;200;0;5;;2
3;1300;0087;04;06;51;;1300;1830;01;;;1300;1833;0003;0;;;01;01;01;174;200;200;0;5;;1
3;1300;0088;01;01;01;;1300;0830;32;;;1321;0845;0015;1;;;21;21;21;3288;4960;4960;0;5;;2
3;1300;0088;01;02;32;;1321;1000;01;;;1300;1015;0015;1;;;21;21;21;3288;5206;5206;0;5;;1
3;1300;0088;01;03;01;;1300;1500;64;22;;1210;1520;0020;1;;;21;21;21;4879;10027;10027;0;5;;2
3;1300;0088;01;04;62;22;1210;1540;01;;;1300;1605;0025;1;;;21;21;21;4879;10375;10375;0;5;;1
3;1300;0088;02;01;01;;1300;0845;11;;;1300;0858;0013;0;;;01;01;01;754;867;867;0;6;;1
3;1300;0088;02;02;11;;1300;1110;01;;;1300;1125;0015;0;;;01;01;01;870;1000;1000;0;7;;1
3;1300;0088;03;01;01;;1300;0750;24;;;1303;0805;0015;0;;;01;01;01;870;1000;1000;0;8;;1
3;1300;0088;03;02;24;;1303;1220;01;;;1300;1235;0015;0;;;01;01;01;870;1000;1000;0;9;;1
3;1300;0088;03;03;01;;1300;1255;24;;;1303;1310;0015;0;;;01;01;01;870;1000;1000;0;8;;1
3;1300;0088;03;04;24;;1303;1530;01;;;1300;1545;0015;0;;;01;01;01;870;1000;1000;0;9;;1
3;1300;0088;04;01;01;;1300;0700;23;;;1050;0730;0030;1;;;31;31;31;2262;3393;3393;0;8;;1
3;1300;0088;04;02;23;;1050;1630;01;;;1300;1700;0030;1;;;31;31;31;2262;3393;3393;0;9;;1
3;1300;0107;01;01;54;;9596;0640;25;;;1303;0750;0070;1;;;21;21;21;46849;54611;16933;0;5;;1
3;1300;0107;01;02;25;;1303;1220;01;;;1300;1230;0010;1;;;21;21;21;585;1448;1448;0;9;;1
3;1300;0107;01;03;01;;1300;1310;25;;;1303;1320;0010;1;;;21;21;21;585;1091;1091;0;8;;1
3;1300;0107;01;04;25;;1303;1730;54;;;9596;1820;0050;1;;;21;21;21;46849;55834;17283;0;5;;4
3;1300;0107;01;05;54;;9596;1830;52;;;9596;1840;0010;0;;;01;01;01;580;667;0;0;5;;4
3;1300;0107;01;06;52;;9596;1840;54;;;9596;1850;0010;0;;;01;01;01;580;667;0;0;5;;4
3;1300;0120;01;01;54;;9623;1530;91;;;9623;1545;0015;0;;;01;01;01;870;1000;0;0;5;;1
3;1300;0120;01;02;91;;9623;1645;54;;;9623;1700;0015;0;;;01;01;01;870;1000;0;0;5;;1
3;1300;0120;01;03;54;;9623;1815;01;;;1300;1930;0075;1;;;21;21;21;79172;99678;17440;0;5;;1
3;1300;0120;01;04;01;;1300;2000;54;;;1300;2002;0002;0;;;01;01;01;116;133;133;0;5;;2
3;1300;0120;01;05;54;;1300;2400;01;;;1300;2402;0002;0;;;01;01;01;116;133;133;0;5;;1
3;1300;0120;02;01;54;;9623;1200;33;;;9620;1210;0010;1;;;21;21;21;4019;4354;0;0;5;;1
3;1300;0120;02;02;33;;9620;1305;54;;;9623;1315;0010;1;;;21;21;21;4019;4354;0;0;5;;1
3;1300;0120;02;03;54;;9623;1530;91;;;9623;1545;0015;0;;;01;01;01;870;1000;0;0;5;;1
3;1300;0120;02;04;91;;9623;1645;54;;;9623;1700;0015;0;;;01;01;01;870;1000;0;0;5;;1
3;1300;0120;02;05;54;;9623;1815;01;;;1300;1930;0075;1;;;22;22;22;79172;99678;17440;0;5;;1
3;1300;0120;02;06;01;;1300;2000;54;;;1300;2002;0002;0;;;01;01;01;116;133;133;0;5;;2
3;1300;0120;02;07;54;;1300;2400;01;;;1300;2402;0002;0;;;01;01;01;116;133;133;0;5;;1
3;1300;0029;01;01;11;;1300;1000;42;;;1300;1002;0002;0;;;01;01;01;116;133;133;0;5;;3
3;1300;0029;01;02;42;;1300;1003;32;;;1300;1015;0012;0;;;01;01;01;696;800;800;0;5;;3
3;1300;0029;01;03;32;;1300;1026;11;;;1300;1036;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1300;0029;02;01;11;;1300;1000;42;;;1300;1002;0002;0;;;01;01;01;116;133;133;0;5;;2
3;1300;0029;02;02;42;;1300;1007;11;;;1300;1009;0002;0;;;01;01;01;116;133;133;0;5;;1
3;1300;0029;02;03;11;;1300;1530;42;;;1300;1532;0002;0;;;01;01;01;116;133;133;0;2;;3
3;1300;0029;02;04;42;;1300;1537;33;;;1300;1539;0002;0;;;01;01;01;116;133;133;0;2;;3
3;1300;0029;02;05;33;;1300;1550;01;;;1300;1552;0002;0;;;01;01;01;116;133;133;0;2;;3
3;1300;0105;01;01;01;;1300;0930;33;;;1030;0950;0020;1;;;21;21;21;2865;3833;3833;0;5;;2
3;1300;0105;01;02;33;;1030;1000;01;;;1300;1020;0020;1;;;21;21;21;2865;3742;3742;0;5;;1
3;1300;0105;01;03;01;;1300;1400;52;;;1300;1430;0030;0;;;01;01;01;1739;2000;2000;0;5;;2
3;1300;0105;01;04;52;;1300;1430;01;;;1300;1500;0030;0;;;01;01;01;1739;2000;2000;0;5;;1
3;1300;0105;02;01;01;;1300;1700;32;;;1300;1715;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1300;0105;02;02;32;;1300;1830;01;;;1300;1845;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1300;0105;03;01;01;;1300;0730;25;;;1102;0745;0015;1;;;22;22;22;2062;3134;3134;0;8;;1
3;1300;0105;03;02;25;;1102;1200;53;;;1100;1208;0008;1;;;33;33;33;658;987;987;0;5;;2
3;1300;0105;03;03;53;;1100;1308;25;;;1102;1316;0008;1;;;33;33;33;658;987;987;0;5;;1
3;1300;0105;03;04;25;;1102;1930;29;;;1302;1945;0015;1;;;31;31;31;715;1073;1073;0;4;;2
3;1300;0105;03;05;29;;1302;2130;01;;;1300;2140;0010;1;;;22;22;22;1633;2205;2205;0;4;;2
3;1300;0105;04;01;01;;1300;0930;25;;;1253;1015;0045;2;;;33;33;33;8198;12297;12297;0;8;;1
3;1300;0105;04;02;25;;1253;1315;01;;;1300;1405;0050;2;;;33;33;33;8198;12297;12297;0;9;;1
3;1300;0105;04;03;01;;1300;1745;41;;;1300;1750;0005;0;;;01;01;01;290;333;333;0;5;;2
3;1300;0105;04;04;41;;1300;1830;01;;;1300;1835;0005;0;;;01;01;01;290;333;333;0;5;;1
3;1300;0105;05;01;01;;1300;0600;24;;;1193;0800;0120;2;;;31;31;31;8061;12091;12091;0;8;;1
3;1300;0105;05;02;24;;1193;1500;01;;;1300;1700;0120;2;;;31;31;31;8061;12091;12091;0;9;;1
3;1300;0105;05;03;01;;1300;1900;52;;;1300;1908;0008;0;;;01;01;01;464;533;533;0;5;;2
3;1300;0105;05;04;52;;1300;1908;01;;;1300;1915;0007;0;;;01;01;01;406;467;467;0;5;;1
3;1308;0038;01;01;01;;1308;0745;29;;;1308;0800;0015;0;;;01;01;01;870;1000;1000;0;5;;3
3;1308;0038;01;02;29;;1308;1800;02;;;1308;1815;0015;0;;;01;01;01;870;1000;1000;0;5;;3
3;1308;0037;01;01;01;;1308;0700;13;;;1328;0710;0010;1;;;21;21;21;4401;9139;9139;0;5;;4
3;1308;0037;01;02;13;;1340;1159;53;;;1340;1200;0001;1;;;81;81;81;255;459;459;0;5;;4
3;1308;0037;01;03;53;;1340;1300;13;;;1340;1301;0001;1;;;81;81;81;255;459;459;0;5;;4
3;1308;0037;01;04;13;;1328;1700;01;;;1308;1715;0015;1;;;21;21;21;4401;9284;9284;0;5;;1
3;1308;0037;03;01;01;;1308;0735;11;;;1320;0745;0010;1;;;21;21;21;2494;4254;4254;0;6;;1
3;1308;0037;03;02;11;;1320;1600;33;;;1060;1640;0040;1;;;21;21;21;6494;16760;16760;0;2;;2
3;1308;0037;03;03;33;;1060;1650;01;;;1308;1720;0030;1;;;21;21;21;4057;5264;5264;0;2;;2
3;1308;0037;04;01;01;;1308;0650;25;;;9621;0740;0050;1;;;21;21;21;28230;36041;20107;0;8;;1
3;1308;0037;04;02;25;;9621;1710;01;;;1308;1750;0040;1;;;21;21;21;28230;37167;20676;0;9;;1
3;1308;0124;02;01;01;;1308;1540;42;;;1300;1600;0020;0;;;01;01;01;1159;1333;1333;0;5;;4
3;1308;0124;02;02;42;;1300;1610;33;;;1300;1620;0010;0;;;01;01;01;580;667;667;0;5;;4
3;1308;0124;02;03;33;;1300;1630;32;;;1300;1640;0010;0;;;01;01;01;580;667;667;0;5;;4
3;1308;0124;02;04;32;;1300;1650;01;;;1308;1705;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1310;0027;01;01;01;;1310;0700;11;;;1020;0740;0040;1;;;51;51;51;10129;15194;15194;0;6;;1
3;1310;0027;01;02;11;;1020;1300;01;;;1310;1339;0039;1;;;51;51;51;10129;15194;15194;0;7;;1
3;1310;0027;01;03;01;;1310;1530;54;;;9622;1555;0025;1;;;21;21;21;8513;11681;5457;0;5;;2
3;1310;0027;01;04;54;;9622;1900;01;;;1310;1925;0025;1;;;21;21;21;8513;11837;5610;0;5;;1
3;1310;0028;02;01;01;;1310;0450;11;;;1060;0540;0050;1;;;51;51;51;10129;15194;15194;0;6;;1
3;1310;0028;02;02;11;;1060;1400;01;;;1310;1510;0070;2;;;33;33;33;9911;14866;14866;0;7;;1
3;1310;0028;03;01;01;;1310;1700;32;;;1291;1715;0015;1;;;21;21;21;4536;5016;5016;0;5;;2
3;1310;0028;03;02;32;;1291;1745;01;;;1310;1800;0015;1;;;21;21;21;4536;6686;6686;0;5;;1
3;1310;0028;04;01;01;;1310;0730;29;;;1291;0800;0030;1;;;51;51;51;3682;5524;5524;0;5;;2
3;1310;0028;04;02;29;;1291;1600;01;;;1310;1645;0045;1;;;31;31;31;5239;7859;7859;0;5;;1
3;1310;0028;04;03;01;;1310;1700;32;;;1291;1715;0015;1;;;22;22;22;4536;5016;5016;0;5;;2
3;1310;0028;04;04;32;;1291;1745;01;;;1310;1800;0015;1;;;22;22;22;4536;6686;6686;0;5;;1
3;1310;0029;01;01;01;;1310;1400;51;;;1254;1430;0030;1;;;21;21;21;9888;15204;15204;0;5;;3
3;1310;0029;01;02;51;;1254;1630;52;;;1251;1730;0060;0;;;01;01;01;3478;4000;4000;0;5;;3
3;1310;0029;01;03;52;;1251;1730;01;;;1310;1830;0060;1;;;21;21;21;9888;15518;15518;0;5;;1
3;1310;0031;01;01;01;;1310;0650;61;22;;1310;0655;0005;1;;;21;21;21;363;654;654;0;1;;2
3;1310;0031;01;02;63;22;1310;0700;11;;;1190;0725;0025;1;;;21;21;21;12874;21788;21788;0;1;;2
3;1310;0031;01;03;11;;1190;1600;64;22;;1310;1625;0025;1;;;21;21;21;12874;21849;21849;0;2;;3
3;1310;0031;01;04;62;22;1310;1630;91;;;1310;1640;0010;1;;;21;21;21;1021;2627;2627;0;2;;3
3;1310;0031;01;05;91;;1310;1815;01;;;1310;1825;0010;1;;;21;21;21;1021;3477;3477;0;2;;3
3;1310;0031;02;01;01;;1310;0715;02;;;1310;0750;0035;1;;;31;31;31;1021;1531;1531;0;5;;2
3;1310;0031;02;02;02;;1310;1815;01;;;1310;1825;0010;1;;;22;22;22;1021;3477;3477;0;5;;1
3;1310;0031;03;01;01;;1310;0650;22;;;1310;0655;0005;1;;;22;22;22;363;654;654;0;8;;1
3;1310;0031;03;02;22;;1310;1630;61;91;;1310;1640;0010;1;;;22;22;22;1021;2627;2627;0;4;;2
3;1310;0031;03;03;61;91;1310;1815;01;;;1310;1825;0010;1;;;22;22;22;1021;3477;3477;0;4;;2
3;1310;0097;02;01;01;;1310;0850;13;;;1310;0900;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1310;0097;02;02;13;;1310;1100;01;;;1310;1110;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1310;0097;02;03;01;;1310;1115;33;;;1310;1125;0010;0;;;01;01;01;580;667;667;0;5;;2
3;1310;0097;02;04;33;;1310;1130;01;;;1310;1145;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1310;0097;03;01;01;;1310;0900;51;;;1310;0920;0020;1;;;21;21;21;8907;15627;15627;0;5;;2
3;1310;0097;03;02;51;;1310;1130;01;;;1310;1200;0030;1;;;21;21;21;8907;15076;15076;0;5;;1
3;1310;0097;03;03;01;;1310;1800;51;;;1320;1815;0015;1;;;21;21;21;6647;8368;8368;0;5;;2
3;1310;0097;03;04;51;;1320;2000;01;;;1310;2020;0020;1;;;21;21;21;6647;8148;8148;0;5;;1
3;1310;0001;01;01;01;;1310;1000;52;;;1310;1015;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1310;0001;01;02;52;;1310;1015;01;;;1310;1030;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1310;0001;01;03;01;;1310;1530;41;;;1312;1540;0010;1;;;21;21;21;790;1292;1292;0;5;;2
3;1310;0001;01;04;41;;1312;1615;01;;;1310;1625;0010;1;;;21;21;21;790;1292;1292;0;5;;1
3;1310;0001;01;05;01;;1310;1800;52;;;1310;1815;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1310;0001;01;06;52;;1310;1815;01;;;1310;1830;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1310;0021;01;01;01;;1310;0900;11;;;1310;0905;0005;0;;;01;01;01;290;333;333;0;6;;1
3;1310;0021;01;02;11;;1310;1130;13;;;1310;1145;0015;1;;;21;21;21;941;1355;1355;0;2;;2
3;1310;0021;01;03;13;;1310;1230;01;;;1310;1240;0010;1;;;21;21;21;941;1355;1355;0;2;;2
3;1310;0021;01;04;01;;1310;1315;11;;;1310;1320;0005;0;;;01;01;01;290;333;333;0;6;;1
3;1310;0021;01;05;11;;1310;2100;01;;;1310;2105;0005;0;;;01;01;01;290;333;333;0;7;;1
3;1310;0021;02;01;01;;1310;0840;11;;;1102;0910;0030;1;;;21;21;21;6534;7608;7608;0;6;;1
3;1310;0021;02;02;11;;1102;1715;54;;;1030;1735;0020;1;;;21;21;21;2900;3996;3996;0;2;;3
3;1310;0021;02;03;54;;1030;1800;13;;;1050;1805;0005;0;;;01;01;01;290;333;333;0;2;;3
3;1310;0021;02;04;13;;1050;2030;01;;;1310;2100;0030;1;;;21;21;21;9413;20581;20581;0;2;;3
3;1310;0041;01;01;01;;1310;1000;33;;;1318;1005;0005;1;;;21;21;21;1264;1543;1543;0;5;;2
3;1310;0041;01;02;33;;1318;1050;01;;;1310;1055;0005;1;;;21;21;21;1264;1527;1527;0;5;;1
3;1310;0041;01;03;01;;1310;1110;52;;;1310;1130;0020;0;;;01;01;01;1159;1333;1333;0;5;;2
3;1310;0041;01;04;52;;1310;1130;01;;;1310;1150;0020;0;;;01;01;01;1159;1333;1333;0;5;;1
3;1310;0041;01;05;01;;1310;1410;54;;;9596;1530;0080;1;;;21;21;21;68762;85106;24134;0;5;;2
3;1310;0041;01;06;54;;9596;1930;01;;;1310;2100;0090;1;;;21;21;21;68762;84346;23300;0;5;;1
3;1310;0041;02;01;01;;1310;1000;33;;;1318;1005;0005;1;;;22;22;22;1264;1543;1543;0;5;;2
3;1310;0041;02;02;33;;1318;1050;01;;;1310;1055;0005;1;;;22;22;22;1264;1527;1527;0;5;;1
3;1310;0041;02;03;01;;1310;1110;52;;;1310;1130;0020;0;;;01;01;01;1159;1333;1333;0;5;;2
3;1310;0041;02;04;52;;1310;1130;01;;;1310;1150;0020;0;;;01;01;01;1159;1333;1333;0;5;;1
3;1310;0041;02;05;01;;1310;1500;33;;;1310;1505;0005;0;;;01;01;01;290;333;333;0;5;;4
3;1310;0041;02;06;33;;1310;1507;33;;;1310;1510;0003;0;;;01;01;01;174;200;200;0;5;;4
3;1310;0041;02;07;33;;1310;1512;42;;;1310;1520;0008;0;;;01;01;01;464;533;533;0;5;;4
3;1310;0041;02;08;42;;1310;1522;01;;;1310;1534;0012;0;;;01;01;01;696;800;800;0;5;;1
3;1310;0055;01;01;01;;1310;1030;33;;;1310;1035;0005;0;;;01;01;01;290;333;333;0;5;;2
3;1310;0055;01;02;33;;1310;1040;01;;;1310;1045;0005;0;;;01;01;01;290;333;333;0;5;;1
3;1310;0055;02;01;01;;1310;1400;41;;;1310;1430;0030;1;;;21;21;21;7129;10438;10438;0;5;;2
3;1310;0055;02;02;41;;1310;1730;01;;;1310;1800;0030;1;;;21;21;21;7129;10448;10448;0;5;;1
3;1310;0057;01;01;01;;1310;1515;33;;;9591;1530;0015;1;;;21;21;21;13398;16870;11783;0;5;;2
3;1310;0057;01;02;33;;9591;1630;01;;;1310;1645;0015;1;;;21;21;21;13398;20312;18957;0;5;;1
3;1310;0057;01;03;01;;1310;1830;11;;;1310;1850;0020;0;;;01;01;01;1159;1333;1333;0;6;;1
3;1310;0057;01;04;11;;1310;2130;01;;;1310;2150;0020;0;;;01;01;01;1159;1333;1333;0;7;;1
3;1310;0065;01;01;54;;9625;0530;11;;;5230;0805;0155;2;;;51;51;51;130534;190730;19365;0;5;;1
3;1310;0065;01;02;11;;5230;1200;13;;;5530;1245;0045;1;;;21;21;21;41187;57879;0;0;2;;4
3;1310;0065;01;03;13;;5530;1500;54;;;9625;1645;0105;1;;;21;21;21;104299;138830;0;0;2;;4
3;1310;0065;01;04;54;;9625;2000;54;;;9628;2115;0075;1;;;21;21;21;45024;66668;0;0;2;;4
3;1310;0065;01;05;54;;9628;2300;01;;;1310;2330;0030;1;;;21;21;21;28921;40780;5631;0;2;;4
3;1310;0065;02;01;54;;9543;1630;54;;;9628;2130;0300;1;;;22;22;22;288265;380051;0;0;5;;1
3;1310;0065;02;02;54;;9628;2300;01;;;1310;2330;0030;1;;;22;22;22;28921;40780;5631;0;5;;1
3;1310;0087;01;01;01;;1310;0930;33;;;1310;0935;0005;1;;;21;21;21;707;1112;1112;0;5;;3
3;1310;0087;01;02;33;;1310;0938;33;;;1310;0939;0001;1;;;21;21;21;207;373;373;0;5;;3
3;1310;0087;01;03;33;;1310;0950;01;;;1310;0955;0005;1;;;21;21;21;707;1749;1749;0;5;;1
3;1310;0087;01;04;01;;1310;1330;54;;;9592;1335;0005;1;;;21;21;21;2664;3499;1308;0;5;;2
3;1310;0087;01;05;54;;9592;1725;01;;;1310;1730;0005;1;;;21;21;21;2664;4202;2010;0;5;;1
3;1310;0052;01;01;01;;1310;0715;11;;;9629;0735;0020;1;;;21;21;21;6320;9908;1754;0;6;;1
3;1310;0052;01;02;11;;9629;1210;01;;;1310;1230;0020;1;;;21;21;21;6320;10331;2167;0;7;;1
3;1310;0052;01;03;01;;1310;1610;64;22;;1310;1630;0020;1;;;21;21;21;1703;3096;3096;0;5;;2
3;1310;0052;01;04;62;22;1310;1635;01;;;1310;1655;0020;1;;;21;21;21;1703;3036;3036;0;5;;1
3;1310;0052;02;01;01;;1310;0755;61;22;;1310;0815;0020;1;;;21;21;21;1703;3096;3096;0;1;;2
3;1310;0052;02;02;63;22;1310;0815;11;;;1160;0850;0035;1;;;21;21;21;10835;19450;19450;0;1;;2
3;1310;0052;02;03;11;;1160;1730;33;;;1210;1750;0020;1;;;21;21;21;4345;7151;7151;0;2;;2
3;1310;0052;02;04;33;;1210;1830;01;;;1310;1952;0082;1;;;21;21;21;16681;27926;22380;0;2;;2
3;1310;0052;03;01;01;;1310;0755;22;;;1310;0815;0020;1;;;22;22;22;1703;3096;3096;0;8;;1
3;1310;0052;03;02;22;;1310;1635;01;;;1310;1655;0020;1;;;22;22;22;1703;3036;3036;0;9;;1
3;1310;0011;01;01;01;;1310;1800;52;;;1310;1815;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1310;0011;01;02;52;;1310;1815;01;;;1310;1830;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1310;0011;02;01;01;;1310;0700;52;;;1310;0715;0015;0;;;01;01;01;870;1000;1000;0;5;;4
3;1310;0011;02;02;52;;1310;0715;91;;;1310;0730;0015;0;;;01;01;01;870;1000;1000;0;5;;4
3;1310;0011;02;03;91;;1310;0730;52;;;1310;0740;0010;1;;;21;21;21;1567;5048;5048;0;5;;4
3;1310;0011;02;04;52;;1310;0740;01;;;1310;0750;0010;0;;;01;01;01;580;667;667;0;5;;1
3;1310;0011;02;05;01;;1310;0930;54;;;9591;0935;0005;1;;;21;21;21;4136;5465;1800;0;5;;2
3;1310;0011;02;06;54;;9591;1230;01;;;1310;1235;0005;1;;;21;21;21;4136;5453;1788;0;5;;1
3;1310;0011;02;07;01;;1310;1600;32;;;1311;1605;0005;1;;;21;21;21;2224;3339;3339;0;5;;4
3;1310;0011;02;08;32;;1311;1700;33;;;1280;1710;0010;1;;;21;21;21;5742;8831;8831;0;5;;4
3;1310;0011;02;09;33;;1280;1720;32;;;1280;1730;0010;1;;;21;21;21;1087;2092;2092;0;5;;4
3;1310;0011;02;10;32;;1280;1800;01;;;1310;1815;0015;1;;;21;21;21;7295;11894;11894;0;5;;1
3;1310;0011;02;11;01;;1310;1830;91;;;1310;1835;0005;1;;;21;21;21;1567;5293;5293;0;5;;2
3;1310;0011;02;12;91;;1310;1840;01;;;1310;1855;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1310;0011;02;13;01;;1310;2045;52;;;1310;2053;0008;0;;;01;01;01;464;533;533;0;5;;2
3;1310;0011;02;14;52;;1310;2053;01;;;1310;2101;0008;0;;;01;01;01;464;533;533;0;5;;1
3;1310;0013;01;01;01;;1310;0900;52;;;1310;1000;0060;0;;;01;01;01;3478;4000;4000;0;5;;2
3;1310;0013;01;02;52;;1310;1000;01;;;1310;1100;0060;0;;;01;01;01;3478;4000;4000;0;5;;1
3;1310;0013;01;03;01;;1310;1500;52;;;1310;1530;0030;0;;;01;01;01;1739;2000;2000;0;5;;2
3;1310;0013;01;04;52;;1310;1530;01;;;1310;1600;0030;0;;;01;01;01;1739;2000;2000;0;5;;1
3;1310;0013;02;01;01;;1310;0700;13;;;1330;0730;0030;1;;;82;82;82;7382;15145;4213;0;5;;2
3;1310;0013;02;02;13;;1330;1630;01;;;1310;1700;0030;1;;;82;82;82;7382;12187;5097;0;5;;1
3;1310;0026;01;01;01;;1310;0845;51;;;1310;0900;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1310;0026;01;02;51;;1310;1015;01;;;1310;1030;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1310;0026;01;03;01;;1310;1040;32;;;1281;1050;0010;1;;;22;22;22;6175;8861;8861;0;5;;2
3;1310;0026;01;04;32;;1281;1220;01;;;1310;1230;0010;1;;;22;22;22;6175;8641;8641;0;5;;1
3;1310;0026;02;01;01;;1310;1040;32;;;1281;1050;0010;1;;;21;21;21;6175;8861;8861;0;5;;2
3;1310;0026;02;02;32;;1281;1220;01;;;1310;1230;0010;1;;;21;21;21;6175;8641;8641;0;5;;1
3;1310;0044;01;01;01;;1310;0840;53;;;1030;0905;0025;1;;;31;31;31;8835;13252;13252;0;5;;5
3;1310;0044;01;02;53;;1030;0915;34;;;1030;0920;0005;0;;;01;01;01;290;333;333;0;5;;5
3;1310;0044;01;03;34;;1030;1100;54;;;1010;1110;0010;1;;;33;33;33;2011;3017;3017;0;5;;5
3;1310;0044;01;04;54;;1010;1130;33;;;1030;1135;0005;1;;;33;33;33;2502;3753;3753;0;5;;5
3;1310;0044;01;05;33;;1030;1140;01;;;1310;1210;0030;1;;;31;31;31;8835;13252;13252;0;5;;1
3;1310;0053;01;01;01;;1310;0800;11;;;1313;0805;0005;0;;;01;01;01;290;333;333;0;6;;1
3;1310;0053;01;02;11;;1313;1230;01;;;1310;1235;0005;0;;;01;01;01;290;333;333;0;7;;1
3;1310;0053;01;03;01;;1310;1400;11;;;1313;1405;0005;0;;;01;01;01;290;333;333;0;6;;1
3;1310;0053;01;04;11;;1313;1900;01;;;1310;1905;0005;0;;;01;01;01;290;333;333;0;7;;1
3;1310;0053;02;01;01;;1310;0745;24;;;9592;0815;0030;1;;;41;41;41;2766;4149;1805;0;8;;1
3;1310;0053;02;02;24;;9592;1530;01;;;1310;1600;0030;1;;;41;41;41;2766;4149;1933;0;9;;1
3;1310;0067;01;01;01;;1310;0900;32;;;1311;0910;0010;1;;;21;21;21;2224;3339;3339;0;5;;5
3;1310;0067;01;02;32;;1311;1000;33;;;1310;1015;0015;1;;;21;21;21;1822;2891;2891;0;5;;5
3;1310;0067;01;03;33;;1310;1020;33;;;1310;1030;0010;1;;;21;21;21;627;1370;1370;0;5;;5
3;1310;0067;01;04;33;;1310;1040;33;;;1310;1050;0010;1;;;21;21;21;310;559;559;0;5;;5
3;1310;0067;01;05;33;;1310;1105;01;;;1310;1115;0010;1;;;21;21;21;941;1355;1355;0;5;;1
3;1310;0067;02;01;01;;1310;0900;32;;;1311;0910;0010;1;;;22;22;22;2224;3339;3339;0;5;;5
3;1310;0067;02;02;32;;1311;1000;33;;;1310;1015;0015;1;;;22;22;22;1822;2891;2891;0;5;;5
3;1310;0067;02;03;33;;1310;1020;33;;;1310;1030;0010;1;;;22;22;22;627;1370;1370;0;5;;5
3;1310;0067;02;04;33;;1310;1040;33;;;1310;1050;0010;1;;;22;22;22;310;559;559;0;5;;5
3;1310;0067;02;05;33;;1310;1105;01;;;1310;1115;0010;1;;;22;22;22;941;1355;1355;0;5;;1
3;1310;0058;01;01;01;;1310;1015;34;;;1310;1030;0015;0;;;01;01;01;870;1000;1000;0;5;;2
3;1310;0058;01;02;34;;1310;1100;01;;;1310;1115;0015;0;;;01;01;01;870;1000;1000;0;5;;1
3;1310;0058;01;03;01;;1310;1330;32;;;1311;1345;0015;1;;;21;21;21;2044;3472;3472;0;5;;2
3;1310;0058;01;04;32;;1311;1445;01;;;1310;1500;0015;1;;;21;21;21;2044;3523;3523;0;5;;1
3;1310;0058;01;05;01;;1310;1630;52;;;1310;1700;0030;0;;;01;01;01;1739;2000;2000;0;5;;2
3;1310;0058;01;06;52;;1310;1700;01;;;1310;1730;0030;0;;;01;01;01;1739;2000;2000;0;5;;1
3;1310;0066;01;01;01;;1310;1000;42;;;1310;1005;0005;1;;;21;21;21;1301;2192;2192;0;5;;2
3;1310;0066;01;02;42;;1310;1035;01;;;1310;1040;0005;1;;;21;21;21;1301;2192;2192;0;5;;1
3;1310;0066;01;03;01;;1310;1400;32;;;1318;1410;0010;1;;;21;21;21;1930;2365;2365;0;5;;2
3;1310;0066;01;04;32;;1318;1510;01;;;1310;1520;0010;1;;;21;21;21;1930;2349;2349;0;5;;1
3;1310;0066;02;01;01;;1310;0645;13;;;9596;0750;0065;1;;;22;22;22;40941;57072;18521;0;5;;4
3;1310;0066;02;02;13;;9596;1200;53;;;9596;1220;0020;0;;;01;01;01;1159;1333;0;0;5;;4
3;1310;0066;02;03;53;;9596;1250;13;;;9596;1310;0020;0;;;01;01;01;1159;1333;0;0;5;;4
3;1310;0066;02;04;13;;9596;1700;01;;;1310;1810;0070;1;;;22;22;22;40941;56369;18691;0;5;;1
3;1310;0066;03;01;01;;1310;0735;24;;;1303;0810;0035;2;;;31;31;31;9168;13751;13751;0;8;;1
