PP1;PP2;ECH;PER;PP3;P1;P2;P3;P4;P4A;P4B;P5;P6;P7;P8;P9;P10;P12;P13;DP13;P15;P17;P17A;P15A;P23A;P20;P21;P23;P24;P25;P19;P19A;COEQ;PL9A;PL9B;PLP2;PL27;PL24;PL25;PL26;PL28;PL29;PWE;PFIN
2;1010;0020;01;5;1;2;1;021;1;1;1;0;4;0;88;4;5;1500;9065;4;;2;1;1;5;5;5;4;1;1;;63.44084;341413;;0;0;;;;;;;
2;1010;0055;01;2;1;1;1;032;1;1;1;6;1;0;41;4;5;9620;43344;1;4;;1;2;4;5;1;5;5;1;1;37.22053;5245   3;;0;0;;;;;;;
2;1010;0055;02;2;1;2;2;025;1;1;2;4;1;0;41;2;5;1120;3216;4;;2;1;1;4;5;5;2;1;1;1;37.22053;52151533;;1;0;;;;;;;
2;1010;0068;01;5;1;1;1;018;1;1;2;5;2;0;56;4;5;1011;1051;4;;3;3;1;4;5;5;3;2;1;1;63.44084;61442443;;1;0;;;;;;;
2;1010;0092;01;2;1;2;1;021;1;1;1;0;3;0;88;4;5;8888;0;;;;;1;5;5;1;3;2;1;;63.44084;32533;;0;0;;;;;;;
2;1010;0119;01;4;1;1;1;023;1;1;1;0;4;0;86;3;5;1253;6480;4;;3;2;1;5;5;5;5;1;1;;49.31612;451543;;0;0;;;;;;;
2;1010;0119;02;4;1;2;2;022;1;1;1;0;4;0;88;3;5;1253;4948;4;;1;2;1;5;5;5;5;1;1;;49.31612;421543;;0;0;;;;;;;
2;1010;0019;01;3;1;1;1;020;1;1;1;0;4;0;87;4;5;1500;9085;4;;3;1;1;5;5;3;2;1;1;;63.44084;441553;;0;0;;;;;;;
2;1010;0035;01;5;1;1;1;034;1;1;2;6;1;0;32;4;5;1020;800;4;;2;1;1;5;5;5;5;5;1;6;37.22053;5325   3;;0;0;;;;;;;
2;1010;0035;02;5;1;2;2;030;1;1;2;6;1;0;36;4;5;1010;341;4;;2;1;1;5;5;5;4;5;1;1;37.22053;5224   3;;0;0;;;;;;;
2;1010;0104;01;3;1;1;1;043;1;1;1;6;1;0;36;4;5;8888;0;;;;;1;5;5;2;2;4;1;1;94.31228;53 2   3;;0;0;;;;;;;
2;1010;0104;02;3;1;2;2;041;1;1;1;6;6;0;36;4;;;0;;;;;1;5;5;5;5;4;1;;94.31228;4   3;;1;0;;;;;;;
2;1010;0104;03;3;1;1;3;014;1;1;2;0;5;0;85;4;5;1033;1011;;;;;1;5;5;5;5;5;1;;27.51308;4   3;;0;0;;;;;;;
2;1010;0104;04;3;1;2;3;011;1;1;2;0;5;0;84;4;5;1050;848;;;;;1;5;5;5;5;5;1;;27.51308;4   3;;0;0;;;;;;;
2;1010;0126;01;5;1;1;1;032;1;1;1;6;6;0;47;3;;;0;;;;;1;4;5;3;3;2;1;;47.88093;52223;;1;0;;;;;;;
2;1010;0059;01;5;1;2;1;028;1;1;1;6;6;0;81;4;;;0;;;;;2;5;5;1;4;4;1;;47.88093;4   3;;0;0;;;;;;;
2;1010;0062;01;2;1;2;1;022;1;1;1;0;4;0;86;3;5;1253;4517;4;;3;5;1;5;5;5;5;1;1;;63.44084;421553;;0;0;;;;;;;
2;1010;0007;01;2;1;1;1;042;1;1;1;0;3;0;36;3;5;1308;4134;3;;1;1;1;2;5;2;5;1;1;;57.14627;351353;;0;0;;;;;;;
2;1010;0022;01;2;1;2;1;018;1;1;1;0;4;0;86;3;5;1093;1775;4;;3;4;1;3;5;5;5;2;1;;63.44084;442552;;0;0;;;;;;;
2;1010;0046;01;2;1;1;1;022;1;1;1;0;3;0;86;4;5;1190;2960;4;;3;1;1;5;5;5;5;2;1;;63.44084;452253;;0;0;;;;;;;
2;1010;0061;01;1;1;2;1;019;1;1;2;0;4;0;86;3;5;1302;4042;4;;1;1;1;5;5;5;5;1;1;;63.44084;241513;;0;0;;;;;;;
2;1010;0071;01;5;1;1;1;078;1;1;1;6;7;1;31;4;;;0;;;;;1;5;5;2;4;4;1;;54.82357;4   3;;0;0;;;;;;;
2;1010;0071;02;5;1;2;2;068;1;2;1;6;7;0;32;4;;;0;;;;;3;5;5;5;3;3;2;;54.82357;4   3;15;0;0;;;;;;;
2;1010;0100;01;2;1;2;1;018;1;1;2;0;5;0;85;3;5;1193;3504;4;;3;5;1;4;5;5;2;1;1;;63.44084;451113;;0;0;;;;;;;
2;1010;0103;01;2;1;1;1;067;2;1;2;5;7;0;32;4;;;0;;;;;1;5;5;5;4;4;1;;54.82357;5   3;;0;0;;;;;;;
2;1010;0103;02;2;1;1;6;027;1;1;2;2;6;0;61;4;;;0;;;;;1;5;5;5;2;1;1;;37.22053;51423;;0;0;;;;;;;
2;1010;0112;01;2;1;2;2;052;1;1;1;6;2;0;36;4;5;1350;14870;1;3;;5;1;5;5;1;4;4;1;1;94.31228;4334   3;;0;0;;;;;;;
2;1010;0112;02;2;1;1;1;051;1;1;1;6;1;0;21;4;5;1350;14870;1;3;;5;1;5;5;1;4;4;1;1;94.31228;5334   3;;0;0;;;;;;;
2;1010;0112;03;2;1;1;3;018;2;2;2;0;5;0;85;4;1;;0;;;;;1;5;5;5;5;4;1;;104.7006;4   3;;0;0;;;;;;;
2;1010;0112;04;2;1;2;3;017;1;1;2;0;5;0;85;4;5;1023;450;;;;;1;5;5;5;5;3;1;;27.51308;4   3;;0;0;;;;;;;
2;1010;0112;05;2;1;2;3;013;1;2;2;0;5;0;84;4;5;1010;552;;;;;1;5;5;5;4;4;1;;27.51308;4   3;;0;0;;;;;;;
2;1010;0112;06;2;1;1;3;009;2;2;2;0;5;0;83;4;5;1020;804;;;;;1;5;5;5;1;4;1;;91.56173;4   3;;0;0;;;;;;;
2;1010;0159;01;3;1;1;1;030;1;1;1;6;1;0;36;2;5;1120;3812;3;;3;1;1;5;4;2;5;1;1;1;32.51303;51321453;;0;0;;;;;;;
2;1010;0159;02;3;1;1;4;028;1;1;1;6;1;0;36;4;5;1318;6635;3;;3;1;1;5;1;2;5;2;1;1;32.51303;51422443;;0;0;;;;;;;
2;1010;0159;03;3;1;2;4;028;1;1;1;6;1;0;36;2;3;9620;43311;3;;3;1;1;1;5;4;2;2;1;1;32.51303;53312453;;0;0;;;;;;;
2;1010;0024;01;2;1;2;1;066;1;1;1;4;7;0;56;4;;;0;;;;;1;5;5;4;4;4;1;;70.52568;4   3;;0;0;;;;;;;
2;1010;0025;01;5;1;2;1;039;1;1;1;4;6;0;56;1;;;0;;;;;1;2;5;4;3;1;1;;37.22053;41433;;0;0;;;;;;;
2;1010;0025;02;5;1;2;3;004;;;;;;;;;;;0;;;;;;;;;;;;;51.82620;;;0;0;;;;;;;
2;1010;0120;01;3;1;1;1;019;1;1;1;0;4;0;86;3;5;1500;8866;1;5;;1;1;5;5;1;5;3;1;;49.31612;35   3;;0;0;;;;;;;
2;1010;0120;02;3;1;1;4;018;1;1;3;0;4;0;86;3;5;1053;1212;4;;3;1;1;5;5;5;3;3;1;;49.31612;35   3;;0;0;;;;;;;
2;1010;0041;01;3;1;2;1;052;1;1;1;5;1;0;46;3;4;1060;143;4;;1;1;1;1;5;5;5;3;1;1;57.14627;5135   3;;1;0;;;;;;;
2;1010;0042;01;1;1;1;1;028;1;1;1;6;1;0;32;4;5;9596;45238;1;4;;1;1;3;5;2;4;4;1;1;47.88093;4131   3;;0;0;;;;;;;
2;1010;0066;01;2;1;2;1;037;1;1;1;6;1;0;32;2;4;1253;6445;3;;3;5;1;3;5;2;4;1;1;1;47.88093;53451522;;1;0;;;;;;;
2;1010;0079;01;2;1;2;1;063;1;1;2;4;7;0;51;4;;;0;;;;;1;4;5;5;3;4;1;;47.57845;3   3;;0;0;;;;;;;
2;1010;0101;01;1;1;2;1;094;1;2;1;4;7;0;32;4;;;0;;;;;2;5;5;5;4;5;1;;70.52568;5   3;;0;0;;;;;;;
2;1010;0131;01;4;1;2;2;059;1;1;1;6;1;0;36;3;3;1050;630;4;;1;4;1;5;5;1;4;5;1;1;32.30763;5333   3;;0;0;;;;;;;
2;1010;0131;02;4;1;1;1;057;1;1;1;6;1;0;36;4;3;1050;630;4;;1;4;1;2;5;2;4;2;1;1;32.30763;53332553;;0;0;;;;;;;
2;1010;0131;03;4;1;2;3;028;1;1;1;4;6;0;66;4;;;0;;;;;1;4;5;4;5;2;1;;32.51303;32553;;0;0;;;;;;;
2;1010;0160;01;2;1;2;1;060;1;1;1;4;6;0;31;4;;;0;;;;;3;5;5;5;3;5;2;;47.57845;4   3;01;0;0;;;;;;;
2;1010;0083;01;5;1;2;1;020;1;1;2;0;4;0;87;4;5;1018;618;4;;1;5;1;5;5;5;5;4;1;;63.44084;34   3;;0;0;;;;;;;
2;1010;0001;01;4;1;1;1;028;1;1;2;3;6;0;41;1;;;0;;;;;1;5;5;5;2;2;1;;47.88093;42543;;0;0;;;;;;;
2;1010;0029;01;3;1;2;1;018;1;1;2;0;4;0;86;3;5;1093;1814;4;;1;2;1;5;5;5;4;1;1;;63.44084;231543;;1;0;;;;;;;
2;1010;0048;01;1;1;1;1;047;1;1;1;6;1;0;32;2;4;1253;5992;3;;2;3;1;5;5;4;5;1;1;1;44.42300;52421543;;1;0;;;;;;;
2;1010;0048;02;1;1;2;2;040;1;1;1;6;1;0;32;4;3;1010;295;3;;1;5;1;5;5;2;2;2;1;1;44.42300;62322553;;0;0;;;;;;;
2;1010;0051;01;1;1;2;2;031;1;1;1;6;6;0;36;1;;;0;;;;;1;4;5;5;3;2;1;;37.22053;32423;;0;0;;;;;;;
2;1010;0051;02;1;2;1;1;030;1;1;1;6;1;0;36;4;5;9623;87532;;;;;;;;;;;2;;37.22053;52;;0;0;;;;;;;
2;1010;0110;01;3;1;2;1;019;1;1;1;0;4;0;86;3;5;1093;1814;4;;1;2;1;5;5;5;4;1;1;;63.44084;441543;;0;0;;;;;;;
2;1010;0013;01;5;1;2;1;026;1;1;1;4;6;0;55;4;;;0;;;;;1;5;5;5;4;2;1;;47.88093;42423;;0;0;;;;;;;
2;1010;0015;01;5;1;2;1;022;1;1;1;0;4;0;88;3;5;1240;5008;1;1;;2;1;4;5;1;4;2;1;;63.44084;432443;;0;0;;;;;;;
2;1010;0075;01;4;1;2;1;020;1;1;2;0;4;0;86;3;5;1093;1761;4;;1;4;1;5;5;5;3;1;1;;63.44084;431333;;1;0;;;;;;;
2;1010;0078;01;3;1;2;1;018;1;1;2;4;2;2;55;3;5;1050;1603;4;;1;4;1;5;5;5;4;1;1;1;63.44084;51441533;;0;0;;;;;;;
2;1010;0085;01;3;1;1;1;036;1;1;1;6;1;0;36;4;5;1081;1867;1;4;;1;1;2;5;1;5;5;1;1;32.51303;5225   3;;1;0;;;;;;;
2;1010;0085;02;3;1;2;2;029;1;1;1;6;2;0;36;2;5;1560;7544;4;;3;3;1;5;5;5;5;1;1;1;32.51303;42351153;;1;0;;;;;;;
2;1010;0085;03;3;1;2;3;001;;;;;;;;;;;0;;;;;;;;;;;;;45.27143;;;0;0;;;;;;;
2;1010;0127;01;2;1;2;2;065;1;2;1;6;8;0;82;4;;;0;;;;;4;5;5;5;4;4;2;;54.82357;5   1;03;0;0;;;;;;;
2;1010;0127;02;2;1;1;1;060;1;1;1;3;1;0;61;4;5;9595;32527;1;4;;5;4;5;5;1;5;4;1;1;36.98540;5134   3;;0;0;;;;;;;
2;1010;0130;01;4;1;1;1;065;1;1;1;6;7;0;22;4;;;0;;;;;1;5;5;5;5;5;1;;54.82357;5   3;;0;0;;;;;;;
2;1010;0130;02;4;1;2;2;059;1;1;1;6;1;0;41;4;5;1060;1331;3;;1;1;2;1;5;4;5;4;1;1;36.98540;5124   3;;0;0;;;;;;;
2;1010;0132;01;1;1;1;1;038;1;1;2;4;1;0;36;2;4;1010;326;4;;1;5;1;5;5;5;4;3;1;1;37.22053;5233   3;;0;0;;;;;;;
2;1010;0132;02;1;1;1;2;030;1;1;2;5;6;0;54;4;;;0;;;;;1;4;5;5;4;2;1;;37.22053;42543;;0;0;;;;;;;
2;1010;0145;01;3;1;1;1;038;1;1;1;6;1;0;36;4;5;9594;46300;1;4;;1;1;5;5;1;5;3;1;1;47.88093;6143   3;;0;0;;;;;;;
2;1010;0153;01;3;1;1;1;022;1;1;1;0;4;0;88;3;5;1253;5687;4;;3;2;1;5;5;5;5;1;1;;63.44084;451553;;0;0;;;;;;;
2;1010;0014;01;4;1;2;1;033;1;1;2;5;1;0;46;4;5;1010;843;4;;1;1;1;5;5;5;3;2;1;1;32.51303;52342453;;0;0;;;;;;;
2;1010;0014;02;4;1;1;3;009;2;2;2;0;5;0;83;4;5;1020;422;;;;;1;2;5;5;3;2;1;;37.67285;52453;;0;0;;;;;;;
2;1010;0014;03;4;1;1;3;007;2;2;2;0;5;0;83;4;5;1020;422;;;;;1;2;5;5;3;2;1;;37.67285;52453;;0;0;;;;;;;
2;1010;0067;01;5;1;1;1;054;1;1;1;2;1;0;48;4;5;1015;228;4;;1;4;1;1;5;2;3;3;1;1;57.14627;5144   3;;0;0;;;;;;;
2;1010;0082;01;1;1;2;1;020;1;1;1;0;4;0;86;4;5;1473;9452;4;;3;1;1;5;5;5;5;1;1;;49.31612;321543;;0;0;;;;;;;
2;1010;0082;02;1;1;2;4;019;1;1;1;0;4;0;86;4;5;1473;9452;4;;3;1;1;5;5;5;5;1;1;;49.31612;321543;;0;0;;;;;;;
2;1010;0149;01;4;1;2;1;053;1;1;1;4;1;0;41;1;5;1078;591;4;;1;5;1;4;1;2;2;2;1;1;44.42300;52342223;;0;0;;;;;;;
2;1010;0149;02;4;1;1;3;017;1;1;2;0;4;0;86;1;5;3033;19915;;;;;1;4;5;5;2;2;1;;12.95922;13223;;0;0;;;;;;;
2;1010;0156;01;1;1;2;1;038;1;1;1;5;1;0;46;4;5;1010;890;4;;3;1;1;2;5;2;4;2;1;1;47.88093;53422543;;0;0;;;;;;;
2;1010;0003;01;4;1;2;1;019;1;1;2;0;4;1;86;4;5;1053;1637;4;;1;1;1;5;5;5;4;5;1;;63.44084;33   3;;0;0;;;;;;;
2;1010;0008;01;3;1;2;1;021;1;1;1;0;4;0;88;3;5;1500;8410;4;;1;1;1;5;5;4;2;1;1;;63.44084;231313;;0;0;;;;;;;
2;1010;0021;01;5;1;1;1;026;1;1;1;6;1;0;36;2;5;1190;3968;4;;3;3;1;2;5;5;2;1;1;1;47.88093;52332413;;0;0;;;;;;;
2;1010;0023;01;3;1;2;1;025;1;1;1;6;1;0;36;3;5;1248;6726;4;;1;1;1;5;5;5;5;1;1;1;47.88093;51441553;;0;0;;;;;;;
2;1010;0032;01;1;1;2;1;041;1;1;2;4;6;0;46;3;;;0;;;;;1;5;5;5;4;3;1;;44.42300;4   3;;0;0;;;;;;;
2;1010;0032;02;1;1;1;3;015;1;1;2;0;5;0;84;3;5;1020;984;;;;;1;5;5;5;5;1;1;;12.95922;41443;;0;0;;;;;;;
2;1010;0039;01;1;1;1;1;027;1;1;1;5;1;0;47;4;5;1250;5184;4;;3;5;1;4;5;5;5;1;1;1;47.88093;51341543;;0;0;;;;;;;
2;1010;0045;01;3;1;1;1;018;1;1;1;0;4;0;86;4;5;1053;1637;4;;1;1;2;1;5;5;5;3;1;;63.44084;35   3;;1;0;;;;;;;
2;1010;0054;01;5;1;1;1;024;1;1;1;5;1;0;36;4;5;1318;7884;1;4;;2;1;5;5;1;3;5;1;1;49.31612;5145   3;;1;0;;;;;;;
2;1010;0054;02;5;1;2;2;022;1;1;1;0;4;0;88;3;5;1302;4534;4;;2;1;1;5;5;3;2;1;1;;49.31612;441533;;1;0;;;;;;;
2;1010;0060;01;4;1;2;1;024;1;1;1;0;4;0;88;3;5;1253;5971;3;;3;1;1;5;5;3;3;1;1;;63.44084;411553;;0;0;;;;;;;
2;1010;0076;01;2;1;1;1;021;1;1;1;0;3;0;88;2;5;8888;0;;;;;1;5;5;3;4;2;1;;49.31612;52553;;0;0;;;;;;;
2;1010;0076;02;2;1;1;4;021;1;1;1;0;3;0;88;4;5;8888;0;;;;;1;5;5;2;3;3;1;;49.31612;4   3;;0;0;;;;;;;
2;1010;0081;01;1;1;2;1;022;1;1;1;0;4;0;88;3;5;1250;4745;4;;3;3;1;2;5;4;4;1;1;;49.31612;341443;;0;0;;;;;;;
2;1010;0081;02;1;1;2;4;021;1;1;1;0;4;0;88;3;5;1253;4320;4;;3;1;1;4;5;4;4;2;1;;49.31612;342543;;0;0;;;;;;;
2;1010;0084;01;1;1;2;1;033;1;1;1;6;1;0;36;2;5;1010;265;4;;1;1;1;4;5;3;2;2;1;1;47.88093;53442543;;0;0;;;;;;;
2;1010;0086;01;5;1;1;1;032;1;1;1;6;1;0;36;4;4;9625;27173;1;3;;1;2;5;5;1;4;4;1;1;37.22053;5344   3;;0;0;;;;;;;
2;1010;0086;02;5;1;2;2;032;1;1;1;6;1;0;36;4;5;1078;910;3;;3;4;1;5;5;3;3;4;1;1;37.22053;5334   3;;0;0;;;;;;;
2;1010;0106;01;1;1;1;1;027;1;1;2;6;6;0;46;4;;;0;;;;;1;5;5;5;4;4;1;;47.88093;2   3;;0;0;;;;;;;
2;1010;0107;01;4;1;1;1;051;1;1;1;5;1;0;48;3;5;1015;211;3;;2;4;1;3;5;2;5;2;1;1;57.14627;51422443;;0;0;;;;;;;
2;1010;0133;01;3;1;2;1;018;1;1;2;0;4;0;86;3;5;1253;5971;4;;3;5;1;5;5;5;5;1;1;;63.44084;331553;;0;0;;;;;;;
2;1010;0137;01;2;1;2;1;019;1;1;1;0;4;0;86;3;5;1093;2043;4;;1;1;1;4;5;5;5;1;1;;63.44084;331543;;0;0;;;;;;;
2;1010;0142;01;5;1;2;1;022;1;1;1;0;4;0;86;4;5;1453;11889;1;4;;1;2;5;5;1;5;4;1;;63.44084;35   3;;0;0;;;;;;;
2;1010;0146;01;2;1;1;1;025;1;1;1;6;1;0;36;2;4;1190;2490;1;4;;5;1;5;5;2;5;1;1;1;47.88093;51453143;;0;0;;;;;;;
2;1010;0155;01;3;1;1;1;038;1;1;1;6;1;0;36;4;4;1020;697;4;;1;1;1;5;5;5;5;4;1;1;37.22053;5225   3;;0;0;;;;;;;
2;1010;0155;02;3;1;2;2;038;1;1;1;6;1;0;36;2;4;1250;5211;3;;1;1;1;5;5;5;5;1;1;1;37.22053;52451553;;0;0;;;;;;;
2;1010;0158;01;3;1;2;1;019;1;1;2;0;4;0;86;3;5;1453;11889;4;;3;1;1;5;5;5;5;2;1;;63.44084;352453;;0;0;;;;;;;
2;1010;0164;01;3;1;2;2;028;1;1;1;6;1;0;31;4;3;1250;5619;1;4;;5;1;5;5;1;5;5;1;1;37.22053;5335   1;;0;0;;;;;;;
2;1010;0164;02;3;2;1;1;028;1;1;1;6;1;0;47;4;5;9593;41320;;;;;;;;;;;2;;37.22053;51;;0;0;;;;;;;
2;1010;0028;01;2;1;2;2;024;1;1;2;0;4;0;88;3;5;1050;1424;4;;1;1;1;4;5;5;2;2;1;;49.31612;442223;;1;0;;;;;;;
2;1010;0028;02;2;1;1;1;022;1;1;1;0;4;1;88;4;5;1050;1424;1;2;;1;1;4;5;2;4;2;1;;49.31612;442223;;1;0;;;;;;;
2;1010;0123;01;1;1;2;1;025;1;1;1;0;4;0;88;3;5;1102;4043;3;;3;5;1;5;5;3;3;1;1;;47.88093;351553;;0;0;;;;;;;
2;1010;0569;01;2;1;2;1;061;1;1;1;6;7;0;54;1;;;0;;;;;1;5;5;5;4;1;1;;47.57845;42411;;0;0;;;;;;;
2;1010;0592;01;4;1;1;1;063;1;1;2;3;7;0;36;4;;;0;;;;;1;4;5;5;4;3;1;;36.98540;4   3;;1;0;;;;;;;
2;1010;0592;02;4;1;1;4;029;1;1;2;4;1;0;66;2;5;1240;6671;4;;2;1;1;4;5;5;1;1;1;1;37.22053;51411513;;0;0;;;;;;;
2;1010;0595;01;4;1;2;2;068;1;2;1;3;7;0;41;4;;;0;;;;;1;5;5;5;3;2;1;;47.88970;42323;;1;0;;;;;;;
2;1010;0595;02;4;1;1;1;063;1;1;1;4;1;0;51;4;5;1060;572;4;;3;3;1;5;5;4;3;2;1;1;32.30763;53442433;;0;0;;;;;;;
2;1010;0595;03;4;1;1;3;025;1;1;1;0;3;0;86;4;5;3033;20354;4;;3;1;1;5;5;5;1;2;1;;32.51303;452443;;0;0;;;;;;;
2;1010;0011;01;3;1;1;1;032;1;1;1;6;1;0;32;4;4;1102;4265;1;3;;1;1;5;5;1;5;1;1;1;32.51303;53441453;;1;0;;;;;;;
2;1010;0011;02;3;1;2;2;031;1;1;2;6;1;0;32;4;4;1102;4265;4;;2;1;1;5;5;5;2;1;1;1;32.51303;53441443;;0;0;;;;;;;
2;1010;0011;03;3;1;1;3;001;;;;;;;;;;;0;;;;;;;;;;;;;45.27143;;;0;0;;;;;;;
2;1010;0087;01;4;1;2;1;023;1;1;1;0;4;0;88;3;5;1250;4759;4;;3;1;1;5;5;5;5;1;1;;49.31612;441553;;0;0;;;;;;;
2;1010;0087;02;4;1;2;4;021;1;1;1;0;4;0;87;3;5;1253;4286;4;;3;5;1;5;5;5;5;1;1;;49.31612;441543;;1;0;;;;;;;
2;1010;0114;01;1;1;1;1;046;1;1;1;6;1;0;31;3;4;1188;673;4;;3;1;1;2;5;3;3;2;1;1;57.14627;52423233;;0;0;;;;;;;
2;1010;0005;01;1;1;2;5;025;1;1;1;6;1;0;36;4;2;;0;;;;;1;4;5;2;2;2;1;2;37.22053;53 52253;;0;0;;;;;;;
2;1010;0005;02;1;1;1;1;020;1;1;1;0;4;0;86;3;5;1053;2022;1;4;;2;1;2;5;1;4;3;1;;49.31612;45   3;;0;0;;;;;;;
2;1010;0070;01;1;1;1;1;071;1;1;1;2;7;0;54;3;;;0;;;;;1;5;5;5;2;1;2;;70.52568;42243;01;0;0;;;;;;;
2;1010;0073;01;2;1;1;1;020;1;1;1;0;4;0;87;4;5;1018;403;4;;1;5;1;5;5;4;5;4;1;;63.44084;44   3;;0;0;;;;;;;
2;1010;0010;01;5;1;2;2;031;1;1;1;6;1;0;36;3;4;1190;2835;1;2;;1;1;4;5;1;2;4;1;1;37.22053;5344   3;;1;0;;;;;;;
2;1010;0010;02;5;2;1;1;030;1;1;1;0;3;0;54;4;5;9510;197604;;;;;;;;;;;1;;37.22053;;;0;0;;;;;;;
2;1010;0562;01;4;1;2;2;029;1;1;2;6;1;0;54;3;5;1060;1020;4;;3;1;1;5;5;5;4;1;1;1;37.22053;61452113;;0;0;;;;;;;
2;1010;0562;02;4;1;1;1;027;1;1;1;0;4;0;88;3;5;1253;6132;3;;3;1;1;5;5;2;2;2;1;;37.22053;453333;;0;0;;;;;;;
2;1018;0004;01;3;1;2;1;022;1;1;1;0;4;0;87;3;5;1253;4043;4;;3;2;1;5;5;5;5;1;1;;62.43557;421453;;1;0;;;;;;;
2;1018;0009;01;4;1;1;1;022;1;1;1;0;4;0;86;3;5;1453;11658;4;;3;2;1;5;5;5;5;1;1;;62.43557;431443;;1;0;;;;;;;
2;1018;0018;01;3;1;2;1;018;1;1;2;0;4;0;86;4;5;1053;1949;4;;1;4;1;5;5;5;5;1;1;;62.43557;421443;;1;0;;;;;;;
2;1018;0033;01;2;1;2;1;020;1;1;1;0;4;0;88;4;5;1018;161;4;;1;1;1;1;5;5;5;3;1;;62.43557;34   3;;0;0;;;;;;;
2;1018;0037;01;3;1;2;1;018;1;1;1;0;4;0;86;3;5;1253;4043;4;;1;2;1;5;5;5;5;1;1;;62.43557;431553;;1;0;;;;;;;
2;1018;0043;01;2;1;1;1;029;1;1;1;3;1;0;22;4;3;1010;783;4;;1;5;1;2;5;2;5;2;1;1;47.88093;63342533;;1;0;;;;;;;
2;1018;0044;01;1;1;2;1;023;1;1;1;0;3;0;88;2;5;8888;0;;;;;3;1;5;5;4;1;1;;63.44084;31513;;1;0;;;;;;;
2;1018;0047;01;5;1;2;1;019;1;1;2;0;4;0;86;4;5;1018;161;4;;1;5;1;5;5;5;5;3;1;;49.31612;33   3;;0;0;;;;;;;
2;1018;0047;02;5;1;2;4;017;1;1;2;0;4;0;86;3;5;1093;2534;;;;;1;5;5;5;5;1;1;;12.95922;31553;;0;0;;;;;;;
2;1018;0049;01;4;1;1;1;058;1;1;2;1;6;0;61;3;;;0;;;;;1;5;5;5;3;1;1;;47.57845;31411;;0;0;;;;;;;
2;1018;0050;01;5;1;1;1;024;1;1;1;0;4;0;88;3;5;1510;8884;4;;1;1;1;5;5;5;5;1;1;;62.43557;431453;;0;0;;;;;;;
2;1018;0056;01;1;1;1;1;070;1;1;1;6;7;0;36;3;;;0;;;;;1;5;5;5;5;2;1;;70.52568;42423;;1;0;;;;;;;
2;1018;0065;01;1;1;2;1;019;1;1;2;0;4;0;86;4;5;1093;2125;4;;1;1;1;5;5;5;2;1;1;;62.43557;441543;;0;0;;;;;;;
2;1018;0065;02;1;1;2;4;017;1;1;2;0;4;0;86;4;5;1093;2313;;;;;1;5;5;5;2;1;1;;62.43557;21543;;0;0;;;;;;;
2;1018;0069;01;2;1;1;1;021;1;1;1;0;4;0;87;3;5;1253;5754;4;;3;1;1;5;5;5;3;1;1;;62.43557;441333;;0;0;;;;;;;
2;1018;0072;01;4;1;1;1;027;1;1;2;6;2;0;56;4;5;1010;382;4;;1;5;1;2;5;5;3;2;1;1;47.88093;51352543;;0;0;;;;;;;
2;1018;0077;01;5;1;2;1;021;1;1;2;0;4;0;87;3;5;1030;2028;4;;1;3;1;5;5;5;4;1;1;;62.43557;431413;;1;0;;;;;;;
2;1018;0077;02;5;1;2;5;018;1;1;2;0;4;0;86;4;5;1053;1949;4;;1;5;1;5;5;5;5;3;1;;62.43557;43   3;;1;0;;;;;;;
2;1018;0088;01;5;1;2;1;035;1;1;1;6;1;0;46;4;5;1010;567;1;2;;5;1;5;5;1;3;5;1;1;32.51303;6344   3;;0;0;;;;;;;
2;1018;0088;02;5;1;1;3;008;2;2;2;0;5;0;83;4;5;1070;1631;;;;;1;5;5;5;1;5;1;;37.67285;4   3;;0;0;;;;;;;
2;1018;0088;03;5;1;1;3;003;;;;;;;;;;;0;;;;;;;;;;;;;45.27143;;;0;0;;;;;;;
2;1018;0090;01;2;1;2;1;019;1;1;1;0;4;0;86;3;5;1063;936;4;;2;1;1;5;5;2;2;4;1;;62.43557;32   3;;0;0;;;;;;;
2;1018;0090;02;2;1;2;5;019;1;1;1;0;4;0;86;3;5;1302;4772;4;;2;5;1;5;5;2;2;1;1;;62.43557;321553;;0;0;;;;;;;
2;1018;0094;01;4;1;2;1;027;1;1;2;0;4;0;88;3;5;1302;4772;4;;3;1;1;5;5;5;3;1;1;;62.43557;451523;;0;0;;;;;;;
2;1018;0099;01;4;1;1;1;025;1;1;1;6;1;0;32;2;4;1253;5754;4;;3;1;1;5;5;5;5;1;1;1;62.43557;53351553;;0;0;;;;;;;
2;1018;0102;01;4;1;1;1;020;1;1;1;0;4;0;87;3;5;1253;5754;4;;3;1;1;5;5;5;2;1;1;;62.43557;421543;;0;0;;;;;;;
2;1018;0109;01;4;1;2;1;019;1;1;2;0;4;0;86;3;5;1018;161;4;;1;5;1;5;5;5;3;2;1;;62.43557;332543;;0;0;;;;;;;
2;1018;0117;01;4;1;2;1;025;1;1;2;0;4;0;88;3;5;1060;1198;4;;1;1;1;5;5;5;4;1;1;;62.43557;342513;;0;0;;;;;;;
2;1018;0117;02;4;1;2;5;019;1;1;2;0;4;0;86;3;5;1253;5754;4;;3;2;1;5;5;5;4;1;1;;62.43557;341553;;0;0;;;;;;;
2;1018;0117;03;4;1;2;4;019;1;1;2;0;4;0;86;3;5;1253;5754;4;;3;2;1;5;5;5;4;1;1;;62.43557;341533;;1;0;;;;;;;
