PP1;PP2;ECH;PER;PP3;P1;P2;P3;P4;P4A;P4B;P5;P6;P7;P8;P9;P10;P12;P13;DP13;P15;P17;P17A;P15A;P23A;P20;P21;P23;P24;P25;P19;P19A;COEQ;PL9A;PL9B;PLP2;PL27;PL24;PL25;PL26;PL28;PL29;PWE;PFIN
2;1490;0065;03;4;1;1;3;001;;;;;;;;;;;0;;;;;;;;;;;;;127.9162;;;0;0;;;;;;;
2;1490;0065;04;4;1;1;3;001;;;;;;;;;;;0;;;;;;;;;;;;;127.9162;;;0;0;;;;;;;
2;1490;0019;01;1;1;1;1;055;2;2;2;7;9;0;66;4;;;0;;;;;1;5;5;5;5;5;2;;163.1483;5   1;01;0;0;;;;;;;
2;1490;0040;01;3;1;2;1;070;2;2;2;9;8;0;82;4;;;0;;;;;2;5;5;5;4;5;2;;155.1205;5   3;05;0;0;;;;;;;
2;1490;0045;01;1;1;1;1;039;1;1;1;4;6;0;46;4;;;0;;;;;1;4;5;1;4;5;1;;140.1441;5   3;;0;0;;;;;;;
2;1490;0045;02;1;1;2;2;038;1;1;1;3;6;0;56;4;;;0;;;;;1;5;5;1;2;5;1;;140.1441;5   3;;0;0;;;;;;;
2;1490;0045;03;1;1;1;3;016;2;2;2;0;5;0;85;4;5;1503;1056;;;;;1;5;5;5;2;5;1;;117.3757;5   3;;0;0;;;;;;;
2;1490;0045;04;1;1;1;3;013;2;2;2;0;5;0;84;4;5;1490;396;;;;;1;5;5;5;2;5;1;;117.3757;5   3;;0;0;;;;;;;
2;1490;0045;05;1;1;2;3;005;2;2;2;0;5;0;83;4;5;1490;176;;;;;1;5;5;5;2;5;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0045;06;1;1;1;3;003;;;;;;;;;;;0;;;;;;;;;;;;;159.9585;;;0;0;;;;;;;
2;1490;0087;01;1;1;1;1;048;1;2;1;2;1;0;22;3;5;8888;0;;;;;1;5;5;1;5;1;1;5;128.8821;53 51413;;0;0;;;;;;;
2;1490;0087;02;1;1;2;2;048;1;2;3;4;8;0;82;3;;;0;;;;;1;5;5;3;4;1;1;;128.8821;41413;;0;0;;;;;;;
2;1490;0087;03;1;1;1;3;010;2;2;2;0;5;0;83;4;5;1490;199;;;;;1;4;5;5;4;3;1;;126.6691;4   3;;0;0;;;;;;;
2;1490;0093;01;4;1;2;1;058;1;1;1;2;1;0;51;4;5;1470;2168;1;4;;1;1;5;5;1;4;4;1;1;163.1483;5135   3;;1;0;;;;;;;
2;1490;0111;01;3;1;1;1;045;1;1;1;4;1;0;55;4;5;4010;25378;1;3;;1;1;4;5;1;1;5;1;1;94.15743;5135   3;;1;0;;;;;;;
2;1490;0111;02;3;1;2;2;045;1;1;1;5;1;0;54;4;5;1470;2168;1;3;;1;4;4;5;1;5;5;1;1;94.15743;5135   3;;1;0;;;;;;;
2;1490;0111;03;3;1;2;3;018;1;1;3;0;5;0;85;3;5;1503;1705;1;5;;5;1;4;5;3;1;1;1;;106.6859;341513;;0;0;;;;;;;
2;1490;0111;04;3;1;1;3;014;1;1;2;0;5;0;84;3;5;1540;1880;;;;;1;4;5;5;1;1;1;;93.86351;51513;;0;0;;;;;;;
2;1490;0048;01;2;1;2;1;049;1;1;2;5;8;0;41;3;;;0;;;;;1;5;5;5;3;1;1;;65.42152;54513;;0;0;;;;;;;
2;1490;0048;02;2;1;1;3;011;1;2;2;0;5;0;84;3;5;1490;670;;;;;1;4;5;5;3;1;1;;65.21731;54513;;0;0;;;;;;;
2;1490;0050;01;5;1;2;1;045;1;2;2;2;1;0;66;4;5;1491;419;4;;1;5;1;5;5;5;2;4;1;1;165.3952;5125   3;;0;0;;;;;;;
2;1490;0056;01;1;1;1;1;049;1;2;1;4;6;0;61;4;;;0;;;;;1;5;5;5;5;5;1;;94.15743;5   3;;0;0;;;;;;;
2;1490;0056;02;1;1;2;2;034;1;1;3;3;6;0;56;3;;;0;;;;;1;5;5;3;4;2;1;;112.0710;55523;;0;0;;;;;;;
2;1490;0056;03;1;1;1;3;010;2;2;2;0;5;0;83;4;5;1490;245;;;;;1;4;5;5;5;3;1;;92.54061;5   3;;0;0;;;;;;;
2;1490;0056;04;1;1;2;3;008;2;2;2;0;5;0;83;4;5;1490;245;;;;;1;4;5;5;5;3;1;;92.54061;5   3;;0;0;;;;;;;
2;1490;0074;01;4;1;1;1;076;1;1;1;1;7;0;61;3;;;0;;;;;1;5;5;2;5;2;1;;61.35743;55223;;1;0;;;;;;;
2;1490;0074;02;4;1;2;2;072;2;2;2;1;7;0;56;3;;;0;;;;;1;5;5;5;2;2;1;;61.35743;55223;;0;0;;;;;;;
2;1490;0114;01;3;1;1;1;036;1;1;1;5;1;0;47;4;5;1010;10324;1;3;;1;2;5;5;1;5;5;1;1;77.86806;5134   3;;0;0;;;;;;;
2;1490;0114;02;3;1;2;2;032;1;1;1;6;1;0;46;4;5;1491;419;4;;3;1;2;5;5;5;1;4;1;1;77.86806;5134   3;;0;0;;;;;;;
2;1490;0013;01;2;1;1;1;040;1;1;1;2;1;0;61;4;5;4060;18560;1;4;;3;1;4;5;1;4;4;1;1;94.15743;3134   3;;0;0;;;;;;;
2;1490;0013;02;2;1;2;2;034;1;1;1;3;1;0;61;4;5;1231;5208;1;4;;3;1;5;5;1;3;4;1;1;112.0710;5234   3;;0;0;;;;;;;
2;1490;0013;03;2;1;2;3;016;1;1;2;0;5;0;85;3;5;1473;2554;;;;;1;4;5;5;1;1;1;;93.86351;43513;;0;0;;;;;;;
2;1490;0013;04;2;1;2;3;012;1;2;2;0;5;0;84;4;5;1490;671;;;;;1;4;5;5;1;4;1;;93.86351;4   3;;0;0;;;;;;;
2;1490;0028;01;2;1;2;2;050;1;1;1;6;1;0;46;4;5;9629;24803;1;1;;5;1;5;5;1;4;5;1;1;65.42152;5135   3;;0;0;;;;;;;
2;1490;0028;02;2;1;1;1;048;1;1;1;3;1;0;61;2;5;1541;1900;1;1;;1;1;2;5;1;4;4;1;1;65.42152;5135   3;;0;0;;;;;;;
2;1490;0090;01;5;1;2;1;027;1;1;1;4;1;0;46;4;5;1240;7266;1;3;;1;4;5;5;1;5;5;1;1;196.8618;5135   3;;0;0;;;;;;;
2;1490;0092;01;4;1;1;1;046;1;2;1;3;1;0;61;4;5;4020;18923;1;3;;1;2;4;5;1;5;5;1;1;128.8821;5235   3;;0;0;;;;;;;
2;1490;0092;02;4;1;2;2;046;1;1;1;4;8;0;82;4;;;0;;;;;1;4;5;1;3;5;1;;128.8821;5   3;;0;0;;;;;;;
2;1490;0092;03;4;1;1;3;017;1;1;2;0;5;0;85;4;5;1493;804;;;;;1;2;5;5;2;3;1;;128.4798;5   3;;0;0;;;;;;;
2;1490;0110;01;2;1;1;1;059;1;1;1;2;9;0;61;4;;;0;;;;;4;5;5;2;5;5;2;;64.53278;5   1;03;0;0;;;;;;;
2;1490;0110;02;2;1;2;2;059;2;1;1;2;7;0;54;4;;;0;;;;;4;5;5;2;5;5;1;;64.53278;5   3;;0;0;;;;;;;
2;1490;0007;01;2;1;1;1;068;2;2;2;1;7;0;66;3;;;0;;;;;1;5;5;5;3;1;1;;61.35743;52213;;0;0;;;;;;;
2;1490;0007;02;2;1;2;2;050;1;2;2;1;1;0;56;2;5;8888;0;;;;;1;5;5;5;3;1;1;1;65.42152;51 51211;;0;0;;;;;;;
2;1490;0044;01;3;1;2;1;056;1;1;1;1;1;0;54;4;5;1510;2000;1;5;;5;1;5;5;1;4;5;1;1;127.1313;5135   3;;0;0;;;;;;;
2;1490;0044;02;3;1;1;3;026;1;1;2;3;1;0;66;4;5;1470;2676;4;;3;5;1;5;5;5;1;3;1;1;153.4022;5135   3;;0;0;;;;;;;
2;1490;0044;03;3;1;1;3;017;1;1;2;2;6;0;61;4;;;0;;;;;1;4;5;5;1;3;1;;128.4798;5   3;;0;0;;;;;;;
2;1490;0049;01;2;1;2;1;069;1;2;2;1;7;0;66;1;;;0;;;;;2;5;5;5;1;2;2;;155.1205;55323;01;0;0;;;;;;;
2;1490;0075;01;1;1;1;1;070;2;2;2;1;7;0;66;4;;;0;;;;;1;5;5;5;4;2;1;;61.35743;55521;;0;0;;;;;;;
2;1490;0075;02;1;1;2;2;059;2;2;2;1;9;0;56;4;;;0;;;;;1;5;5;5;4;4;1;;64.53278;5   3;;1;0;;;;;;;
2;1490;0043;01;3;1;2;1;064;1;1;1;4;7;0;36;4;;;0;;;;;1;5;5;5;2;5;1;;163.1483;5   3;;0;0;;;;;;;
2;1490;0091;01;1;1;2;1;061;1;1;1;5;2;0;41;4;5;1480;2325;1;4;;5;2;5;5;1;5;4;1;1;163.1483;3134   3;;1;0;;;;;;;
2;1490;0008;01;5;1;1;1;068;1;1;1;2;7;0;61;4;;;0;;;;;1;5;5;1;1;4;1;;61.35743;4   3;;1;0;;;;;;;
2;1490;0008;02;5;1;2;2;066;1;1;1;4;7;0;41;4;;;0;;;;;1;5;5;1;1;4;1;;61.35743;4   3;;1;0;;;;;;;
2;1490;0030;01;5;1;2;2;039;1;1;2;2;8;0;82;3;;;0;;;;;2;5;5;5;2;1;2;;140.1441;52112;02;0;0;;;;;;;
2;1490;0030;02;5;1;1;1;039;1;1;1;2;6;0;56;4;;;0;;;;;3;3;5;1;5;5;1;;140.1441;5   3;;0;0;;;;;;;
2;1490;0030;03;5;1;2;3;018;1;1;2;0;5;0;85;3;5;1503;1659;4;;1;1;1;5;5;5;2;1;1;;133.4101;452113;;0;0;;;;;;;
2;1490;0030;04;5;1;1;3;015;1;1;2;0;5;0;85;3;5;1503;1659;;;;;1;5;5;5;2;1;1;;117.3757;52213;;0;0;;;;;;;
2;1490;0030;05;5;1;1;3;007;2;2;2;0;5;0;83;4;5;1490;391;;;;;2;5;5;5;2;3;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0030;06;5;1;2;3;005;2;2;2;0;5;0;83;4;5;1490;391;;;;;2;5;5;5;2;3;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0086;01;2;1;2;1;090;2;2;1;3;7;0;54;4;;;0;;;;;4;5;5;5;2;5;2;;325.5321;5   3;03;0;0;;;;;;;
2;1490;0102;01;4;1;1;1;075;2;2;1;2;7;0;54;3;;;0;;;;;1;5;5;5;5;1;1;;88.30821;55513;;0;0;;;;;;;
2;1490;0102;02;4;1;2;2;064;1;2;2;9;8;0;82;4;;;0;;;;;1;5;5;5;5;5;1;;92.87831;5   3;;0;0;;;;;;;
2;1490;0102;03;4;1;2;3;045;1;1;1;4;1;0;56;4;5;1450;5631;1;4;;5;1;5;5;1;5;5;1;1;94.15743;6135   3;;0;0;;;;;;;
2;1490;0102;04;4;1;2;3;019;1;1;3;0;4;0;86;3;5;1253;7635;4;;3;2;1;3;5;3;5;1;1;;106.6859;354413;;0;0;;;;;;;
2;1490;0032;01;1;1;1;1;074;1;2;1;4;7;0;48;4;;;0;;;;;2;5;5;1;5;5;1;;120.8758;4   3;;0;0;;;;;;;
2;1490;0032;02;1;1;2;2;069;1;2;2;2;7;0;61;4;;;0;;;;;2;5;5;5;1;5;1;;120.8758;4   1;;0;0;;;;;;;
2;1490;0032;03;1;1;2;3;040;1;1;2;4;1;0;54;4;5;1430;6623;4;;2;2;2;5;5;5;1;5;1;6;128.8821;5134   1;;0;0;;;;;;;
2;1490;0071;01;2;1;2;2;061;1;2;2;1;6;0;54;4;;;0;;;;;5;5;5;5;3;5;2;;64.53278;5   1;02;0;0;;;;;;;
2;1490;0071;02;2;1;1;1;059;2;2;1;1;6;0;61;4;;;0;;;;;1;5;5;1;5;5;1;;64.53278;5   3;;0;0;;;;;;;
2;1490;0077;01;2;1;2;1;049;1;2;1;2;1;0;66;4;5;1240;9095;1;3;;1;1;5;5;1;2;5;1;1;65.42152;5115   3;;1;0;;;;;;;
2;1490;0077;02;2;1;2;2;035;1;1;1;2;1;0;51;4;5;1250;9105;1;4;;5;1;5;5;1;2;5;1;1;77.86806;5125   3;;0;0;;;;;;;
2;1490;0088;01;4;1;1;1;042;1;1;1;5;1;0;47;4;5;1488;3315;1;3;;1;5;5;5;1;5;5;1;1;117.7433;5135   3;;1;0;;;;;;;
2;1490;0088;02;4;1;2;2;036;1;2;1;3;8;0;82;4;;;0;;;;;5;5;5;1;5;5;1;;140.1441;5   2;;0;0;;;;;;;
2;1490;0088;03;4;1;2;3;015;1;1;2;0;5;0;84;4;5;1540;1079;;;;;3;5;5;5;1;5;1;;117.3757;5   3;;0;0;;;;;;;
2;1490;0088;04;4;1;2;3;012;1;1;2;0;5;0;84;4;5;1540;1079;;;;;5;5;5;5;4;5;2;;117.3757;5   3;70;0;0;;;;;;;
2;1490;0088;05;4;1;2;3;009;2;2;2;0;5;0;83;4;5;1490;425;;;;;5;5;5;5;1;5;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0088;06;4;1;2;3;001;;;;;;;;;;;0;;;;;;;;;;;;;159.9585;;;0;0;;;;;;;
2;1490;0094;01;5;1;2;1;056;1;1;1;4;1;0;46;4;5;1028;11125;1;3;;1;1;5;5;1;4;4;1;1;64.53278;5134   3;;0;0;;;;;;;
2;1490;0094;02;5;1;2;3;025;1;1;1;5;1;0;46;4;5;1200;7198;1;1;;1;1;5;5;1;4;4;1;6;77.86806;5134   3;;0;0;;;;;;;
2;1490;0004;01;1;1;2;1;048;1;2;2;2;6;0;66;3;;;0;;;;;1;5;5;5;4;1;1;;165.3952;51413;;0;0;;;;;;;
2;1490;0021;01;1;1;1;1;066;1;2;1;1;7;0;61;4;;;0;;;;;1;5;5;4;4;5;2;;88.30821;5   3;01;0;0;;;;;;;
2;1490;0021;02;1;1;2;2;055;1;2;2;1;8;0;82;4;;;0;;;;;1;5;5;5;4;5;2;;92.87831;5   3;01;0;0;;;;;;;
2;1490;0021;03;1;1;2;3;026;1;1;1;0;4;0;88;4;5;1253;9542;1;4;;1;1;4;5;1;5;5;1;;112.0710;45   3;;0;0;;;;;;;
2;1490;0021;04;1;1;1;3;023;1;1;1;0;4;0;88;3;5;1253;9542;4;;3;1;1;5;5;4;4;1;1;;106.6859;451513;;0;0;;;;;;;
2;1490;0037;01;1;1;1;1;033;1;2;2;3;2;0;61;3;5;1510;3069;4;;1;5;1;5;5;5;5;1;1;1;153.4022;53351513;;0;0;;;;;;;
2;1490;0037;02;1;1;2;2;028;1;2;2;2;2;0;51;3;5;1470;2217;4;;1;5;1;5;5;5;5;1;1;1;153.4022;51451513;;0;0;;;;;;;
2;1490;0037;03;1;1;1;3;003;;;;;;;;;;;0;;;;;;;;;;;;;175.0910;;;0;0;;;;;;;
2;1490;0054;01;3;1;1;1;050;1;1;1;2;1;0;47;4;5;4080;29193;1;3;;3;1;5;5;1;4;4;1;1;94.15743;5234   3;;0;0;;;;;;;
2;1490;0054;02;3;1;2;2;048;2;2;2;2;8;0;82;4;;;0;;;;;1;5;5;5;2;3;1;;94.15743;4   3;;1;0;;;;;;;
2;1490;0054;03;3;1;1;3;016;1;1;2;0;5;0;85;4;5;1493;444;;;;;1;5;5;5;2;3;1;;93.86351;4   3;;0;0;;;;;;;
2;1490;0054;04;3;1;2;3;006;2;2;2;0;5;0;83;4;5;1490;318;;;;;1;3;5;5;2;3;1;;92.54061;4   3;;0;0;;;;;;;
2;1490;0104;01;3;1;1;1;043;1;1;1;4;6;0;51;4;;;0;;;;;1;5;5;1;5;3;1;;117.7433;5   3;;0;0;;;;;;;
2;1490;0104;02;3;1;2;2;039;1;1;2;4;8;0;82;4;;;0;;;;;1;5;5;5;2;3;1;;140.1441;5   3;;0;0;;;;;;;
2;1490;0104;03;3;1;1;3;018;1;1;2;0;4;0;86;3;5;1483;2125;4;;1;5;1;5;5;5;2;1;1;;133.4101;351413;;0;0;;;;;;;
2;1490;0104;04;3;1;1;3;016;1;1;2;0;5;0;85;3;5;1503;2131;;;;;1;5;5;5;2;1;1;;117.3757;51413;;0;0;;;;;;;
2;1490;0104;05;3;1;1;3;011;1;2;2;0;5;0;83;4;5;1490;148;;;;;1;5;5;5;2;3;1;;117.3757;5   3;;0;0;;;;;;;
2;1490;0104;06;3;1;2;3;010;1;2;2;0;5;0;83;4;5;1490;148;;;;;1;5;5;5;2;3;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0104;07;3;1;1;6;006;2;2;2;0;5;0;83;4;5;1490;148;;;;;1;5;5;5;2;3;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0104;08;3;1;1;3;003;;;;;;;;;;;0;;;;;;;;;;;;;159.9585;;;0;0;;;;;;;
2;1490;0041;01;2;1;2;2;049;1;1;1;3;8;0;82;4;;;0;;;;;1;5;5;5;1;5;1;;94.15743;5   1;;0;0;;;;;;;
2;1490;0041;02;2;1;1;1;047;1;1;1;3;1;0;51;4;5;1470;1583;1;2;;1;1;5;5;1;5;5;1;5;94.15743;5135   3;;0;0;;;;;;;
2;1490;0041;03;2;1;1;3;021;1;1;3;0;4;0;86;3;5;1102;14138;4;;1;1;1;5;5;2;1;1;1;;106.6859;351513;;0;0;;;;;;;
2;1490;0041;04;2;1;2;3;015;2;2;2;0;5;0;84;4;5;1493;421;;;;;1;5;5;5;1;5;2;;93.86351;5   3;01;0;0;;;;;;;
2;1490;0017;01;5;1;1;1;031;1;1;1;6;1;0;36;4;5;1230;5870;1;3;;1;1;4;5;1;2;5;1;1;77.86806;5134   3;;1;0;;;;;;;
2;1490;0017;02;5;1;2;2;030;1;1;1;6;1;0;36;4;5;1240;7526;1;2;;1;1;4;5;1;2;5;1;1;77.86806;5134   3;;1;0;;;;;;;
2;1490;0018;01;3;1;2;2;049;1;1;1;2;2;0;56;4;5;1550;3623;1;4;;5;1;5;5;1;2;5;1;6;94.15743;3135   3;;0;0;;;;;;;
2;1490;0018;02;3;1;1;1;044;1;1;1;3;1;0;22;4;5;8888;0;;;;;1;5;5;1;5;5;1;1;94.15743;53 5   3;;0;0;;;;;;;
2;1490;0018;03;3;1;2;3;021;1;1;1;2;2;0;41;4;5;1490;925;3;;3;2;1;5;5;1;2;2;1;1;106.6859;51355523;;0;0;;;;;;;
2;1490;0018;04;3;1;1;3;016;1;1;2;2;6;0;81;4;;;0;;;;;1;5;5;5;2;5;2;;93.86351;5   3;01;1;0;;;;;;;
2;1490;0046;01;2;1;2;1;026;1;2;2;4;8;0;82;3;;;0;;;;;1;5;5;5;5;1;2;;153.4022;41312;01;0;0;;;;;;;
2;1490;0046;02;2;1;2;3;002;;;;;;;;;;;0;;;;;;;;;;;;;175.0910;;;0;0;;;;;;;
2;1490;0046;03;2;1;1;3;001;;;;;;;;;;;0;;;;;;;;;;;;;175.0910;;;0;0;;;;;;;
2;1490;0063;01;2;1;1;1;042;1;1;1;5;1;0;51;4;5;1538;2628;1;3;;1;1;4;5;1;4;4;1;1;94.15743;5135   3;;0;0;;;;;;;
2;1490;0063;02;2;1;2;2;040;1;1;1;5;1;0;41;4;5;1102;14427;1;3;;1;1;4;5;1;4;4;1;1;94.15743;5135   3;;0;0;;;;;;;
2;1490;0063;03;2;1;1;3;007;2;2;2;0;5;0;83;4;5;1490;410;;;;;1;5;5;5;1;5;1;;92.54061;5   3;;0;0;;;;;;;
2;1490;0063;04;2;1;2;3;004;;;;;;;;;;;0;;;;;;;;;;;;;127.9162;;;0;0;;;;;;;
2;1490;0067;01;4;1;1;1;066;1;1;1;3;7;0;47;4;;;0;;;;;1;5;5;1;1;5;1;;61.35743;5   3;;1;0;;;;;;;
2;1490;0067;02;4;1;2;2;060;1;2;1;3;1;0;51;4;5;1470;2128;1;3;;1;1;5;5;1;1;5;1;1;64.53278;5335   3;;0;0;;;;;;;
2;1490;0079;01;3;1;2;1;022;1;1;2;3;6;0;54;3;;;0;;;;;1;5;5;5;2;1;1;;187.4025;41553;;0;0;;;;;;;
2;1490;0024;01;3;1;2;1;030;2;2;2;2;8;0;82;4;;;0;;;;;1;5;5;5;5;4;1;;140.1441;5   3;;0;0;;;;;;;
2;1490;0024;02;3;1;1;3;014;2;2;2;0;5;0;84;1;5;1490;1300;;;;;1;5;5;5;5;1;1;;117.3757;55513;;0;0;;;;;;;
2;1490;0024;03;3;1;1;3;010;2;2;2;0;5;0;83;4;5;1490;156;;;;;1;5;5;5;5;4;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0024;04;3;1;2;3;009;2;2;2;0;5;0;83;4;5;1490;156;;;;;1;5;5;5;5;4;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0024;05;3;1;1;3;006;2;2;2;0;5;0;83;4;5;1490;156;;;;;1;5;5;5;5;4;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0026;01;3;1;1;1;074;1;2;1;9;7;0;61;1;;;0;;;;;1;5;5;5;4;1;1;;61.35743;55513;;0;0;;;;;;;
2;1490;0026;02;3;1;2;2;062;1;2;2;9;7;0;56;4;;;0;;;;;1;5;5;5;4;5;1;;64.53278;5   3;;0;0;;;;;;;
2;1490;0064;01;5;1;2;1;062;1;1;1;6;1;0;41;4;5;1480;2150;1;3;;1;1;5;5;1;5;5;1;1;64.53278;5135   3;;0;0;;;;;;;
2;1490;0064;02;5;1;2;3;019;1;1;3;0;4;0;86;3;1;;0;;;;;1;5;5;3;1;1;1;;74.12646;51113;;1;0;;;;;;;
2;1490;0035;01;1;1;2;1;024;1;2;2;1;6;0;56;3;;;0;;;;;1;5;5;5;1;1;1;;146.0311;12413;;0;0;;;;;;;
2;1490;0035;02;1;1;1;3;004;;;;;;;;;;;0;;;;;;;;;;;;;175.0910;;;0;0;;;;;;;
2;1490;0035;03;1;1;1;3;003;;;;;;;;;;;0;;;;;;;;;;;;;175.0910;;;0;0;;;;;;;
2;1490;0025;01;3;1;1;1;086;1;2;1;9;7;0;61;4;;;0;;;;;1;5;5;5;4;1;1;;128.7631;55513;;0;0;;;;;;;
2;1490;0025;02;3;1;2;2;080;1;2;2;9;8;0;82;4;;;0;;;;;1;5;5;5;4;5;1;;128.7631;5   3;;0;0;;;;;;;
2;1490;0029;01;4;1;2;2;044;1;1;1;2;8;0;56;4;;;0;;;;;2;5;5;1;4;5;2;;117.7433;5   3;01;0;0;;;;;;;
2;1490;0029;02;4;1;1;1;043;1;2;1;2;6;0;66;4;;;0;;;;;1;5;5;3;1;3;1;;117.7433;5   3;;0;0;;;;;;;
2;1490;0029;03;4;1;1;3;018;1;1;3;0;5;0;85;3;5;1503;1525;4;;1;1;1;5;5;3;2;1;1;;133.4101;452513;;0;0;;;;;;;
2;1490;0029;04;4;1;1;3;012;1;1;2;0;5;0;84;3;5;1503;2065;;;;;1;3;5;5;2;1;1;;117.3757;52513;;0;0;;;;;;;
2;1490;0029;05;4;1;2;3;011;2;2;2;0;5;0;83;4;5;1470;2218;;;;;1;5;5;5;2;5;1;;117.3757;5   3;;0;0;;;;;;;
2;1490;0029;06;4;1;1;3;008;2;2;2;0;5;0;83;4;5;1470;2218;;;;;1;5;5;5;2;5;2;;115.7215;5   3;01;0;0;;;;;;;
2;1490;0029;07;4;1;2;3;006;2;2;2;0;5;0;83;4;5;1470;2218;;;;;1;5;5;5;2;5;2;;115.7215;5   3;01;0;0;;;;;;;
2;1490;0051;01;4;1;2;1;051;1;1;1;3;1;0;51;4;5;1480;1483;1;3;;5;1;5;5;1;5;5;1;6;65.42152;5145   3;;0;0;;;;;;;
2;1490;0051;02;4;1;1;3;024;1;1;1;2;6;0;61;4;;;0;;;;;1;5;5;2;4;5;1;;74.12646;5   3;;0;0;;;;;;;
2;1490;0080;01;1;1;1;1;022;1;2;2;2;6;0;61;4;;;0;;;;;2;1;5;5;1;4;1;;74.12646;5   3;;0;0;;;;;;;
2;1490;0080;02;1;1;2;2;021;1;2;1;2;6;0;55;4;;;0;;;;;2;5;5;1;5;4;2;;74.12646;5   2;02;0;0;;;;;;;
2;1490;0081;01;1;1;1;1;068;1;2;1;9;7;0;66;4;;;0;;;;;2;2;5;1;5;5;1;;61.35743;5   3;;0;0;;;;;;;
2;1490;0081;02;1;1;2;2;061;1;2;2;9;8;0;82;4;;;0;;;;;2;5;5;5;1;5;1;;64.53278;5   3;;0;0;;;;;;;
2;1490;0095;01;2;1;2;1;047;1;2;1;2;8;0;41;4;;;0;;;;;1;5;5;2;2;5;1;;117.7433;5   3;;0;0;;;;;;;
2;1490;0095;02;2;1;1;3;024;1;2;2;3;6;0;55;4;;;0;;;;;1;5;5;5;2;3;1;;133.4101;5   3;;0;0;;;;;;;
2;1490;0095;03;2;1;2;3;011;2;2;2;0;5;0;83;4;5;1490;192;;;;;1;5;5;5;2;5;1;;117.3757;5   3;;0;0;;;;;;;
2;1490;0095;04;2;1;2;3;009;2;2;2;0;5;0;83;4;5;1490;192;;;;;1;5;5;5;2;5;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0095;05;2;1;1;3;006;2;2;2;0;5;0;83;4;5;1490;192;;;;;1;5;5;5;2;5;1;;115.7215;5   3;;0;0;;;;;;;
2;1490;0096;01;2;1;2;1;060;1;1;1;2;7;0;66;4;;;0;;;;;2;5;5;5;2;5;2;;64.53278;5   3;01;0;0;;;;;;;
2;1490;0096;02;2;1;1;3;035;1;1;1;4;1;0;22;4;5;1031;12303;1;2;;5;1;5;5;2;3;3;1;1;77.86806;5335   3;;0;0;;;;;;;
2;1490;0097;01;3;1;1;1;037;1;1;1;3;1;0;61;4;5;4021;17955;1;4;;1;2;4;5;1;5;5;1;5;153.4022;4134   3;;0;0;;;;;;;
2;1490;0097;02;3;1;2;2;030;1;1;2;6;6;0;36;3;;;0;;;;;1;1;5;5;2;1;1;;153.4022;43513;;0;0;;;;;;;
2;1490;0097;03;3;1;2;3;005;2;2;2;0;5;0;83;4;5;1490;912;;;;;1;2;5;5;2;5;1;;126.6691;4   3;;0;0;;;;;;;
2;1490;0016;01;5;1;2;5;081;2;2;2;9;7;0;66;4;;;0;;;;;5;5;5;5;3;5;2;;231.7433;5   1;02;0;0;;;;;;;
2;1490;0016;02;5;1;1;1;063;1;2;1;2;1;0;61;4;5;1530;1193;4;;3;1;4;5;5;2;1;5;1;6;116.1437;5145   3;;0;0;;;;;;;
2;1490;0016;03;5;1;2;2;053;1;1;1;1;1;0;56;4;5;9920;208639;1;4;;1;3;5;5;1;2;5;1;1;117.7433;5145   3;;0;0;;;;;;;
2;1490;0016;04;5;1;2;3;019;1;1;2;0;4;0;86;1;5;1503;1460;4;;1;1;1;5;5;5;3;1;1;;133.4101;451113;;0;0;;;;;;;
2;1490;0016;05;5;1;2;3;016;1;1;2;0;5;0;85;1;5;1483;882;;;;;1;5;5;5;3;1;1;;117.3757;51512;;0;0;;;;;;;
2;1490;0022;01;5;1;2;2;031;2;2;2;2;8;0;56;3;;;0;;;;;1;5;5;5;1;2;1;;140.1441;55522;;0;0;;;;;;;
2;1490;0022;02;5;1;1;1;028;1;1;1;4;6;0;61;4;;;0;;;;;4;5;5;1;5;5;1;;140.1441;5   2;;0;0;;;;;;;
2;1490;0022;03;5;1;2;3;010;2;2;2;0;5;0;83;3;5;1470;684;;;;;1;5;5;5;1;2;1;;115.7215;55523;;0;0;;;;;;;
2;1490;0022;04;5;1;1;3;009;2;2;2;0;5;0;83;3;5;1470;684;;;;;1;5;5;5;1;2;1;;115.7215;55523;;0;0;;;;;;;
2;1490;0022;05;5;1;2;3;005;2;2;2;0;5;0;83;3;5;1470;684;;;;;1;5;5;5;1;2;1;;115.7215;55523;;0;0;;;;;;;
2;1490;0022;06;5;1;1;3;003;;;;;;;;;;;0;;;;;;;;;;;;;159.9585;;;0;0;;;;;;;
2;1490;0022;07;5;1;1;3;001;;;;;;;;;;;0;;;;;;;;;;;;;159.9585;;;0;0;;;;;;;
2;1490;0023;01;1;1;1;1;049;1;1;1;2;2;0;66;4;5;1490;1182;4;;3;1;2;5;5;1;1;5;1;1;94.15743;3145   3;;0;0;;;;;;;
