MP2,ECH,ANNE,M5,M14,M20,M21,COEM,ML2B,ML24,menage_id_constr,household_id
1100,0112,20160322,0,0,1,0.0,92.26749000000001,,3,11000112,980
1100,0132,20160316,0,0,0,,92.26749000000001,,3,11000132,981
1100,0015,20151212,0,0,0,,92.26749000000001,1.0,3,11000015,982
1100,0042,20160205,2,0,0,,99.82079,1.0,4,11000042,983
1100,0052,20160224,1,0,0,,92.26749000000001,2.0,3,11000052,984
1100,0057,20160325,0,0,0,,99.82079,2.0,4,11000057,985
1100,0080,20160120,1,0,2,0.0,139.3737,2.0,3,11000080,986
1100,0084,20160223,1,2,0,,92.9411,3.0,3,11000084,987
1100,0090,20160225,0,0,0,,99.82079,2.0,3,11000090,988
1100,0093,20160302,2,0,2,0.0,139.3737,1.0,3,11000093,989
1100,0116,20160315,0,0,0,,92.26749000000001,,3,11000116,990
1100,0125,20160318,1,0,1,0.0,92.26749000000001,,3,11000125,991
1100,0003,20151203,0,0,0,,99.82079,1.0,3,11000003,992
1100,0044,20160311,1,0,2,0.0,99.82079,,3,11000044,993
1100,0059,20160203,1,0,2,0.0,92.9411,1.0,2,11000059,994
1100,0066,20160129,1,0,0,,92.26749000000001,1.0,3,11000066,995
1100,0095,20160324,0,0,1,0.0,92.9411,1.0,3,11000095,996
1100,0131,20160318,0,0,0,,99.82079,,3,11000131,997
1100,0134,20160316,0,0,0,,92.26749000000001,,3,11000134,998
1100,0021,20160114,0,0,0,,99.82079,,3,11000021,999
1100,0031,20160114,0,0,0,,92.26749000000001,,3,11000031,1000
1110,0018,20151209,1,0,0,,37.90623,,3,11100018,1001
1110,0023,20151218,2,0,2,0.0,27.072809999999997,1.0,1,11100023,1002
1110,0025,20151209,1,0,0,,35.9498,,3,11100025,1003
1110,0028,20151209,1,0,1,0.0,35.9498,,3,11100028,1004
1110,0029,20160113,0,0,2,0.0,35.9498,,3,11100029,1005
1110,0035,20160129,1,0,2,0.0,37.90623,1.0,3,11100035,1006
1110,0039,20160224,1,0,0,,35.9498,1.0,3,11100039,1007
1110,0054,20160224,1,0,0,,35.9498,,3,11100054,1008
1110,0072,20160114,2,0,2,0.0,37.90623,,2,11100072,1009
1110,0075,20160113,1,0,0,,35.9498,,2,11100075,1010
1110,0088,20160119,0,0,0,,35.9498,,3,11100088,1011
1110,0093,20160318,2,0,0,,37.90623,2.0,3,11100093,1012
1110,0094,20160129,2,0,2,0.0,37.90623,,3,11100094,1013
1110,0098,20160223,1,0,0,,37.90623,,3,11100098,1014
1110,0099,20160224,0,0,0,,35.9498,1.0,3,11100099,1015
1110,0100,20160227,1,0,0,,69.37817,1.0,3,11100100,1016
1110,0101,20160223,1,0,0,,35.9498,2.0,3,11100101,1017
1110,0109,20160226,2,0,2,0.0,37.90623,,4,11100109,1018
1110,0115,20160312,2,0,3,0.0,27.072809999999997,1.0,2,11100115,1019
1110,0118,20160318,1,0,0,,37.90623,1.0,3,11100118,1020
1110,0124,20160318,1,0,1,0.0,37.90623,1.0,3,11100124,1021
1110,0128,20160325,1,0,3,0.0,27.072809999999997,,3,11100128,1022
1110,0129,20160325,2,0,3,0.0,37.90623,1.0,1,11100129,1023
1110,0135,20160324,1,0,0,,37.90623,2.0,3,11100135,1024
1110,0050,20160109,1,0,0,,37.90623,1.0,4,11100050,1025
1110,0082,20160128,1,0,3,0.0,69.37817,1.0,2,11100082,1026
1110,0001,20151203,1,0,1,0.0,37.90623,1.0,3,11100001,1027
1110,0002,20160206,1,0,0,,35.9498,1.0,4,11100002,1028
1110,0006,20151212,0,0,2,0.0,37.90623,1.0,3,11100006,1029
1110,0010,20160109,0,0,0,,35.9498,1.0,4,11100010,1030
1110,0014,20151203,2,0,0,,37.90623,,3,11100014,1031
1110,0015,20160317,1,0,0,,35.9498,2.0,3,11100015,1032
1110,0024,20151202,0,0,0,,35.9498,,3,11100024,1033
1110,0031,20160113,0,0,0,,35.9498,,4,11100031,1034
1110,0034,20160105,1,0,2,0.0,35.9498,,1,11100034,1035
1110,0037,20160223,1,0,0,,37.90623,1.0,3,11100037,1036
1110,0040,20160105,2,0,2,0.0,27.072809999999997,1.0,3,11100040,1037
1110,0041,20160227,2,0,0,,59.41183,,3,11100041,1038
1110,0043,20151218,0,0,0,,35.9498,,3,11100043,1039
1110,0046,20160108,1,0,0,,35.9498,1.0,3,11100046,1040
1110,0051,20160130,1,0,0,,69.37817,1.0,3,11100051,1041
1110,0063,20160202,2,0,1,0.0,69.37817,1.0,3,11100063,1042
1110,0066,20160303,2,1,2,0.0,35.9498,2.0,3,11100066,1043
1110,0081,20160303,1,0,1,0.0,35.9498,1.0,3,11100081,1044
1110,0086,20160205,1,0,1,0.0,37.90623,1.0,3,11100086,1045
1110,0087,20160330,1,0,1,0.0,35.9498,,3,11100087,1046
1110,0089,20160223,0,0,1,0.0,35.9498,,3,11100089,1047
1110,0103,20160325,0,0,0,,35.9498,,3,11100103,1048
1110,0106,20160324,1,0,0,,35.9498,,3,11100106,1049
1110,0112,20160223,0,0,0,,35.9498,,3,11100112,1050
1110,0113,20160223,0,0,0,,35.9498,,3,11100113,1051
1110,0121,20160322,2,1,3,0.0,27.072809999999997,2.0,3,11100121,1052
1110,0125,20160323,2,0,0,,27.072809999999997,3.0,3,11100125,1053
1110,0138,20160331,1,0,1,0.0,35.9498,2.0,2,11100138,1054
1110,0003,20151202,2,0,0,,59.41183,2.0,4,11100003,1055
1110,0027,20151211,0,0,4,0.0,59.41183,1.0,3,11100027,1056
1110,0044,20160227,1,0,3,0.0,59.41183,1.0,3,11100044,1057
1110,0047,20160112,1,0,0,,37.90623,,2,11100047,1058
1110,0048,20151219,0,0,0,,69.37817,,3,11100048,1059
1110,0049,20160203,1,0,0,,35.9498,,3,11100049,1060
1110,0056,20160312,1,0,0,,37.90623,,3,11100056,1061
1110,0059,20160129,0,0,0,,37.90623,,3,11100059,1062
1110,0065,20160227,0,0,0,,35.9498,2.0,3,11100065,1063
1110,0071,20160227,1,0,0,,35.9498,2.0,3,11100071,1064
1110,0102,20160318,1,0,0,,37.90623,,3,11100102,1065
1110,0110,20160325,0,0,1,0.0,35.9498,2.0,3,11100110,1066
1110,0116,20160318,2,0,0,,69.37817,,1,11100116,1067
1110,0140,20160331,0,0,0,,35.9498,,4,11100140,1068
1110,0141,20160331,1,0,2,0.0,69.37817,1.0,3,11100141,1069
1110,0013,20151201,1,0,0,,35.9498,,3,11100013,1070
1110,0020,20151210,2,0,0,,27.072809999999997,1.0,3,11100020,1071
1110,0030,20151211,2,0,3,0.0,37.90623,1.0,3,11100030,1072
1110,0032,20160116,2,0,4,0.0,37.90623,1.0,3,11100032,1073
1110,0042,20151216,0,0,0,,35.9498,1.0,3,11100042,1074
1110,0053,20160311,1,1,0,,37.90623,1.0,3,11100053,1075
1110,0062,20160224,1,0,0,,37.90623,,3,11100062,1076
1110,0068,20160114,1,0,1,0.0,35.9498,1.0,3,11100068,1077
1110,0070,20160121,0,0,1,0.0,35.9498,1.0,3,11100070,1078
1110,0078,20160323,1,0,0,,35.9498,2.0,3,11100078,1079
1110,0084,20160224,0,0,0,,37.90623,1.0,3,11100084,1080
1110,0092,20160227,0,0,0,,35.9498,1.0,3,11100092,1081
1110,0105,20160319,0,0,0,,35.9498,1.0,3,11100105,1082
1110,0117,20160318,2,0,0,,37.90623,1.0,3,11100117,1083
1110,0120,20160326,1,0,4,0.0,35.9498,1.0,2,11100120,1084
1110,0134,20160326,2,0,3,0.0,27.072809999999997,2.0,1,11100134,1085
1118,0085,20160119,0,0,0,,35.9498,,3,11180085,1086
1118,0107,20160227,1,0,0,,37.90623,,3,11180107,1087
1118,0111,20160224,1,0,4,0.0,27.072809999999997,,3,11180111,1088
1120,0086,20160227,0,0,0,,80.88396,1.0,3,11200086,1089
1120,0099,20160225,0,0,1,0.0,80.88396,2.0,3,11200099,1090
1120,0029,20151208,1,0,2,0.0,85.17249,1.0,3,11200029,1091
1120,0075,20160128,0,0,0,,113.3635,1.0,3,11200075,1092
1120,0082,20160324,3,0,4,0.0,113.3635,,3,11200082,1093
1120,0012,20151216,1,0,0,,85.17249,,3,11200012,1094
1120,0022,20151210,1,0,2,0.0,85.17249,,3,11200022,1095
1120,0027,20160311,0,0,0,,80.88396,,4,11200027,1096
1120,0043,20151215,0,0,0,,80.88396,,3,11200043,1097
1120,0047,20160107,1,0,1,0.0,105.8773,,4,11200047,1098
1120,0055,20160114,1,0,2,0.0,105.8773,,3,11200055,1099
1120,0066,20160122,0,0,0,,80.88396,2.0,3,11200066,1100
1120,0069,20160122,1,0,0,,85.17249,2.0,3,11200069,1101
1120,0104,20160308,0,0,0,,80.88396,1.0,3,11200104,1102
1120,0106,20160304,1,0,0,,80.88396,1.0,3,11200106,1103
1120,0117,20160324,2,0,3,0.0,105.8773,1.0,4,11200117,1104
1120,0003,20151211,1,0,2,0.0,85.17249,,3,11200003,1105
1120,0009,20151205,1,0,1,0.0,80.88396,,3,11200009,1106
1120,0056,20160122,1,0,1,0.0,80.88396,1.0,3,11200056,1107
1120,0060,20160119,1,0,0,,80.88396,2.0,3,11200060,1108
1120,0079,20160128,2,0,0,,85.17249,,3,11200079,1109
1120,0034,20151209,1,0,1,0.0,80.88396,1.0,3,11200034,1110
1120,0036,20151212,1,0,0,,85.17249,,3,11200036,1111
1120,0076,20160129,1,0,0,,80.88396,,3,11200076,1112
1120,0107,20160312,2,0,3,0.0,113.3635,1.0,3,11200107,1113
1120,0115,20160308,0,0,0,,80.88396,,3,11200115,1114
1120,0131,20160319,1,0,1,0.0,85.17249,,3,11200131,1115
1120,0057,20160113,2,0,0,,85.17249,2.0,3,11200057,1116
1120,0064,20160123,2,0,1,0.0,85.17249,1.0,3,11200064,1117
1120,0078,20160128,0,0,1,0.0,80.88396,,3,11200078,1118
1120,0054,20160202,0,0,0,,80.88396,1.0,3,11200054,1119
1120,0004,20151210,0,0,0,,80.88396,2.0,3,11200004,1120
1120,0026,20151217,1,0,1,0.0,80.88396,1.0,3,11200026,1121
1120,0042,20151216,0,0,0,,80.88396,1.0,3,11200042,1122
1120,0127,20160325,2,0,0,,105.8773,2.0,3,11200127,1123
1120,0006,20151205,0,0,0,,80.88396,1.0,4,11200006,1124
1120,0013,20160324,0,0,1,0.0,80.88396,1.0,3,11200013,1125
1120,0035,20151219,1,0,1,0.0,85.17249,1.0,3,11200035,1126
1120,0039,20151216,1,0,1,0.0,80.88396,2.0,3,11200039,1127
1120,0067,20160120,0,0,0,,80.88396,1.0,3,11200067,1128
1120,0072,20160205,1,0,4,0.0,113.3635,1.0,3,11200072,1129
1120,0084,20160204,0,0,0,,80.88396,,3,11200084,1130
1120,0088,20160226,1,0,0,,80.88396,1.0,3,11200088,1131
1120,0091,20160225,1,0,0,,80.88396,,3,11200091,1132
1120,0109,20160304,1,0,1,0.0,105.8773,1.0,3,11200109,1133
1120,0019,20151205,1,0,1,0.0,80.88396,1.0,3,11200019,1134
1120,0020,20151208,1,0,1,0.0,113.3635,,3,11200020,1135
1120,0032,20151205,1,0,0,,85.17249,1.0,3,11200032,1136
1120,0044,20160304,1,0,1,0.0,165.2063,1.0,3,11200044,1137
1120,0061,20160123,3,1,2,0.0,85.17249,,3,11200061,1138
1120,0068,20160123,2,0,1,0.0,85.17249,1.0,3,11200068,1139
1120,0105,20160317,2,0,2,0.0,85.17249,2.0,3,11200105,1140
1120,0128,20160319,1,0,0,,113.3635,2.0,3,11200128,1141
1120,0129,20160316,2,0,0,,105.8773,1.0,3,11200129,1142
1120,0014,20160324,2,1,2,0.0,113.3635,,3,11200014,1143
1120,0037,20160113,0,0,0,,85.17249,,3,11200037,1144
1120,0048,20160114,1,0,2,0.0,80.88396,,3,11200048,1145
1120,0058,20160114,1,0,1,0.0,80.88396,,3,11200058,1146
1120,0092,20160302,0,0,3,0.0,85.17249,1.0,3,11200092,1147
1120,0123,20160316,1,0,0,,80.88396,,3,11200123,1148
1120,0124,20160316,2,0,0,,165.2063,1.0,3,11200124,1149
1120,0010,20151212,1,0,0,,105.8773,1.0,3,11200010,1150
1120,0017,20160119,1,0,2,0.0,105.8773,,3,11200017,1151
1120,0018,20151205,2,0,0,,105.8773,,3,11200018,1152
1120,0023,20151205,1,0,1,0.0,113.3635,,4,11200023,1153
1120,0033,20151208,0,0,0,,85.17249,,3,11200033,1154
1120,0038,20160205,0,0,0,,80.88396,1.0,3,11200038,1155
1120,0040,20151215,1,0,0,,80.88396,,3,11200040,1156
1120,0045,20160323,1,0,1,0.0,80.88396,2.0,3,11200045,1157
1120,0063,20160120,1,0,0,,80.88396,,3,11200063,1158
1120,0080,20160206,1,0,0,,85.17249,2.0,3,11200080,1159
1120,0085,20160206,0,0,0,,80.88396,1.0,3,11200085,1160
1120,0093,20160302,1,0,1,0.0,165.2063,,3,11200093,1161
1120,0108,20160304,1,0,0,,80.88396,,3,11200108,1162
1120,0114,20160316,1,0,0,,85.17249,,1,11200114,1163
1120,0130,20160326,0,0,0,,80.88396,2.0,3,11200130,1164
1120,0011,20151209,2,0,1,0.0,165.2063,,3,11200011,1165
1120,0016,20151215,1,0,0,,85.17249,,3,11200016,1166
1120,0046,20160108,1,0,0,,85.17249,,3,11200046,1167
1120,0062,20160119,1,0,0,,85.17249,,3,11200062,1168
1120,0070,20160325,2,0,0,,85.17249,2.0,3,11200070,1169
1120,0081,20160317,0,0,0,,80.88396,,4,11200081,1170
1120,0087,20160224,2,0,1,0.0,85.17249,,3,11200087,1171
1120,0089,20160225,0,0,0,,80.88396,,3,11200089,1172
1120,0095,20160227,0,0,0,,105.8773,2.0,3,11200095,1173
1120,0110,20160304,1,0,2,0.0,85.17249,,4,11200110,1174
1120,0059,20160113,1,0,1,0.0,85.17249,,3,11200059,1175
1130,0014,20151201,2,0,5,0.0,58.24621,,3,11300014,1176
1130,0016,20160123,2,2,5,0.0,85.16096999999999,1.0,3,11300016,1177
1130,0035,20160116,0,0,1,0.0,84.15512,,3,11300035,1178
1130,0046,20160130,1,0,0,,112.1334,2.0,3,11300046,1179
1130,0047,20151208,1,0,0,,112.1334,,3,11300047,1180
1130,0053,20160108,0,0,0,,58.24621,,3,11300053,1181
1130,0077,20160203,1,0,2,0.0,84.15512,2.0,3,11300077,1182
1130,0084,20160302,1,0,0,,112.1334,2.0,3,11300084,1183
1130,0088,20160121,0,0,0,,112.1334,1.0,3,11300088,1184
1130,0092,20160317,0,0,3,0.0,58.24621,1.0,4,11300092,1185
1130,0100,20160227,1,0,2,0.0,78.92763000000001,1.0,4,11300100,1186
1130,0103,20160225,1,0,2,0.0,112.1334,,2,11300103,1187
1130,0578,20160114,2,0,3,0.0,78.92763000000001,2.0,3,11300578,1188
1130,0001,20160318,1,0,2,0.0,78.92763000000001,1.0,4,11300001,1189
1130,0027,20160316,0,0,0,,78.92763000000001,,3,11300027,1190
1130,0037,20160114,1,0,0,,58.24621,2.0,3,11300037,1191
1130,0066,20160301,2,0,0,,58.24621,,3,11300066,1192
1130,0082,20160119,1,0,0,,112.1334,2.0,3,11300082,1193
1130,0095,20160203,1,0,2,0.0,58.24621,,3,11300095,1194
1130,0097,20160227,1,0,1,0.0,58.24621,1.0,4,11300097,1195
1130,0111,20160304,1,1,1,0.0,58.24621,,3,11300111,1196
1130,0058,20160301,2,1,2,0.0,58.24621,,3,11300058,1197
1130,0086,20160129,1,0,0,,112.1334,1.0,3,11300086,1198
1130,0009,20151209,1,0,0,,58.24621,2.0,3,11300009,1199
1130,0062,20160105,1,0,2,0.0,58.24621,1.0,4,11300062,1200
1130,0116,20160301,1,0,3,0.0,112.1334,1.0,3,11300116,1201
1130,0121,20160308,1,0,1,0.0,58.24621,2.0,3,11300121,1202
1130,0007,20151204,1,0,0,,84.15512,2.0,3,11300007,1203
1130,0026,20151212,0,0,0,,112.1334,1.0,3,11300026,1204
1130,0042,20151216,1,0,3,0.0,84.15512,1.0,3,11300042,1205
1130,0057,20160227,1,0,0,,58.24621,1.0,3,11300057,1206
1130,0061,20160105,1,0,0,,58.24621,,3,11300061,1207
1130,0064,20160105,0,0,0,,58.24621,,3,11300064,1208
1130,0067,20160128,0,1,0,,85.16096999999999,2.0,3,11300067,1209
1130,0070,20160128,1,0,2,0.0,85.16096999999999,1.0,3,11300070,1210
1130,0075,20160113,1,0,0,,58.24621,,3,11300075,1211
1130,0093,20160202,0,0,0,,58.24621,,3,11300093,1212
1130,0099,20160316,1,0,0,,84.15512,2.0,3,11300099,1213
1130,0106,20160227,1,0,0,,58.24621,1.0,3,11300106,1214
1130,0004,20151202,0,0,0,,112.1334,2.0,3,11300004,1215
1130,0008,20151219,1,0,0,,112.1334,,3,11300008,1216
1130,0012,20151216,1,0,0,,112.1334,2.0,3,11300012,1217
1130,0015,20151202,0,0,1,0.0,58.24621,,3,11300015,1218
1130,0017,20160308,1,0,1,0.0,112.1334,2.0,3,11300017,1219
1130,0018,20151203,0,0,0,,112.1334,1.0,3,11300018,1220
1130,0024,20151203,1,0,3,0.0,112.1334,2.0,3,11300024,1221
1130,0028,20160120,2,0,0,,78.92763000000001,,3,11300028,1222
1130,0036,20160301,1,0,3,0.0,84.15512,1.0,1,11300036,1223
1130,0041,20160322,0,0,0,,85.16096999999999,,3,11300041,1224
1130,0055,20160106,1,0,0,,112.1334,1.0,4,11300055,1225
1130,0072,20160113,1,0,0,,58.24621,,4,11300072,1226
1130,0081,20160121,0,0,0,,112.1334,3.0,3,11300081,1227
1130,0085,20160120,0,0,1,0.0,58.24621,,1,11300085,1228
1130,0090,20160130,1,0,0,,58.24621,,4,11300090,1229
1130,0101,20160312,2,0,0,,84.15512,1.0,3,11300101,1230
1130,0105,20160227,1,0,0,,58.24621,,4,11300105,1231
1130,0114,20160311,1,0,0,,112.1334,,3,11300114,1232
1130,0003,20151202,1,0,3,0.0,84.15512,1.0,3,11300003,1233
1130,0034,20151216,2,0,4,0.0,78.92763000000001,,3,11300034,1234
1130,0043,20151219,0,0,0,,112.1334,,3,11300043,1235
1130,0059,20160105,2,0,1,0.0,58.24621,,3,11300059,1236
1130,0068,20160123,1,0,1,0.0,58.24621,,3,11300068,1237
1130,0074,20160113,0,0,2,0.0,84.15512,1.0,3,11300074,1238
1130,0080,20160112,1,0,0,,58.24621,,4,11300080,1239
1130,0104,20160312,1,1,0,,78.92763000000001,,3,11300104,1240
1130,0107,20160322,2,0,0,,78.92763000000001,1.0,3,11300107,1241
1130,0108,20160303,3,0,0,,78.92763000000001,1.0,1,11300108,1242
1130,0118,20160303,1,0,1,0.0,58.24621,,3,11300118,1243
1130,0050,20151208,0,0,0,,58.24621,,3,11300050,1244
1130,0052,20151212,1,0,5,0.0,85.16096999999999,1.0,3,11300052,1245
1130,0113,20160315,1,0,3,0.0,58.24621,1.0,4,11300113,1246
1130,0120,20160308,1,0,0,,112.1334,1.0,4,11300120,1247
1138,0013,20151203,1,0,0,,112.1334,1.0,4,11380013,1248
1138,0021,20160206,1,0,1,0.0,84.15512,,3,11380021,1249
1138,0023,20160113,0,0,0,,58.24621,2.0,3,11380023,1250
1138,0091,20160317,1,0,0,,84.15512,1.0,3,11380091,1251
1140,0089,20160128,0,0,0,,123.1875,1.0,4,11400089,1252
1140,0105,20160227,1,0,1,0.0,123.1875,1.0,3,11400105,1253
1140,0009,20151203,2,0,0,,57.420790000000004,,2,11400009,1254
1140,0017,20151219,2,0,3,0.0,57.420790000000004,,3,11400017,1255
1140,0021,20151209,2,0,4,0.0,91.96880999999999,,3,11400021,1256
1140,0028,20151211,1,0,0,,123.1875,,3,11400028,1257
1140,0032,20151215,2,0,4,0.0,91.96880999999999,,1,11400032,1258
1140,0035,20151209,1,0,0,,123.1875,,3,11400035,1259
1140,0048,20151217,2,0,0,,57.420790000000004,1.0,3,11400048,1260
1140,0071,20160122,1,1,1,0.0,123.1875,1.0,2,11400071,1261
1140,0075,20160309,2,0,3,0.0,91.96880999999999,1.0,3,11400075,1262
1140,0078,20160113,1,0,0,,123.1875,,3,11400078,1263
1140,0090,20160127,0,0,0,,121.0,1.0,4,11400090,1264
1140,0099,20160225,1,0,0,,57.420790000000004,1.0,3,11400099,1265
1140,0102,20160303,1,0,0,,57.420790000000004,,3,11400102,1266
1140,0108,20160303,1,0,2,0.0,57.420790000000004,1.0,3,11400108,1267
1140,0110,20160303,1,0,4,0.0,59.60475,1.0,3,11400110,1268
1140,0113,20160319,3,0,3,0.0,57.420790000000004,,2,11400113,1269
1140,0002,20151202,2,0,0,,57.420790000000004,,4,11400002,1270
1140,0010,20160304,2,1,0,,57.420790000000004,2.0,3,11400010,1271
1140,0011,20151208,3,0,1,0.0,57.420790000000004,,2,11400011,1272
1140,0019,20160301,2,0,2,0.0,57.420790000000004,1.0,3,11400019,1273
1140,0037,20151215,2,0,1,0.0,57.420790000000004,,3,11400037,1274
1140,0057,20160115,1,0,0,,123.1875,1.0,3,11400057,1275
1140,0091,20160202,1,0,2,0.0,123.1875,2.0,3,11400091,1276
1140,0097,20160316,2,0,2,2.0,57.420790000000004,,3,11400097,1277
1140,0106,20160309,1,0,0,,57.420790000000004,,3,11400106,1278
1140,0116,20160319,1,0,0,,59.60475,1.0,2,11400116,1279
1140,0118,20160316,2,0,4,0.0,91.96880999999999,,2,11400118,1280
1140,0111,20160308,2,0,1,0.0,57.420790000000004,,3,11400111,1281
1140,0004,20151208,1,0,0,,91.96880999999999,1.0,2,11400004,1282
1140,0005,20151208,0,0,0,,57.420790000000004,,3,11400005,1283
1140,0020,20151215,2,1,3,0.0,59.60475,1.0,1,11400020,1284
1140,0058,20160126,2,0,1,0.0,57.420790000000004,2.0,3,11400058,1285
1140,0060,20160123,2,0,3,0.0,59.60475,3.0,2,11400060,1286
1140,0068,20160113,1,0,3,0.0,91.96880999999999,1.0,3,11400068,1287
1140,0081,20160122,1,0,0,,59.60475,1.0,4,11400081,1288
1140,0122,20160323,1,0,1,0.0,57.420790000000004,1.0,2,11400122,1289
1140,0031,20151216,0,0,3,0.0,59.60475,2.0,3,11400031,1290
1140,0054,20151217,1,0,4,0.0,57.420790000000004,,1,11400054,1291
1140,0007,20151205,2,0,1,0.0,57.420790000000004,,2,11400007,1292
1140,0063,20160108,2,0,1,0.0,57.420790000000004,,4,11400063,1293
1140,0079,20160121,2,0,3,0.0,59.60475,1.0,1,11400079,1294
1140,0082,20160126,2,0,0,,91.96880999999999,,3,11400082,1295
1140,0084,20160206,1,0,3,0.0,57.420790000000004,1.0,3,11400084,1296
1140,0087,20160126,2,1,4,0.0,91.96880999999999,1.0,2,11400087,1297
1140,0107,20160223,1,0,2,0.0,57.420790000000004,,3,11400107,1298
1140,0114,20160311,1,0,2,0.0,59.60475,,3,11400114,1299
1140,0029,20151203,2,0,2,0.0,57.420790000000004,,1,11400029,1300
1140,0040,20151212,1,0,0,,123.1875,,4,11400040,1301
1140,0041,20160127,1,0,0,,57.420790000000004,1.0,3,11400041,1302
1140,0043,20151209,0,0,0,,123.1875,1.0,3,11400043,1303
1140,0101,20160225,1,0,1,0.0,57.420790000000004,,3,11400101,1304
1140,0115,20160316,1,0,0,,123.1875,,3,11400115,1305
1140,0581,20160123,1,1,2,0.0,59.60475,1.0,2,11400581,1306
1140,0013,20151204,1,0,0,,123.1875,,3,11400013,1307
1140,0023,20160224,1,0,0,,123.1875,,3,11400023,1308
1140,0033,20151216,0,0,0,,59.60475,1.0,3,11400033,1309
1140,0044,20160108,3,0,3,0.0,59.60475,,1,11400044,1310
1140,0047,20160322,2,0,0,,91.96880999999999,2.0,3,11400047,1311
1140,0049,20160206,2,0,4,0.0,57.420790000000004,1.0,1,11400049,1312
1140,0051,20151203,0,0,0,,57.420790000000004,,3,11400051,1313
1140,0055,20151218,1,0,0,,91.96880999999999,1.0,3,11400055,1314
1140,0059,20160123,2,0,1,0.0,59.60475,1.0,1,11400059,1315
1140,0080,20160322,0,0,1,0.0,57.420790000000004,1.0,4,11400080,1316
1140,0095,20160206,1,0,3,0.0,59.60475,1.0,3,11400095,1317
1140,0098,20160224,1,0,1,0.0,59.60475,1.0,1,11400098,1318
1140,0100,20160322,1,0,4,1.0,91.96880999999999,1.0,3,11400100,1319
1140,0121,20160317,1,0,2,0.0,91.96880999999999,1.0,3,11400121,1320
1140,0046,20160311,2,0,4,0.0,91.96880999999999,,1,11400046,1321
1140,0065,20160127,1,0,0,,57.420790000000004,,1,11400065,1322
1140,0104,20160315,1,0,1,0.0,123.1875,,3,11400104,1323
1150,0033,20151215,1,0,1,0.0,73.27719,1.0,2,11500033,1324
1150,0073,20160122,0,0,1,0.0,73.27719,,3,11500073,1325
1150,0101,20160302,1,0,2,0.0,83.65482,,3,11500101,1326
1150,0124,20160319,0,0,0,,73.27719,,3,11500124,1327
1150,0031,20151212,1,0,4,0.0,48.09948,1.0,1,11500031,1328
1150,0121,20160318,2,1,4,0.0,48.09948,1.0,2,11500121,1329
1150,0130,20160323,2,0,0,,83.65482,,2,11500130,1330
1150,0005,20151202,1,0,0,,73.27719,,3,11500005,1331
1150,0006,20160108,2,0,4,0.0,48.09948,1.0,3,11500006,1332
1150,0062,20160108,1,0,2,0.0,56.74921,,3,11500062,1333
1150,0112,20160308,1,0,0,,56.74921,1.0,3,11500112,1334
1150,0128,20160318,3,0,4,0.0,48.09948,,3,11500128,1335
1150,0129,20160326,1,0,0,,73.27719,,2,11500129,1336
1150,0014,20151204,2,0,1,0.0,56.74921,,1,11500014,1337
1150,0022,20151210,2,0,0,,83.65482,,2,11500022,1338
1150,0026,20160108,2,0,5,0.0,48.09948,1.0,2,11500026,1339
1150,0028,20160109,2,0,2,0.0,48.09948,1.0,3,11500028,1340
1150,0040,20151218,2,0,1,0.0,48.09948,1.0,1,11500040,1341
1150,0050,20160113,2,0,2,0.0,48.09948,2.0,3,11500050,1342
1150,0064,20160105,1,0,0,,83.65482,,3,11500064,1343
1150,0075,20160326,2,0,3,0.0,83.65482,,3,11500075,1344
1150,0090,20160311,1,0,2,0.0,73.27719,2.0,3,11500090,1345
1150,0091,20160322,1,0,0,,83.65482,2.0,4,11500091,1346
1150,0001,20151205,0,0,3,0.0,56.74921,1.0,4,11500001,1347
1150,0034,20160126,0,0,0,,73.27719,1.0,3,11500034,1348
1150,0035,20160308,1,0,0,,56.74921,1.0,3,11500035,1349
1150,0039,20160109,2,0,5,0.0,56.74921,1.0,1,11500039,1350
1150,0047,20151219,1,1,1,0.0,73.27719,2.0,3,11500047,1351
1150,0055,20160121,2,0,2,0.0,48.09948,1.0,2,11500055,1352
1150,0070,20160112,1,0,0,,83.65482,,2,11500070,1353
1150,0083,20160127,2,0,0,,83.65482,1.0,3,11500083,1354
1150,0097,20160226,2,0,2,0.0,83.65482,2.0,3,11500097,1355
1150,0107,20160304,1,0,1,0.0,73.27719,1.0,4,11500107,1356
1150,0543,20160112,1,0,0,,73.27719,2.0,3,11500543,1357
1150,0559,20160225,1,0,0,,73.27719,,1,11500559,1358
1150,0013,20160106,2,0,1,0.0,56.74921,2.0,3,11500013,1359
1150,0061,20160109,1,0,0,,73.27719,,3,11500061,1360
1150,0067,20160112,1,0,2,0.0,83.65482,,2,11500067,1361
1150,0080,20160130,2,0,2,0.0,56.74921,1.0,3,11500080,1362
1150,0093,20160223,1,1,8,0.0,48.09948,,1,11500093,1363
1150,0108,20160322,1,0,2,0.0,83.65482,,3,11500108,1364
1150,0115,20160318,2,0,1,0.0,73.27719,2.0,3,11500115,1365
1150,0004,20151210,1,0,0,,83.65482,1.0,3,11500004,1366
1150,0007,20160323,1,0,0,,48.09948,1.0,3,11500007,1367
1150,0009,20151212,2,0,4,0.0,48.09948,,2,11500009,1368
1150,0012,20151212,1,1,1,0.0,73.27719,1.0,3,11500012,1369
1150,0020,20160202,1,0,0,,73.27719,1.0,3,11500020,1370
