MP1;MP2;ECH;ANNE;M1;M2;M3;M3A;M3D;M5;M6A;M7A1;M13A;M14A;M7A;M8A;M9A;M6B;M7B1;M13B;M14B;M7B;M8B;M9B;M6C;M7C1;M13C;M14C;M7C;M8C;M9C;M6D;M7D1;M13D;M14D;M7D;M8D;M9D;M14;M15A;M16A;M20A;M17A;M18A;M19A;M15B;M16B;M20B;M17B;M18B;M19B;M15C;M16C;M20C;M17C;M18C;M19C;M15D;M16D;M20D;M17D;M18D;M19D;M20;M21;M22;COEM;ML2A;ML2B;ML2C;M22B;M22C;ML24;MP3;MFIN
1;1340;0065;20160121;2;2;1;4;1;1;1;3;2013;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;01;1;74.07693;2004;;;00;00;2;3;0
1;1340;0070;20160308;2;4;2;;2;1;1;3;2011;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;74.07693;2007;3;62132;;;3;1;0
1;1340;0084;20160303;2;1;1;4;1;1;1;3;2013;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;74.07693;1996;;;00;00;3;3;0
1;1340;0091;20160309;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;110.4363;2006;1;62498;00;02;3;2;0
1;1340;0002;20160202;1;1;1;1;2;1;1;3;2003;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;74.07693;1995;;;;;3;1;0
1;1340;0003;20151217;2;1;1;4;1;2;1;3;2002;10;1;2;2;1;3;2004;05;1;2;2;;;;;;;;;;;;;;;1;3;2;2;2003;1;2;;;;;;;;;;;;;;;;;;;03;00;1;110.4363;2010;2;59350;00;01;1;3;0
1;1340;0004;20151209;2;2;1;3;2;1;1;1;2015;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;101.3327;1971;;;00;00;3;2;0
1;1340;0005;20160317;2;2;1;1;2;1;1;1;2000;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;101.3327;1972;;;;;3;3;0
1;1340;0016;20151209;1;4;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;74.07693;1960;;;;;3;2;0
1;1340;0018;20160120;1;1;1;1;1;2;1;3;2014;06;1;1;2;1;3;2012;06;2;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;07;00;1;57.66228;2010;1;59328;00;05;2;2;0
1;1340;0023;20160105;1;1;1;3;2;1;1;3;2013;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;101.3327;2002;;;00;00;3;1;0
1;1340;0027;20151210;2;1;1;3;1;2;1;1;2009;05;1;1;2;1;1;2001;04;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;101.3327;2010;1;59278;00;00;1;3;0
1;1340;0035;20151218;1;1;1;3;2;1;1;1;2005;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;74.07693;1972;;;00;00;2;4;0
1;1340;0051;20160203;2;2;2;;2;1;1;1;2005;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;101.3327;1982;;;00;00;3;2;0
1;1340;0054;20160112;2;1;1;4;1;1;1;1;2008;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;101.3327;1971;;;;;3;1;0
1;1340;0058;20160116;1;1;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;74.07693;1971;;;00;00;3;5;0
1;1340;0061;20160303;1;1;1;4;1;2;1;3;2015;07;1;2;2;1;3;2011;06;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;04;00;1;108.0888;2005;;;00;02;1;3;0
1;1340;0064;20160302;1;3;1;4;1;1;1;3;2002;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;101.3327;2013;1;59266;00;00;2;2;0
1;1340;0067;20160223;1;1;1;4;1;1;1;1;2006;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;04;00;1;57.66228;1978;;;00;02;3;1;0
1;1340;0076;20160206;2;2;2;;1;1;1;1;1997;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;110.4363;2014;2;59368;;;3;5;0
1;1340;0086;20160317;1;1;1;1;2;1;1;1;2012;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;101.3327;1937;;;;;3;3;0
1;1340;0090;20160317;2;1;1;1;1;2;1;3;2012;07;1;2;2;1;1;2012;06;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;110.4363;1985;;;00;00;2;3;0
1;1340;0094;20160317;1;1;1;4;1;2;1;1;1996;04;1;1;2;1;3;2013;06;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;04;00;1;101.3327;1946;;;00;00;3;3;0
1;1340;0057;20160205;2;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;108.0888;2011;2;59051;00;01;3;4;0
1;1340;0059;20160227;2;2;1;4;2;3;1;1;2002;04;1;2;2;1;3;2002;06;1;2;2;3;3;2012;06;2;2;2;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;108.0888;2010;2;59281;00;02;3;5;0
1;1340;0011;20151219;2;3;1;4;1;2;1;3;2003;05;1;1;2;1;3;2006;04;1;2;2;;;;;;;;;;;;;;;1;3;4;2;2007;1;2;;;;;;;;;;;;;;;;;;;02;00;1;108.0888;2014;2;59360;00;01;3;5;0
1;1340;0012;20160205;1;1;1;4;1;4;1;2;1982;02;1;1;2;1;1;2011;09;1;1;2;1;3;2013;06;1;1;2;1;3;2015;04;3;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;04;00;1;108.0888;2006;1;59388;00;00;1;4;0
1;1340;0029;20151217;2;1;1;3;1;2;1;1;2007;04;1;1;2;1;1;2014;05;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;01;1;101.3327;1977;;;00;00;3;3;0
1;1340;0043;20151217;2;2;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;74.07693;2009;2;59388;00;00;3;3;0
1;1340;0071;20160303;1;1;2;;1;2;1;3;2011;08;1;1;2;1;3;2014;04;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;04;00;1;57.66228;2001;;;00;02;2;3;0
1;1340;0030;20151219;1;1;1;4;1;2;1;3;2008;08;1;1;2;1;1;2010;04;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;101.3327;1984;;;;;3;5;0
1;1340;0036;20160206;2;1;1;4;1;2;1;3;2014;05;1;1;2;1;3;2015;05;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;108.0888;2002;;;00;00;3;5;0
1;1340;0060;20160122;2;2;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;74.07693;2002;;;;;3;4;0
1;1340;0069;20160206;2;1;1;4;1;2;1;3;2005;08;1;2;2;1;6;2008;05;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;05;00;1;108.0888;2004;;;00;02;2;5;0
1;1340;0075;20160206;1;1;1;4;1;1;1;3;2003;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;74.07693;1998;;;00;00;3;5;0
1;1340;0078;20160206;1;1;1;4;1;1;1;3;2012;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;01;1;101.3327;1982;;;01;00;3;5;0
1;1340;0079;20160203;1;3;1;4;1;1;1;1;2001;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;74.07693;2012;2;59017;00;00;3;2;0
1;1340;0009;20151211;2;1;1;3;1;1;1;6;2012;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;74.07693;1992;;;00;01;3;4;0
1;1340;0013;20160130;2;3;1;4;1;1;1;3;2010;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;101.3327;2009;1;59470;;;3;5;0
1;1340;0020;20151211;1;2;1;4;1;2;1;1;2012;04;1;1;2;1;3;2015;05;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;110.4363;2012;2;59328;00;01;3;4;0
1;1340;0021;20151211;2;2;2;;2;1;1;3;2015;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;74.07693;2004;;;00;00;3;4;0
1;1340;0024;20151216;1;1;1;4;1;1;1;1;2011;09;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;05;00;1;57.66228;2000;;;00;01;1;2;0
1;1340;0026;20151211;1;1;1;3;2;2;1;1;2005;05;1;1;2;1;1;2005;04;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;101.3327;1987;;;00;00;2;4;0
1;1340;0028;20151211;2;1;1;4;1;1;1;3;2013;09;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;74.07693;2014;2;59303;00;00;2;4;0
1;1340;0031;20160303;2;1;1;4;1;3;1;3;2014;05;2;1;2;1;3;2012;05;1;1;2;1;1;2010;03;1;1;2;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;101.3327;1983;;;00;00;2;3;0
1;1340;0037;20160113;1;1;1;3;1;2;1;3;2010;05;1;1;2;1;3;1998;06;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;101.3327;1986;;;00;00;3;2;0
1;1340;0038;20160130;1;1;1;4;1;2;1;3;2013;06;1;1;2;1;3;2014;04;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;101.3327;2012;2;59303;00;00;1;5;0
1;1340;0046;20160115;1;1;1;3;1;2;1;3;2011;06;1;1;2;1;3;2009;05;1;1;2;;;;;;;;;;;;;;;1;3;5;1;2008;1;2;;;;;;;;;;;;;;;;;;;02;00;1;108.0888;2008;1;59250;00;01;2;4;0
1;1340;0072;20160130;2;3;1;4;1;2;1;3;2007;05;1;2;2;1;3;2011;06;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;101.3327;1995;;;00;00;3;5;0
1;1340;0073;20160130;2;1;1;4;1;2;1;3;2004;08;1;1;2;1;3;2015;05;3;2;2;;;;;;;;;;;;;;;2;3;5;2;2002;1;2;2;1;1;2014;1;2;;;;;;;;;;;;;04;00;1;57.66228;2003;;;00;00;3;5;0
1;1340;0074;20160225;2;3;1;4;1;3;1;3;2012;06;1;1;2;1;3;2003;06;1;1;2;1;1;1999;07;1;1;2;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;04;00;1;108.0888;2015;2;68224;00;02;4;3;0
1;1340;0081;20160302;2;1;1;4;1;2;1;3;2012;07;1;1;2;1;1;2006;05;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;101.3327;1989;;;;;2;2;0
1;1350;0025;20160202;2;1;1;2;1;1;1;3;1999;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;1992;;;;;3;1;0
1;1350;0028;20151211;1;1;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;129.9622;1984;;;00;00;3;4;0
1;1350;0040;20151211;2;1;1;3;1;2;1;1;1994;04;1;2;2;1;3;1997;06;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;129.9622;2013;1;59017;00;00;3;4;0
1;1350;0055;20160317;2;3;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;2006;2;2;;;;;;;;;;;;;;;;;;;01;00;1;142.8583;2014;2;59017;00;00;3;3;0
1;1350;0084;20160128;2;3;1;4;1;3;1;3;2008;09;1;2;2;1;1;2003;04;1;2;2;1;1;1992;09;1;2;2;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;191.2953;2010;1;59317;00;00;2;3;0
1;1350;0018;20151210;2;3;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;128.9355;1981;;;00;00;4;3;0
1;1350;0033;20160109;2;2;2;;2;1;1;3;1998;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;142.8583;2015;2;88888;;;3;5;0
1;1350;0037;20160123;2;1;1;1;1;1;1;3;2013;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;191.2953;2003;;;00;00;1;5;0
1;1350;0041;20160109;2;1;1;4;1;1;1;3;2013;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;129.9622;2015;1;59286;00;00;3;5;0
1;1350;0046;20160107;2;2;1;4;1;1;1;3;2003;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;142.8583;2007;1;59017;00;03;3;3;0
1;1350;0070;20160303;3;3;1;4;1;1;1;1;2000;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;128.9355;2014;2;59350;00;00;3;3;0
1;1350;0081;20160123;2;2;1;4;1;1;1;3;2009;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;3;142.8583;2011;2;59017;00;01;3;5;0
1;1350;0091;20160302;2;1;1;2;1;1;1;1;2015;08;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;129.9622;1976;;;00;00;4;2;0
1;1350;0097;20160303;2;2;1;4;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;128.9355;2008;2;59017;00;00;3;3;0
1;1350;0029;20151204;1;1;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;1;1;2014;1;2;;;;;;;;;;;;;;;;;;;03;00;1;142.8583;2001;;;00;02;3;4;0
1;1350;0051;20151217;2;1;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;191.2953;2005;;;;;3;3;0
1;1350;0092;20160301;2;1;1;1;2;1;1;1;1999;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;129.9622;1991;;;;;1;1;0
1;1350;0108;20160315;4;3;2;;1;1;1;3;2010;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;129.9622;2009;2;59350;;;3;1;0
1;1350;0005;20151212;3;3;1;4;1;1;1;1;2009;04;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;2;129.9622;2015;1;59017;00;00;3;5;0
1;1350;0015;20160203;1;1;1;3;1;2;1;3;2012;06;2;1;2;1;1;2007;04;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;129.9622;2005;;;00;00;1;2;0
1;1350;0031;20160303;2;1;1;4;1;1;1;1;2013;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;1960;;;;;3;3;0
1;1350;0048;20151217;3;2;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;2005;;;;;3;3;0
1;1350;0056;20160123;3;1;2;;1;1;1;3;2006;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;2015;2;88888;;;3;5;0
1;1350;0111;20160312;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;128.9355;2005;;;;;3;5;0
1;1350;0117;20160301;2;1;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;2014;1;59017;;;3;1;0
1;1350;0004;20151203;4;3;1;4;1;1;1;1;2004;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;2012;1;62119;;;3;3;0
1;1350;0006;20160126;2;1;1;4;1;1;1;3;2012;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;191.2953;2015;1;59017;00;00;3;1;0
1;1350;0007;20151201;2;1;2;;1;2;1;3;2009;04;1;2;2;1;3;2014;03;2;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;129.9622;2008;2;59143;00;00;3;1;0
1;1350;0013;20151205;4;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;1994;;;;;3;5;0
1;1350;0019;20160226;4;1;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;128.9355;2004;;;;;3;4;0
1;1350;0024;20151205;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;128.9355;2015;2;75056;;;3;5;0
1;1350;0047;20160114;2;1;1;3;1;1;1;1;2012;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;128.9355;2008;2;59317;00;00;3;3;0
1;1350;0089;20160223;2;1;1;4;1;2;1;3;2010;07;1;2;2;1;1;2006;04;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;142.8583;2011;1;59350;00;02;2;1;0
1;1350;0096;20160226;3;3;1;4;1;1;1;1;1991;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;128.9355;2012;2;59017;;;3;4;0
1;1350;0104;20160226;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;128.9355;2012;2;59017;;;3;4;0
1;1350;0022;20160226;4;1;1;1;1;1;1;1;2009;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;2015;2;59017;;;3;4;0
1;1350;0063;20160223;2;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;129.9622;2005;;;00;00;3;1;0
1;1350;0065;20160226;2;1;1;4;1;2;1;3;2005;05;1;2;2;1;3;2011;05;1;2;2;;;;;;;;;;;;;;;1;3;4;2;1997;1;2;;;;;;;;;;;;;;;;;;;00;;3;129.9622;2012;2;59017;;;3;4;0
1;1350;0066;20160123;2;1;1;3;1;1;1;3;2004;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;01;1;129.9622;2012;2;59410;00;00;2;5;0
1;1350;0088;20160226;2;1;1;4;1;1;1;3;2004;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;128.9355;2002;;;;;3;4;0
1;1350;0107;20160312;2;1;1;3;1;2;1;3;2015;06;1;1;2;1;1;2010;04;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;06;00;1;142.8583;1995;;;00;02;3;5;0
1;1350;0012;20160129;2;1;1;3;1;1;1;1;2015;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;128.9355;1992;;;;;3;4;0
1;1350;0083;20160129;2;1;2;;2;1;1;3;2004;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;142.8583;2007;2;59017;;;3;4;0
1;1350;0105;20160312;2;1;1;3;1;2;1;3;2013;04;1;2;2;1;1;2000;04;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;129.9622;1990;;;00;00;3;5;0
1;1350;0045;20160226;3;3;1;4;1;2;1;1;2006;04;1;2;2;1;1;2004;06;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;129.9622;2014;1;59431;;;3;4;0
1;1350;0020;20160109;2;1;1;4;1;2;1;3;1995;14;1;2;2;1;3;2001;09;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;142.8583;2013;2;59017;00;02;3;5;0
1;1350;0042;20160205;2;1;1;4;1;1;1;1;2001;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;191.2953;2011;2;59350;;;4;4;0
1;1350;0069;20160123;2;3;2;;2;1;1;1;2004;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;142.8583;1996;;;00;00;3;5;0
1;1350;0076;20160303;3;3;1;4;1;1;1;3;2005;08;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;191.2953;2013;1;62215;;;3;3;0
1;1350;0086;20160121;4;1;1;4;1;1;1;3;2011;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;2006;2;59317;;;3;3;0
1;1350;0098;20160303;3;3;1;3;1;1;1;1;2011;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;128.9355;2015;3;59386;;;3;3;0
1;1350;0103;20160318;2;1;1;3;1;1;1;3;2014;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;129.9622;1975;;;;;3;4;0
1;1350;0113;20160315;3;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;128.9355;2015;1;59482;;;3;1;0
1;1350;0115;20160305;2;1;1;3;1;2;1;3;2009;05;1;1;2;1;1;2006;05;3;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;129.9622;1991;;;00;00;3;5;0
1;1350;0060;20160203;4;2;1;4;1;2;3;3;2010;08;1;3;2;1;3;2006;06;1;3;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;3;142.8583;2015;1;59017;00;03;3;2;0
1;1350;0116;20160312;4;2;2;;1;1;1;3;2006;07;1;3;3;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;129.9622;1993;;;;;3;5;0
1;1350;0011;20160317;2;1;1;4;1;1;1;1;1994;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;04;00;1;191.2953;1997;;;01;01;2;3;0
1;1350;0027;20151211;2;2;1;4;1;1;1;1;2006;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;129.9622;1999;;;;;3;4;0
1;1350;0077;20160123;3;2;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;191.2953;2013;1;59017;;;3;5;0
1;1350;0010;20151209;2;2;1;1;1;1;1;3;2009;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;129.9622;2014;1;59152;00;00;2;2;0
1;1350;0021;20151203;4;2;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;128.9355;2015;2;59143;00;00;3;3;0
1;1350;0026;20160204;2;1;1;3;1;1;1;1;2007;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;128.9355;2005;;;00;00;1;3;0
1;1350;0035;20160312;2;1;1;4;1;2;4;3;2013;02;1;1;2;1;3;2004;07;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;142.8583;2005;;;00;02;3;5;0
1;1350;0053;20160121;2;1;1;4;1;1;1;1;2008;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;128.9355;1980;;;00;00;3;3;0
1;1350;0064;20160202;2;1;1;4;1;2;1;3;2014;07;1;1;2;1;1;2005;04;1;1;2;;;;;;;;;;;;;;;1;2;2;1;2010;1;2;;;;;;;;;;;;;;;;;;;00;;1;129.9622;1996;;;;;2;1;0
1;1350;0067;20160202;2;1;1;4;1;1;1;3;2002;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;128.9355;1982;;;;;3;1;0
1;1350;0074;20160301;2;1;1;3;1;1;1;3;2014;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;3;3;4;2;2011;1;2;3;4;2;1997;1;2;3;5;2;2008;1;2;;;;;;;03;00;1;128.9355;2011;2;59017;00;00;2;1;0
