MP1;MP2;ECH;ANNE;M1;M2;M3;M3A;M3D;M5;M6A;M7A1;M13A;M14A;M7A;M8A;M9A;M6B;M7B1;M13B;M14B;M7B;M8B;M9B;M6C;M7C1;M13C;M14C;M7C;M8C;M9C;M6D;M7D1;M13D;M14D;M7D;M8D;M9D;M14;M15A;M16A;M20A;M17A;M18A;M19A;M15B;M16B;M20B;M17B;M18B;M19B;M15C;M16C;M20C;M17C;M18C;M19C;M15D;M16D;M20D;M17D;M18D;M19D;M20;M21;M22;COEM;ML2A;ML2B;ML2C;M22B;M22C;ML24;MP3;MFIN
1;1100;0094;20160322;4;2;1;4;1;1;1;3;2010;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;139.3737;2005;;;00;03;3;1;0
1;1100;0011;20151205;3;1;1;3;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;1987;;;;;3;5;0
1;1100;0019;20151212;4;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2003;;;;;4;5;0
1;1100;0040;20160127;3;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2013;2;59350;;;3;2;0
1;1100;0065;20160128;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;1980;;;;;3;3;0
1;1100;0091;20160326;2;3;2;;2;1;1;3;2007;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2014;1;62842;;;3;5;0
1;1100;0099;20160325;4;2;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;1974;;;;;3;4;0
1;1100;0033;20160224;3;2;1;4;1;1;1;3;2001;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;139.3737;2007;3;59350;;;3;2;0
1;1100;0071;20160129;4;1;1;4;1;1;1;3;2008;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;99.82079;1976;;;;;3;4;0
1;1100;0088;20160312;2;1;1;4;1;1;1;1;2008;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;99.82079;1990;;;;;3;5;0
1;1100;0051;20160112;2;1;1;1;1;1;1;3;2004;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;92.94110;2011;1;59350;00;02;4;1;0
1;1100;0122;20160317;2;1;1;3;1;3;1;1;2010;05;1;2;2;1;3;2011;06;1;2;2;1;1;1995;06;1;2;2;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;92.94110;2000;;;;;3;3;0
1;1100;0013;20151215;3;2;2;;2;1;1;1;2009;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;92.26749;1994;;;;;3;1;0
1;1100;0025;20160302;3;2;1;4;1;1;1;3;1999;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;3;92.94110;2009;2;59350;00;01;3;2;0
1;1100;0085;20160123;2;1;1;4;1;2;1;3;2012;05;1;2;2;1;3;2010;04;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;92.94110;2012;1;59386;00;01;3;5;0
1;1100;0086;20160309;3;2;1;4;1;1;1;1;2004;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;99.82079;2005;;;;;3;2;0
1;1100;0114;20160325;2;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;1962;;;;;3;4;0
1;1100;0012;20160227;3;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2011;3;59350;;;3;5;0
1;1100;0037;20160128;4;2;1;4;1;2;1;3;2005;07;1;2;2;1;1;2004;06;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;99.82079;1993;;;00;00;3;3;0
1;1100;0039;20160109;4;3;2;;2;1;1;3;2004;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;139.3737;1984;;;;;3;5;0
1;1100;0053;20160115;4;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2002;;;;;3;4;0
1;1100;0079;20160122;4;2;1;4;1;1;1;3;1997;06;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;92.94110;2001;;;00;00;3;4;0
1;1100;0083;20160227;4;2;1;4;1;1;1;3;2007;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.94110;2007;1;59350;;;3;5;0
1;1100;0098;20160311;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;92.26749;1988;;;00;00;3;4;0
1;1100;0005;20160224;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.94110;2015;2;80021;;;3;2;0
1;1100;0026;20151219;4;2;1;4;1;1;1;3;2005;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;3;92.94110;2005;;;00;02;3;5;0
1;1100;0041;20151219;3;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;99.82079;2007;1;59350;00;01;3;5;0
1;1100;0054;20160122;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;92.26749;1986;;;;;3;4;0
1;1100;0064;20160130;4;2;1;4;1;1;1;3;2004;07;1;3;2;;;;;;;;;;;;;;;;;;;;;;1;3;2;2;2006;1;2;;;;;;;;;;;;;;;;;;;05;00;1;139.3737;2013;2;59350;00;03;3;5;0
1;1100;0068;20160122;4;2;1;4;1;1;1;3;2006;06;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.94110;1992;;;;;3;4;0
1;1100;0074;20160312;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;139.3737;2012;1;59350;00;01;3;5;0
1;1100;0127;20160316;3;3;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;139.3737;2015;1;59350;;;3;2;0
1;1100;0035;20160106;2;3;2;;2;1;1;1;2003;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;99.82079;2013;1;59507;00;00;4;2;0
1;1100;0112;20160322;4;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;92.26749;1999;;;00;00;3;1;0
1;1100;0132;20160316;4;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2001;;;;;3;2;0
1;1100;0015;20151212;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2010;1;59350;;;3;5;0
1;1100;0042;20160205;3;2;1;4;1;2;1;1;2005;04;1;3;2;1;3;2012;05;1;3;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;99.82079;2010;1;59350;;;4;4;0
1;1100;0052;20160224;3;2;2;;1;1;1;3;2014;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2010;2;59350;;;3;2;0
1;1100;0057;20160325;2;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;99.82079;2012;2;59350;;;4;4;0
1;1100;0080;20160120;4;2;1;4;1;1;1;3;2003;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;3;139.3737;2012;2;54395;00;02;3;2;0
1;1100;0084;20160223;2;1;1;4;1;1;1;1;1993;10;1;2;2;;;;;;;;;;;;;;;;;;;;;;2;2;1;1;2012;1;2;2;1;1;2012;1;2;;;;;;;;;;;;;00;;1;92.94110;2013;3;59350;;;3;1;0
1;1100;0090;20160225;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;99.82079;2010;2;59350;;;3;3;0
1;1100;0093;20160302;2;3;2;;1;2;1;3;2008;06;4;2;2;1;1;2005;04;4;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;3;139.3737;2014;1;26198;00;00;3;2;0
1;1100;0116;20160315;1;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;1963;;;;;3;1;0
1;1100;0125;20160318;2;1;1;4;1;1;1;1;2009;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;92.26749;2003;;;00;00;3;4;0
1;1100;0003;20151203;3;1;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;99.82079;2013;1;88888;;;3;3;0
1;1100;0044;20160311;2;1;1;4;1;1;1;3;2011;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;99.82079;2005;;;00;01;3;4;0
1;1100;0059;20160203;1;1;1;4;1;1;1;3;2002;09;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;92.94110;2011;1;59350;00;01;2;2;0
1;1100;0066;20160129;3;2;2;;1;1;1;1;2007;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2015;1;29202;;;3;4;0
1;1100;0095;20160324;2;1;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;92.94110;2011;1;59350;00;00;3;3;0
1;1100;0131;20160318;2;3;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;99.82079;1961;;;;;3;4;0
1;1100;0134;20160316;3;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2002;;;;;3;2;0
1;1100;0021;20160114;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;99.82079;2002;;;;;3;3;0
1;1100;0031;20160114;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;92.26749;2000;;;;;3;3;0
1;1110;0018;20151209;2;1;1;4;1;1;1;1;2015;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;37.90623;1986;;;;;3;2;0
1;1110;0023;20151218;1;1;1;4;1;2;1;1;2012;05;1;1;2;1;1;2014;06;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;27.07281;2011;1;59350;00;01;1;4;0
1;1110;0025;20151209;4;3;1;3;2;1;1;1;1997;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;2000;;;;;3;2;0
1;1110;0028;20151209;4;1;1;3;1;1;1;1;2006;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;3;35.94980;1984;;;00;00;3;2;0
1;1110;0029;20160113;3;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;35.94980;2003;;;00;00;3;2;0
1;1110;0035;20160129;1;1;1;4;1;1;1;3;2011;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;37.90623;2010;1;59350;01;01;3;4;0
1;1110;0039;20160224;1;1;2;;2;1;1;3;2010;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;2007;1;59350;;;3;2;0
1;1110;0054;20160224;2;1;1;1;1;1;1;1;2010;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;1979;;;;;3;2;0
1;1110;0072;20160114;3;1;1;1;1;2;1;1;2010;05;1;1;2;1;1;1994;04;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;37.90623;2004;;;01;02;2;3;0
1;1110;0075;20160113;3;1;1;1;1;1;1;1;2007;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;1986;;;;;2;2;0
1;1110;0088;20160119;4;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;2000;;;;;3;1;0
1;1110;0093;20160318;4;3;2;;1;2;1;3;2012;05;1;1;2;1;1;2007;05;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;37.90623;2015;2;62413;;;3;4;0
1;1110;0094;20160129;1;1;1;4;1;2;1;3;2010;06;2;1;2;1;3;2015;06;2;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;37.90623;2005;;;00;00;3;4;0
1;1110;0098;20160223;4;1;1;2;2;1;1;1;2000;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;37.90623;2000;;;;;3;1;0
1;1110;0099;20160224;1;3;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;2009;1;04088;;;3;2;0
1;1110;0100;20160227;2;1;1;1;1;1;1;1;2007;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;69.37817;2008;1;59350;;;3;5;0
1;1110;0101;20160223;4;3;2;;1;1;1;3;2002;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;2014;2;59350;;;3;1;0
1;1110;0109;20160226;2;1;1;4;1;2;1;3;2013;06;1;2;2;1;3;2010;05;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;37.90623;1990;;;00;00;4;4;0
1;1110;0115;20160312;3;1;1;4;1;2;1;1;2013;04;1;1;2;1;1;2016;04;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;27.07281;2008;1;59350;00;01;2;5;0
1;1110;0118;20160318;3;4;2;;1;1;1;3;9999;99;4;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;37.90623;2013;1;59350;;;3;4;0
1;1110;0124;20160318;4;3;1;4;1;1;1;3;1999;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;37.90623;2016;1;59512;00;00;3;4;0
1;1110;0128;20160325;2;1;1;2;1;1;1;3;2014;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;27.07281;2002;;;00;01;3;4;0
1;1110;0129;20160325;2;1;1;1;1;2;1;3;2005;07;1;1;2;1;3;2004;06;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;37.90623;2014;1;59350;00;01;1;4;0
1;1110;0135;20160324;3;3;2;;2;1;1;1;2002;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;37.90623;2013;2;59350;;;3;3;0
1;1110;0050;20160109;3;3;2;;1;1;1;3;9999;99;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;37.90623;2013;1;59350;;;4;5;0
1;1110;0082;20160128;2;1;1;1;1;1;1;1;2001;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;1;69.37817;2006;1;59328;00;02;2;3;0
1;1110;0001;20151203;3;3;1;3;1;1;1;3;2005;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;37.90623;2015;1;59360;01;00;3;3;0
1;1110;0002;20160206;3;3;1;4;1;1;1;3;2000;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;2013;1;59350;;;4;5;0
1;1110;0006;20151212;4;2;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;37.90623;2014;1;59350;00;00;3;5;0
1;1110;0010;20160109;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;2014;1;59350;;;4;5;0
1;1110;0014;20151203;1;1;1;4;1;2;1;1;2009;05;1;2;2;3;1;2015;05;3;3;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;37.90623;1988;;;;;3;3;0
1;1110;0015;20160317;4;3;1;3;1;1;1;3;1999;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;2014;2;59611;;;3;3;0
1;1110;0024;20151202;4;2;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;1985;;;;;3;2;0
1;1110;0031;20160113;2;1;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;1960;;;;;4;2;0
1;1110;0034;20160105;2;1;1;1;2;1;1;3;2015;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;35.94980;1997;;;00;00;1;1;0
1;1110;0037;20160223;4;2;1;1;1;1;1;1;2000;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;37.90623;2014;1;75056;;;3;1;0
1;1110;0040;20160105;2;1;1;4;1;2;1;3;2011;05;2;2;2;1;3;2014;04;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;27.07281;2011;1;59350;00;00;3;1;0
1;1110;0041;20160227;2;1;1;4;1;2;1;3;2012;05;1;2;2;1;3;2009;05;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;59.41183;2002;;;;;3;5;0
1;1110;0043;20151218;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;1993;;;;;3;4;0
1;1110;0046;20160108;2;3;2;;1;1;1;3;9999;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;2013;1;59350;;;3;4;0
1;1110;0051;20160130;2;1;1;4;1;1;1;3;2014;06;2;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;69.37817;2014;1;59350;;;3;5;0
1;1110;0063;20160202;2;3;1;1;1;2;1;1;2008;11;1;1;2;1;3;2011;05;1;1;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;69.37817;2013;1;59350;00;00;3;1;0
1;1110;0066;20160303;4;2;2;;2;2;1;3;1998;05;1;2;2;1;3;1994;05;1;2;2;;;;;;;;;;;;;;;1;3;2;1;2001;1;2;;;;;;;;;;;;;;;;;;;02;00;1;35.94980;2015;2;59360;00;00;3;3;0
1;1110;0081;20160303;3;2;1;4;1;1;1;3;2003;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;35.94980;2014;1;59350;00;00;3;3;0
1;1110;0086;20160205;3;3;1;4;1;1;1;1;2006;05;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;37.90623;2015;1;59350;00;00;3;4;0
1;1110;0087;20160330;4;2;1;4;1;1;3;3;2003;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;35.94980;1995;;;00;00;3;2;0
1;1110;0089;20160223;2;1;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;35.94980;1985;;;00;00;3;1;0
1;1110;0103;20160325;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;2003;;;;;3;4;0
1;1110;0106;20160324;4;1;1;3;1;1;1;1;2007;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;1982;;;;;3;3;0
1;1110;0112;20160223;2;1;1;4;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;1974;;;;;3;1;0
1;1110;0113;20160223;3;3;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;2005;;;;;3;1;0
1;1110;0121;20160322;1;1;1;4;1;2;1;3;2009;06;1;2;2;1;3;2005;04;1;2;2;;;;;;;;;;;;;;;1;3;2;1;2009;1;2;;;;;;;;;;;;;;;;;;;03;00;1;27.07281;2012;2;59350;00;00;3;1;0
1;1110;0125;20160323;1;1;1;4;1;2;1;3;2002;05;1;2;2;1;3;2007;05;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;27.07281;2013;3;59350;;;3;2;0
1;1110;0138;20160331;2;3;2;;1;1;1;3;2012;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;35.94980;2015;2;59350;00;00;2;3;0
1;1110;0003;20151202;1;3;1;3;1;2;1;3;2003;05;1;2;2;1;3;2004;06;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;59.41183;2010;2;59350;;;4;2;0
1;1110;0027;20151211;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;04;00;3;59.41183;2014;1;59350;00;02;3;4;0
1;1110;0044;20160227;4;2;1;2;1;1;1;3;2000;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;03;00;3;59.41183;2006;1;59350;00;03;3;5;0
1;1110;0047;20160112;2;1;1;4;1;1;1;3;2011;08;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;37.90623;1987;;;;;2;1;0
1;1110;0048;20151219;4;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;69.37817;1996;;;;;3;5;0
1;1110;0049;20160203;1;1;1;3;1;1;1;1;1990;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;1988;;;;;3;2;0
1;1110;0056;20160312;1;1;1;3;2;1;1;3;2007;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;37.90623;1974;;;;;3;5;0
1;1110;0059;20160129;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;37.90623;2000;;;;;3;4;0
1;1110;0065;20160227;4;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;2010;2;59378;;;3;5;0
1;1110;0071;20160227;4;3;1;4;1;1;1;3;2005;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;35.94980;2011;2;59350;;;3;5;0
1;1110;0102;20160318;4;2;1;4;1;1;1;3;2006;07;1;1;3;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;3;37.90623;2005;;;;;3;4;0
1;1110;0110;20160325;3;2;1;4;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;01;00;1;35.94980;2015;2;59350;00;00;3;4;0
1;1110;0116;20160318;2;1;2;;1;2;1;3;2007;06;1;1;2;1;3;1999;06;1;2;2;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;69.37817;1993;;;;;1;4;0
1;1110;0140;20160331;4;2;1;3;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;1953;;;;;4;3;0
1;1110;0141;20160331;2;3;1;4;1;1;1;1;1990;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;02;00;1;69.37817;2013;1;76351;00;00;3;3;0
1;1110;0013;20151201;4;1;1;4;1;1;1;1;1997;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;00;;1;35.94980;1992;;;;;3;1;0
